 -1.1571667e+001 -3.1856667e+001             NaN
 -1.9041583e+001 -2.5114333e+001             NaN
 -2.1917167e+001 -2.1385000e+001             NaN
 -2.1910583e+001 -2.1377000e+001  3.7027400e+003
 -2.1882000e+001 -2.0849000e+001  3.7154100e+003
 -2.1879833e+001 -2.0846833e+001  3.6877900e+003
 -2.1857833e+001 -2.0488500e+001  3.6838100e+003
 -2.1831667e+001 -2.0141667e+001  3.6534900e+003
 -2.1788500e+001 -1.9778167e+001  3.6812900e+003
 -2.1784167e+001 -1.9421500e+001  3.6751900e+003
 -2.1749833e+001 -1.8918667e+001  3.6543500e+003
 -2.1731833e+001 -1.8562500e+001  3.6524700e+003
 -2.1668217e+001 -1.8182067e+001  3.6353800e+003
 -2.1604500e+001 -1.7809000e+001  3.6376000e+003
 -2.1618167e+001 -1.7419333e+001  3.6457100e+003
 -2.1509833e+001 -1.7082333e+001  3.6581900e+003
 -2.1463667e+001 -1.6717000e+001  3.6184800e+003
 -2.1383833e+001 -1.6383000e+001  3.6238900e+003
 -2.1339833e+001 -1.6006167e+001             NaN
 -2.1267833e+001 -1.5640000e+001             NaN
 -2.1250333e+001 -1.5289833e+001  3.5853800e+003
 -2.1146667e+001 -1.4905667e+001  3.6737400e+003
 -2.1057167e+001 -1.4501833e+001  3.7145600e+003
 -2.1010333e+001 -1.4154500e+001  3.8083400e+003
 -2.0915167e+001 -1.3721167e+001  3.7879100e+003
 -2.0784000e+001 -1.3294000e+001  3.6748400e+003
 -2.0701500e+001 -1.2978833e+001  3.7049100e+003
 -2.0806500e+001 -1.2628833e+001             NaN
 -2.0432333e+001 -1.2594167e+001             NaN
 -2.1484167e+001 -1.4154000e+001  3.7150400e+003
 -2.1586917e+001 -1.4767000e+001  3.6465000e+003
 -2.1777667e+001 -1.5360833e+001  3.5629300e+003
 -2.1808167e+001 -1.5915667e+001  3.5865500e+003
 -2.1882500e+001 -1.6360667e+001  3.5401300e+003
 -2.1942000e+001 -1.6794167e+001  3.6218800e+003
 -2.1996500e+001 -1.7258167e+001  3.5963400e+003
 -2.2068167e+001 -1.7713833e+001  3.6139900e+003
 -2.2126667e+001 -1.8167167e+001  3.6169600e+003
 -2.2185000e+001 -1.8598167e+001  3.6459200e+003
 -2.2141667e+001 -1.9050333e+001  3.6496000e+003
 -2.2248333e+001 -1.9491667e+001  3.6577500e+003
 -2.2294167e+001 -2.0114067e+001  3.6584800e+003
 -2.2351500e+001 -2.0868667e+001  3.6761600e+003
 -2.2536000e+001 -2.1296500e+001  3.6824200e+003
 -2.3106167e+001 -2.1131333e+001  3.6355600e+003
 -2.2913167e+001 -2.0523667e+001  3.6648500e+003
 -2.2875667e+001 -1.9864167e+001  3.6392500e+003
 -2.2852167e+001 -1.9212667e+001  3.6059200e+003
 -2.2714500e+001 -1.8588833e+001  3.6241800e+003
 -2.2710667e+001 -1.7872333e+001  3.5596400e+003
 -2.2651167e+001 -1.7203000e+001  3.5649100e+003
 -2.2274333e+001 -1.6585500e+001  3.6361200e+003
 -2.2224333e+001 -1.5872000e+001  3.6101900e+003
 -2.2821333e+001 -1.5862333e+001  3.5284500e+003
 -2.2906500e+001 -1.6556833e+001  3.5876400e+003
 -2.3131667e+001 -1.7511000e+001  3.5581400e+003
 -2.3442333e+001 -1.8401000e+001  3.5924200e+003
 -2.3495833e+001 -1.9331667e+001  3.6137100e+003
 -2.3691167e+001 -2.0154000e+001  3.6095100e+003
 -2.3844167e+001 -2.0988167e+001  3.6285900e+003
 -2.4409500e+001 -2.0187500e+001  3.5933300e+003
 -2.4950667e+001 -2.0724500e+001  3.6186500e+003
 -2.4805000e+001 -1.9804333e+001  3.5977100e+003
 -2.4143767e+001 -1.9332783e+001  3.5781500e+003
 -2.4148833e+001 -1.8357833e+001  3.5043500e+003
 -2.3405167e+001 -1.6821333e+001  3.5159200e+003
 -2.3185667e+001 -1.5881833e+001  3.5154000e+003
 -2.2999000e+001 -1.4989500e+001  3.5982300e+003
 -2.0813500e+001 -1.5871667e+001  3.6276200e+003
 -2.0795500e+001 -1.6782333e+001  3.5852900e+003
 -2.0352500e+001 -1.7510667e+001  3.5861200e+003
             NaN             NaN             NaN
 -2.0915833e+001 -1.7863000e+001  3.6289400e+003
 -2.0943833e+001 -1.8692167e+001  3.6675400e+003
 -2.1190167e+001 -1.9487167e+001  3.6498300e+003
 -2.0726333e+001 -1.9671167e+001  3.7176900e+003
 -2.0972833e+001 -2.0513500e+001  3.6786900e+003
 -2.0395000e+001 -2.1208333e+001  3.7213000e+003
