%lon       lat      area     depth_w  grid   subregion  
-68.175   40.475   23.47    129.9    632    4          
-68.175   40.525   23.45    106.8    633    4          
-68.175   40.575   23.43    91.5     634    4          
-68.175   40.625   23.42    86.2     635    4          
-68.175   40.675   23.40    78.9     636    4          
-68.175   40.725   23.38    72.1     637    4          
-68.175   40.775   23.36    59.3     638    2          
-68.175   40.825   23.35    55.8     639    2          
-68.175   40.875   23.33    54.9     640    2          
-68.175   40.925   23.31    57.2     641    2          
-68.175   40.975   23.29    42.3     642    2          
-68.175   41.025   23.27    42.3     643    2          
-68.175   41.075   23.26    45.7     644    2          
-68.175   41.125   23.24    42.3     645    2          
-68.175   41.175   23.22    30.2     646    2          
-68.175   41.225   23.20    38.5     647    2          
-68.175   41.275   23.19    42.9     648    2          
-68.175   41.325   23.17    44.3     649    2          
-68.175   41.375   23.15    20.1     650    2          
-68.175   41.425   23.13    42.9     651    2          
-68.175   41.475   23.12    47.8     652    2          
-68.175   41.525   23.10    34.8     653    2          
-68.175   41.575   23.08    15.3     654    2          
-68.175   41.625   23.06    23.6     655    2          
-68.175   41.675   23.04    28.3     656    2          
-68.175   41.725   23.03    41.3     657    2          
-68.175   41.775   23.01    64.0     658    2          
-68.175   41.825   22.99    106.9    659    1          
-68.175   41.875   22.97    202.9    660    1          
-68.175   41.925   22.95    206.9    661    1          
-68.175   41.975   22.94    233.9    662    1          
-68.175   42.025   22.92    233.9    663    1          
-68.125   40.225   23.56    1099.0   664    5          
-68.125   40.275   23.54    1139.9   665    5          
-68.125   40.325   23.52    941.2    666    5          
-68.125   40.375   23.50    286.5    667    5          
-68.125   40.425   23.49    410.9    668    5          
-68.125   40.475   23.47    147.1    669    4          
-68.125   40.525   23.45    110.4    670    4          
-68.125   40.575   23.43    93.6     671    4          
-68.125   40.625   23.42    87.7     672    4          
-68.125   40.675   23.40    81.1     673    4          
-68.125   40.725   23.38    74.4     674    4          
-68.125   40.775   23.36    65.9     675    4          
-68.125   40.825   23.35    60.4     676    4          
-68.125   40.875   23.33    58.7     677    2          
-68.125   40.925   23.31    56.3     678    2          
-68.125   40.975   23.29    44.1     679    2          
-68.125   41.025   23.27    46.7     680    2          
-68.125   41.075   23.26    47.4     681    2          
-68.125   41.125   23.24    35.1     682    2          
-68.125   41.175   23.22    24.8     683    2          
-68.125   41.225   23.20    44.0     684    2          
-68.125   41.275   23.19    44.9     685    2          
-68.125   41.325   23.17    37.4     686    2          
-68.125   41.375   23.15    29.0     687    2          
-68.125   41.425   23.13    36.9     688    2          
-68.125   41.475   23.12    42.9     689    2          
-68.125   41.525   23.10    19.2     690    2          
-68.125   41.575   23.08    26.4     691    2          
-68.125   41.625   23.06    31.9     692    2          
-68.125   41.675   23.04    28.1     693    2          
-68.125   41.725   23.03    42.9     694    2          
-68.125   41.775   23.01    45.9     695    2          
-68.125   41.825   22.99    83.0     696    2          
-68.125   41.875   22.97    171.9    697    1          
-68.125   41.925   22.95    209.0    698    1          
-68.125   41.975   22.94    233.0    699    1          
-68.125   42.025   22.92    233.9    700    1          
-68.075   40.225   23.56    1624.1   701    5          
-68.075   40.275   23.54    826.8    702    5          
-68.075   40.325   23.52    171.3    703    5          
-68.075   40.375   23.50    153.5    704    5          
-68.075   40.425   23.49    142.0    705    4          
-68.075   40.475   23.47    135.5    706    4          
-68.075   40.525   23.45    108.8    707    4          
-68.075   40.575   23.43    94.8     708    4          
-68.075   40.625   23.42    87.4     709    4          
-68.075   40.675   23.40    81.4     710    4          
-68.075   40.725   23.38    75.7     711    4          
-68.075   40.775   23.36    64.8     712    4          
-68.075   40.825   23.35    61.3     713    4          
-68.075   40.875   23.33    61.3     714    4          
-68.075   40.925   23.31    44.1     715    2          
-68.075   40.975   23.29    47.1     716    2          
-68.075   41.025   23.27    43.6     717    2          
-68.075   41.075   23.26    42.8     718    2          
-68.075   41.125   23.24    46.3     719    2          
-68.075   41.175   23.22    45.3     720    2          
-68.075   41.225   23.20    43.0     721    2          
-68.075   41.275   23.19    43.9     722    2          
-68.075   41.325   23.17    24.2     723    2          
-68.075   41.375   23.15    28.3     724    2          
-68.075   41.425   23.13    38.6     725    2          
-68.075   41.475   23.12    31.0     726    2          
-68.075   41.525   23.10    21.9     727    2          
-68.075   41.575   23.08    29.8     728    2          
-68.075   41.625   23.06    37.4     729    2          
-68.075   41.675   23.04    33.0     730    2          
-68.075   41.725   23.03    34.9     731    2          
-68.075   41.775   23.01    37.6     732    2          
-68.075   41.825   22.99    67.9     733    2          
-68.075   41.875   22.97    121.9    734    1          
-68.075   41.925   22.95    189.9    735    1          
-68.075   41.975   22.94    223.9    736    1          
-68.075   42.025   22.92    225.9    737    1          
-68.075   42.075   22.90    232.9    738    1          
-68.025   40.225   23.56    827.7    739    5          
-68.025   40.275   23.54    305.8    740    5          
-68.025   40.325   23.52    165.5    741    5          
-68.025   40.375   23.50    149.6    742    4          
-68.025   40.425   23.49    138.4    743    4          
-68.025   40.475   23.47    128.5    744    4          
-68.025   40.525   23.45    107.5    745    4          
-68.025   40.575   23.43    93.0     746    4          
-68.025   40.625   23.42    84.7     747    4          
-68.025   40.675   23.40    82.2     748    4          
-68.025   40.725   23.38    78.7     749    4          
-68.025   40.775   23.36    69.6     750    4          
-68.025   40.825   23.35    59.5     751    2          
-68.025   40.875   23.33    59.7     752    2          
-68.025   40.925   23.31    47.0     753    2          
-68.025   40.975   23.29    46.9     754    2          
-68.025   41.025   23.27    47.3     755    2          
-68.025   41.075   23.26    49.0     756    2          
-68.025   41.125   23.24    47.7     757    2          
-68.025   41.175   23.22    44.1     758    2          
-68.025   41.225   23.20    39.6     759    2          
-68.025   41.275   23.19    46.2     760    2          
-68.025   41.325   23.17    33.9     761    2          
-68.025   41.375   23.15    39.7     762    2          
-68.025   41.425   23.13    32.6     763    2          
-68.025   41.475   23.12    34.3     764    2          
-68.025   41.525   23.10    29.9     765    2          
-68.025   41.575   23.08    33.0     766    2          
-68.025   41.625   23.06    27.1     767    2          
-68.025   41.675   23.04    29.3     768    2          
-68.025   41.725   23.03    30.1     769    2          
-68.025   41.775   23.01    40.1     770    2          
-68.025   41.825   22.99    58.0     771    2          
-68.025   41.875   22.97    102.9    772    1          
-68.025   41.925   22.95    166.0    773    1          
-68.025   41.975   22.94    197.0    774    1          
-68.025   42.025   22.92    206.0    775    1          
-68.025   42.075   22.90    217.0    776    1          
-67.975   40.225   23.56    1026.1   777    5          
-67.975   40.275   23.54    470.9    778    5          
-67.975   40.325   23.52    171.2    779    5          
-67.975   40.375   23.50    151.4    780    5          
-67.975   40.425   23.49    151.6    781    5          
-67.975   40.475   23.47    127.1    782    4          
-67.975   40.525   23.45    106.4    783    4          
-67.975   40.575   23.43    95.0     784    4          
-67.975   40.625   23.42    86.1     785    4          
-67.975   40.675   23.40    83.3     786    4          
-67.975   40.725   23.38    77.4     787    4          
-67.975   40.775   23.36    71.9     788    4          
-67.975   40.825   23.35    71.2     789    4          
-67.975   40.875   23.33    60.0     790    4          
-67.975   40.925   23.31    53.6     791    2          
-67.975   40.975   23.29    53.1     792    2          
-67.975   41.025   23.27    54.2     793    2          
-67.975   41.075   23.26    41.5     794    2          
-67.975   41.125   23.24    42.8     795    2          
-67.975   41.175   23.22    43.0     796    2          
-67.975   41.225   23.20    47.8     797    2          
-67.975   41.275   23.19    31.2     798    2          
-67.975   41.325   23.17    35.1     799    2          
-67.975   41.375   23.15    28.5     800    2          
-67.975   41.425   23.13    39.9     801    2          
-67.975   41.475   23.12    29.7     802    2          
-67.975   41.525   23.10    35.0     803    2          
-67.975   41.575   23.08    31.6     804    2          
-67.975   41.625   23.06    25.7     805    2          
-67.975   41.675   23.04    26.9     806    2          
-67.975   41.725   23.03    29.1     807    2          
-67.975   41.775   23.01    34.6     808    2          
-67.975   41.825   22.99    57.2     809    2          
-67.975   41.875   22.97    74.1     810    2          
-67.975   41.925   22.95    118.9    811    1          
-67.975   41.975   22.94    194.9    812    1          
-67.975   42.025   22.92    201.0    813    1          
-67.975   42.075   22.90    204.8    814    1          
-67.975   42.125   22.88    235.9    815    1          
-67.925   40.225   23.56    1177.6   816    5          
-67.925   40.275   23.54    492.2    817    5          
-67.925   40.325   23.52    174.4    818    5          
-67.925   40.375   23.50    146.3    819    4          
-67.925   40.425   23.49    192.4    820    5          
-67.925   40.475   23.47    121.5    821    4          
-67.925   40.525   23.45    102.5    822    4          
-67.925   40.575   23.43    91.2     823    4          
-67.925   40.625   23.42    86.9     824    4          
-67.925   40.675   23.40    82.6     825    4          
-67.925   40.725   23.38    77.9     826    4          
-67.925   40.775   23.36    69.2     827    4          
-67.925   40.825   23.35    66.0     828    4          
-67.925   40.875   23.33    59.2     829    2          
-67.925   40.925   23.31    56.7     830    2          
-67.925   40.975   23.29    57.0     831    2          
-67.925   41.025   23.27    44.8     832    2          
-67.925   41.075   23.26    45.1     833    2          
-67.925   41.125   23.24    43.9     834    2          
-67.925   41.175   23.22    53.2     835    2          
-67.925   41.225   23.20    33.8     836    2          
-67.925   41.275   23.19    40.9     837    2          
-67.925   41.325   23.17    34.4     838    2          
-67.925   41.375   23.15    36.0     839    2          
-67.925   41.425   23.13    40.8     840    2          
-67.925   41.475   23.12    30.1     841    2          
-67.925   41.525   23.10    37.3     842    2          
-67.925   41.575   23.08    26.1     843    2          
-67.925   41.625   23.06    25.8     844    2          
-67.925   41.675   23.04    26.2     845    2          
-67.925   41.725   23.03    31.0     846    2          
-67.925   41.775   23.01    35.3     847    2          
-67.925   41.825   22.99    48.9     848    2          
-67.925   41.875   22.97    58.9     849    2          
-67.925   41.925   22.95    89.0     850    2          
-67.925   41.975   22.94    174.0    851    1          
-67.925   42.025   22.92    195.9    852    1          
-67.925   42.075   22.90    209.0    853    1          
-67.925   42.125   22.88    233.0    854    1          
-67.925   42.175   22.86    253.9    855    1          
-67.875   40.225   23.56    1314.3   856    5          
-67.875   40.275   23.54    947.1    857    5          
-67.875   40.325   23.52    630.8    858    5          
-67.875   40.375   23.50    412.1    859    5          
-67.875   40.425   23.49    148.3    860    4          
-67.875   40.475   23.47    119.4    861    4          
-67.875   40.525   23.45    101.2    862    4          
-67.875   40.575   23.43    92.1     863    4          
-67.875   40.625   23.42    86.0     864    4          
-67.875   40.675   23.40    79.6     865    4          
-67.875   40.725   23.38    76.8     866    4          
-67.875   40.775   23.36    67.8     867    4          
-67.875   40.825   23.35    69.3     868    4          
-67.875   40.875   23.33    60.8     869    4          
-67.875   40.925   23.31    59.1     870    2          
-67.875   40.975   23.29    52.1     871    2          
-67.875   41.025   23.27    48.9     872    2          
-67.875   41.075   23.26    47.5     873    2          
-67.875   41.125   23.24    49.6     874    2          
-67.875   41.175   23.22    30.7     875    2          
-67.875   41.225   23.20    35.5     876    2          
-67.875   41.275   23.19    29.0     877    2          
-67.875   41.325   23.17    37.1     878    2          
-67.875   41.375   23.15    43.7     879    2          
-67.875   41.425   23.13    36.4     880    2          
-67.875   41.475   23.12    34.0     881    2          
-67.875   41.525   23.10    23.8     882    2          
-67.875   41.575   23.08    36.4     883    2          
-67.875   41.625   23.06    36.9     884    2          
-67.875   41.675   23.04    27.9     885    2          
-67.875   41.725   23.03    30.0     886    2          
-67.875   41.775   23.01    30.1     887    2          
-67.875   41.825   22.99    39.9     888    2          
-67.875   41.875   22.97    46.9     889    2          
-67.875   41.925   22.95    68.0     890    2          
-67.875   41.975   22.94    114.7    891    1          
-67.875   42.025   22.92    189.8    892    1          
-67.875   42.075   22.90    202.0    893    1          
-67.875   42.125   22.88    215.9    894    1          
-67.875   42.175   22.86    251.0    895    1          
-67.825   40.225   23.56    1355.4   896    5          
-67.825   40.275   23.54    1151.7   897    5          
-67.825   40.325   23.52    354.7    898    5          
-67.825   40.375   23.50    167.4    899    5          
-67.825   40.425   23.49    163.6    900    5          
-67.825   40.475   23.47    125.8    901    4          
-67.825   40.525   23.45    100.1    902    4          
-67.825   40.575   23.43    89.9     903    4          
-67.825   40.625   23.42    81.7     904    4          
-67.825   40.675   23.40    79.6     905    4          
-67.825   40.725   23.38    73.7     906    4          
-67.825   40.775   23.36    67.6     907    4          
-67.825   40.825   23.35    67.8     908    4          
-67.825   40.875   23.33    64.0     909    4          
-67.825   40.925   23.31    58.2     910    2          
-67.825   40.975   23.29    52.8     911    2          
-67.825   41.025   23.27    50.1     912    2          
-67.825   41.075   23.26    51.1     913    2          
-67.825   41.125   23.24    37.1     914    2          
-67.825   41.175   23.22    41.4     915    2          
-67.825   41.225   23.20    42.6     916    2          
-67.825   41.275   23.19    39.9     917    2          
-67.825   41.325   23.17    40.6     918    2          
-67.825   41.375   23.15    37.0     919    2          
-67.825   41.425   23.13    38.2     920    2          
-67.825   41.475   23.12    30.2     921    2          
-67.825   41.525   23.10    36.7     922    2          
-67.825   41.575   23.08    30.7     923    2          
-67.825   41.625   23.06    25.1     924    2          
-67.825   41.675   23.04    31.4     925    2          
-67.825   41.725   23.03    29.0     926    2          
-67.825   41.775   23.01    33.4     927    2          
-67.825   41.825   22.99    37.0     928    2          
-67.825   41.875   22.97    38.9     929    2          
-67.825   41.925   22.95    53.6     930    2          
-67.825   41.975   22.94    87.1     931    2          
-67.825   42.025   22.92    175.0    932    1          
-67.825   42.075   22.90    195.1    933    1          
-67.825   42.125   22.88    208.9    934    1          
-67.825   42.175   22.86    223.9    935    1          
-67.825   42.225   22.85    240.9    936    1          
-67.775   40.225   23.56    1142.2   937    5          
-67.775   40.275   23.54    563.7    938    5          
-67.775   40.325   23.52    311.6    939    5          
-67.775   40.375   23.50    165.5    940    5          
-67.775   40.425   23.49    143.9    941    4          
-67.775   40.475   23.47    124.6    942    4          
-67.775   40.525   23.45    112.2    943    4          
-67.775   40.575   23.43    92.5     944    4          
-67.775   40.625   23.42    79.4     945    4          
-67.775   40.675   23.40    75.9     946    4          
-67.775   40.725   23.38    73.0     947    4          
-67.775   40.775   23.36    69.1     948    4          
-67.775   40.825   23.35    63.0     949    4          
-67.775   40.875   23.33    64.2     950    4          
-67.775   40.925   23.31    59.0     951    2          
-67.775   40.975   23.29    57.0     952    2          
-67.775   41.025   23.27    51.8     953    2          
-67.775   41.075   23.26    53.4     954    2          
-67.775   41.125   23.24    40.5     955    2          
-67.775   41.175   23.22    42.7     956    2          
-67.775   41.225   23.20    43.8     957    2          
-67.775   41.275   23.19    36.6     958    2          
-67.775   41.325   23.17    35.1     959    2          
-67.775   41.375   23.15    35.2     960    2          
-67.775   41.425   23.13    34.5     961    2          
-67.775   41.475   23.12    36.9     962    2          
-67.775   41.525   23.10    27.9     963    2          
-67.775   41.575   23.08    31.5     964    2          
-67.775   41.625   23.06    36.9     965    2          
-67.775   41.675   23.04    30.0     966    2          
-67.775   41.725   23.03    22.2     967    2          
-67.775   41.775   23.01    33.5     968    2          
-67.775   41.825   22.99    33.0     969    2          
-67.775   41.875   22.97    39.0     970    2          
-67.775   41.925   22.95    41.1     971    2          
-67.775   41.975   22.94    63.9     972    2          
-67.775   42.025   22.92    160.7    973    1          
-67.775   42.075   22.90    196.0    974    1          
-67.775   42.125   22.88    203.0    975    1          
-67.775   42.175   22.86    218.8    976    1          
-67.775   42.225   22.85    238.9    977    1          
-67.725   40.225   23.56    1405.7   978    5          
-67.725   40.275   23.54    1194.3   979    5          
-67.725   40.325   23.52    369.0    980    5          
-67.725   40.375   23.50    167.7    981    5          
-67.725   40.425   23.49    142.6    982    4          
-67.725   40.475   23.47    146.6    983    4          
-67.725   40.525   23.45    145.7    984    4          
-67.725   40.575   23.43    94.9     985    4          
-67.725   40.625   23.42    79.0     986    4          
-67.725   40.675   23.40    72.4     987    4          
-67.725   40.725   23.38    71.3     988    4          
-67.725   40.775   23.36    69.6     989    4          
-67.725   40.825   23.35    69.3     990    4          
-67.725   40.875   23.33    66.3     991    4          
-67.725   40.925   23.31    63.1     992    4          
-67.725   40.975   23.29    59.4     993    2          
-67.725   41.025   23.27    54.5     994    2          
-67.725   41.075   23.26    50.5     995    2          
-67.725   41.125   23.24    42.9     996    2          
-67.725   41.175   23.22    44.8     997    2          
-67.725   41.225   23.20    42.0     998    2          
-67.725   41.275   23.19    35.9     999    2          
-67.725   41.325   23.17    34.9     1000   2          
-67.725   41.375   23.15    35.5     1001   2          
-67.725   41.425   23.13    38.5     1002   2          
-67.725   41.475   23.12    32.0     1003   2          
-67.725   41.525   23.10    36.9     1004   2          
-67.725   41.575   23.08    44.3     1005   2          
-67.725   41.625   23.06    15.3     1006   2          
-67.725   41.675   23.04    28.2     1007   2          
-67.725   41.725   23.03    33.4     1008   2          
-67.725   41.775   23.01    34.9     1009   2          
-67.725   41.825   22.99    35.3     1010   2          
-67.725   41.875   22.97    32.8     1011   2          
-67.725   41.925   22.95    42.8     1012   2          
-67.725   41.975   22.94    50.4     1013   2          
-67.725   42.025   22.92    110.9    1014   1          
-67.725   42.075   22.90    184.3    1015   1          
-67.725   42.125   22.88    195.5    1016   1          
-67.725   42.175   22.86    203.8    1017   1          
-67.725   42.225   22.85    211.5    1018   1          
-67.725   42.275   22.83    233.9    1019   1          
-67.675   40.225   23.56    1312.6   1020   5          
-67.675   40.275   23.54    1406.8   1021   5          
-67.675   40.325   23.52    1172.3   1022   5          
-67.675   40.375   23.50    474.5    1023   5          
-67.675   40.425   23.49    406.7    1024   5          
-67.675   40.475   23.47    276.7    1025   5          
-67.675   40.525   23.45    138.8    1026   4          
-67.675   40.575   23.43    101.6    1027   4          
-67.675   40.625   23.42    79.4     1028   4          
-67.675   40.675   23.40    76.6     1029   4          
-67.675   40.725   23.38    75.2     1030   4          
-67.675   40.775   23.36    72.0     1031   4          
-67.675   40.825   23.35    71.2     1032   4          
-67.675   40.875   23.33    68.0     1033   4          
-67.675   40.925   23.31    67.2     1034   4          
-67.675   40.975   23.29    64.4     1035   4          
-67.675   41.025   23.27    58.6     1036   2          
-67.675   41.075   23.26    52.3     1037   2          
-67.675   41.125   23.24    48.3     1038   2          
-67.675   41.175   23.22    49.8     1039   2          
-67.675   41.225   23.20    40.2     1040   2          
-67.675   41.275   23.19    33.0     1041   2          
-67.675   41.325   23.17    30.1     1042   2          
-67.675   41.375   23.15    34.6     1043   2          
-67.675   41.425   23.13    29.0     1044   2          
-67.675   41.475   23.12    40.9     1045   2          
-67.675   41.525   23.10    31.8     1046   2          
-67.675   41.575   23.08    17.2     1047   2          
-67.675   41.625   23.06    32.3     1048   2          
-67.675   41.675   23.04    35.1     1049   2          
-67.675   41.725   23.03    48.9     1050   2          
-67.675   41.775   23.01    33.9     1051   2          
-67.675   41.825   22.99    33.0     1052   2          
-67.675   41.875   22.97    35.0     1053   2          
-67.675   41.925   22.95    36.0     1054   2          
-67.675   41.975   22.94    47.1     1055   2          
-67.675   42.025   22.92    81.9     1056   2          
-67.675   42.075   22.90    174.0    1057   1          
-67.675   42.125   22.88    193.9    1058   1          
-67.675   42.175   22.86    194.9    1059   1          
-67.675   42.225   22.85    219.0    1060   1          
-67.675   42.275   22.83    235.9    1061   1          
-67.625   40.225   23.56    1902.3   1062   5          
-67.625   40.275   23.54    1264.5   1063   5          
-67.625   40.325   23.52    568.4    1064   5          
-67.625   40.375   23.50    256.8    1065   5          
-67.625   40.425   23.49    155.3    1066   5          
-67.625   40.475   23.47    143.3    1067   4          
-67.625   40.525   23.45    136.8    1068   4          
-67.625   40.575   23.43    103.9    1069   4          
-67.625   40.625   23.42    84.6     1070   4          
-67.625   40.675   23.40    80.3     1071   4          
-67.625   40.725   23.38    78.6     1072   4          
-67.625   40.775   23.36    76.4     1073   4          
-67.625   40.825   23.35    70.9     1074   4          
-67.625   40.875   23.33    69.7     1075   4          
-67.625   40.925   23.31    68.7     1076   4          
-67.625   40.975   23.29    64.4     1077   4          
-67.625   41.025   23.27    60.8     1078   2          
-67.625   41.075   23.26    57.0     1079   2          
-67.625   41.125   23.24    52.7     1080   2          
-67.625   41.175   23.22    51.2     1081   2          
-67.625   41.225   23.20    36.8     1082   2          
-67.625   41.275   23.19    37.0     1083   2          
-67.625   41.325   23.17    36.7     1084   2          
-67.625   41.375   23.15    34.8     1085   2          
-67.625   41.425   23.13    31.5     1086   2          
-67.625   41.475   23.12    37.6     1087   2          
-67.625   41.525   23.10    33.0     1088   2          
-67.625   41.575   23.08    27.8     1089   2          
-67.625   41.625   23.06    49.1     1090   2          
-67.625   41.675   23.04    55.3     1091   2          
-67.625   41.725   23.03    40.3     1092   2          
-67.625   41.775   23.01    41.9     1093   2          
-67.625   41.825   22.99    21.7     1094   2          
-67.625   41.875   22.97    37.1     1095   2          
-67.625   41.925   22.95    38.8     1096   2          
-67.625   41.975   22.94    44.0     1097   2          
-67.625   42.025   22.92    61.0     1098   2          
-67.625   42.075   22.90    155.0    1099   1          
-67.625   42.125   22.88    178.8    1100   1          
-67.625   42.175   22.86    193.9    1101   1          
-67.625   42.225   22.85    224.8    1102   1          
-67.625   42.275   22.83    252.9    1103   1          
-67.625   42.325   22.81    249.5    1104   1          
-67.575   40.225   23.56    1433.3   1105   5          
-67.575   40.275   23.54    1051.4   1106   5          
-67.575   40.325   23.52    741.8    1107   5          
-67.575   40.375   23.50    297.5    1108   5          
-67.575   40.425   23.49    159.8    1109   5          
-67.575   40.475   23.47    144.2    1110   4          
-67.575   40.525   23.45    129.2    1111   4          
-67.575   40.575   23.43    103.9    1112   4          
-67.575   40.625   23.42    91.2     1113   4          
-67.575   40.675   23.40    87.1     1114   4          
-67.575   40.725   23.38    83.9     1115   4          
-67.575   40.775   23.36    77.7     1116   4          
-67.575   40.825   23.35    76.8     1117   4          
-67.575   40.875   23.33    73.7     1118   4          
-67.575   40.925   23.31    70.4     1119   4          
-67.575   40.975   23.29    66.8     1120   4          
-67.575   41.025   23.27    62.7     1121   2          
-67.575   41.075   23.26    59.0     1122   2          
-67.575   41.125   23.24    54.5     1123   2          
-67.575   41.175   23.22    45.5     1124   2          
-67.575   41.225   23.20    37.0     1125   2          
-67.575   41.275   23.19    44.0     1126   2          
-67.575   41.325   23.17    38.9     1127   2          
-67.575   41.375   23.15    37.0     1128   2          
-67.575   41.425   23.13    38.9     1129   2          
-67.575   41.475   23.12    32.0     1130   2          
-67.575   41.525   23.10    31.1     1131   2          
-67.575   41.575   23.08    34.0     1132   2          
-67.575   41.625   23.06    49.9     1133   2          
-67.575   41.675   23.04    39.2     1134   2          
-67.575   41.725   23.03    37.1     1135   2          
-67.575   41.775   23.01    52.0     1136   2          
-67.575   41.825   22.99    45.0     1137   2          
-67.575   41.875   22.97    37.3     1138   2          
-67.575   41.925   22.95    33.8     1139   2          
-67.575   41.975   22.94    42.0     1140   2          
-67.575   42.025   22.92    50.9     1141   2          
-67.575   42.075   22.90    130.8    1142   1          
-67.575   42.125   22.88    168.1    1143   1          
-67.575   42.175   22.86    197.9    1144   1          
-67.575   42.225   22.85    243.0    1145   1          
-67.575   42.275   22.83    264.0    1146   1          
-67.575   42.325   22.81    273.0    1147   1          
-67.525   40.225   23.56    1587.0   1148   5          
-67.525   40.275   23.54    1397.3   1149   5          
-67.525   40.325   23.52    872.4    1150   5          
-67.525   40.375   23.50    326.0    1151   5          
-67.525   40.425   23.49    167.9    1152   5          
-67.525   40.475   23.47    135.7    1153   4          
-67.525   40.525   23.45    122.8    1154   4          
-67.525   40.575   23.43    103.7    1155   4          
-67.525   40.625   23.42    95.1     1156   4          
-67.525   40.675   23.40    89.7     1157   4          
-67.525   40.725   23.38    84.6     1158   4          
-67.525   40.775   23.36    84.9     1159   4          
-67.525   40.825   23.35    79.3     1160   4          
-67.525   40.875   23.33    76.4     1161   4          
-67.525   40.925   23.31    71.8     1162   4          
-67.525   40.975   23.29    66.3     1163   4          
-67.525   41.025   23.27    62.6     1164   2          
-67.525   41.075   23.26    59.3     1165   2          
-67.525   41.125   23.24    52.8     1166   2          
-67.525   41.175   23.22    43.4     1167   2          
-67.525   41.225   23.20    44.6     1168   2          
-67.525   41.275   23.19    41.9     1169   2          
-67.525   41.325   23.17    39.9     1170   2          
-67.525   41.375   23.15    37.0     1171   2          
-67.525   41.425   23.13    40.4     1172   2          
-67.525   41.475   23.12    36.8     1173   2          
-67.525   41.525   23.10    38.0     1174   2          
-67.525   41.575   23.08    46.0     1175   2          
-67.525   41.625   23.06    32.9     1176   2          
-67.525   41.675   23.04    37.0     1177   2          
-67.525   41.725   23.03    51.9     1178   2          
-67.525   41.775   23.01    47.9     1179   2          
-67.525   41.825   22.99    37.0     1180   2          
-67.525   41.875   22.97    26.5     1181   2          
-67.525   41.925   22.95    46.0     1182   2          
-67.525   41.975   22.94    43.0     1183   2          
-67.525   42.025   22.92    49.0     1184   2          
-67.525   42.075   22.90    95.0     1185   2          
-67.525   42.125   22.88    174.0    1186   1          
-67.525   42.175   22.86    199.9    1187   1          
-67.525   42.225   22.85    252.9    1188   1          
-67.525   42.275   22.83    272.9    1189   1          
-67.525   42.325   22.81    288.0    1190   1          
-67.525   42.375   22.79    298.0    1191   1          
-67.475   40.225   23.56    1616.5   1192   5          
-67.475   40.275   23.54    1598.4   1193   5          
-67.475   40.325   23.52    1038.3   1194   5          
-67.475   40.375   23.50    626.4    1195   5          
-67.475   40.425   23.49    208.7    1196   5          
-67.475   40.475   23.47    152.0    1197   5          
-67.475   40.525   23.45    132.9    1198   4          
-67.475   40.575   23.43    106.3    1199   4          
-67.475   40.625   23.42    94.6     1200   4          
-67.475   40.675   23.40    91.4     1201   4          
-67.475   40.725   23.38    89.0     1202   4          
-67.475   40.775   23.36    86.3     1203   4          
-67.475   40.825   23.35    82.1     1204   4          
-67.475   40.875   23.33    79.1     1205   4          
-67.475   40.925   23.31    72.0     1206   4          
-67.475   40.975   23.29    68.1     1207   4          
-67.475   41.025   23.27    62.6     1208   4          
-67.475   41.075   23.26    60.5     1209   2          
-67.475   41.125   23.24    56.1     1210   2          
-67.475   41.175   23.22    50.6     1211   2          
-67.475   41.225   23.20    47.9     1212   2          
-67.475   41.275   23.19    42.5     1213   2          
-67.475   41.325   23.17    40.0     1214   2          
-67.475   41.375   23.15    40.4     1215   2          
-67.475   41.425   23.13    40.4     1216   2          
-67.475   41.475   23.12    40.4     1217   2          
-67.475   41.525   23.10    55.0     1218   2          
-67.475   41.575   23.08    26.5     1219   2          
-67.475   41.625   23.06    44.7     1220   2          
-67.475   41.675   23.04    48.7     1221   2          
-67.475   41.725   23.03    46.9     1222   2          
-67.475   41.775   23.01    42.2     1223   2          
-67.475   41.825   22.99    32.8     1224   2          
-67.475   41.875   22.97    48.3     1225   2          
-67.475   41.925   22.95    50.0     1226   2          
-67.475   41.975   22.94    42.2     1227   2          
-67.475   42.025   22.92    43.0     1228   2          
-67.475   42.075   22.90    69.9     1229   2          
-67.475   42.125   22.88    167.9    1230   1          
-67.475   42.175   22.86    208.5    1231   1          
-67.475   42.225   22.85    253.9    1232   1          
-67.475   42.275   22.83    274.3    1233   1          
-67.475   42.325   22.81    293.3    1234   1          
-67.475   42.375   22.79    307.6    1235   1          
-67.425   40.275   23.54    1565.6   1236   5          
-67.425   40.325   23.52    1254.3   1237   5          
-67.425   40.375   23.50    630.9    1238   5          
-67.425   40.425   23.49    422.5    1239   5          
-67.425   40.475   23.47    240.6    1240   5          
-67.425   40.525   23.45    177.3    1241   5          
-67.425   40.575   23.43    109.4    1242   4          
-67.425   40.625   23.42    97.5     1243   4          
-67.425   40.675   23.40    91.4     1244   4          
-67.425   40.725   23.38    91.3     1245   4          
-67.425   40.775   23.36    88.0     1246   4          
-67.425   40.825   23.35    84.7     1247   4          
-67.425   40.875   23.33    79.3     1248   4          
-67.425   40.925   23.31    76.3     1249   4          
-67.425   40.975   23.29    71.4     1250   4          
-67.425   41.025   23.27    66.4     1251   4          
-67.425   41.075   23.26    60.3     1252   4          
-67.425   41.125   23.24    57.6     1253   2          
