longitude latitude Probability(%)	
99.509330 1.754980 45.108399
99.509330 1.954980 42.334212
99.509330 2.154980 41.702951
99.509330 2.354980 42.193775
99.509330 2.554980 40.552124
99.509330 2.754980 37.771855
99.509330 2.954980 35.884209
99.509330 3.154980 34.835006
99.709330 -2.245020 99.954897
99.709330 0.154980 65.831212
99.709330 0.354980 64.284685
99.709330 0.554980 64.822942
99.709330 0.754980 59.063570
99.709330 0.954980 59.641849
99.709330 1.154980 55.316796
99.709330 1.354980 48.148070
99.709330 1.554980 43.896896
99.709330 1.754980 41.418271
99.709330 1.954980 39.657216
99.709330 2.154980 38.715677
99.709330 2.354980 38.280000
99.709330 2.554980 37.371452
99.709330 2.754980 36.136946
99.709330 2.954980 35.048184
99.709330 3.154980 34.280893
99.909330 -0.245020 65.937914
99.909330 -0.045020 62.147164
99.909330 0.154980 60.550651
99.909330 0.354980 62.875104
99.909330 0.554980 58.329793
99.909330 0.754980 58.799232
99.909330 0.954980 54.024876
99.909330 1.154980 48.062476
99.909330 1.354980 44.064091
99.909330 1.554980 41.264228
99.909330 1.754980 39.015236
99.909330 1.954980 37.666351
99.909330 2.154980 36.911520
99.909330 2.354980 36.439816
99.909330 2.554980 35.860595
99.909330 2.754980 35.190677
99.909330 2.954980 34.552033
100.109330 -2.645020 99.945734
100.109330 -0.445020 64.046592
100.109330 -0.245020 61.599901
100.109330 -0.045020 60.249443
100.109330 0.154980 60.784280
100.109330 0.354980 59.742555
100.109330 0.554980 57.541052
100.109330 0.754980 52.840861
100.109330 0.954980 47.273612
100.109330 1.154980 43.727538
100.109330 1.354980 41.470106
100.109330 1.554980 39.308406
100.109330 1.754980 37.639765
100.109330 1.954980 36.511212
100.109330 2.154980 35.966137
100.109330 2.354980 35.537960
100.109330 2.554980 35.138360
100.309330 -3.045020 99.937406
100.309330 -0.645020 64.503460
100.309330 -0.445020 63.170063
100.309330 -0.245020 61.859474
100.309330 -0.045020 59.936562
100.309330 0.154980 55.166081
100.309330 0.354980 50.878155
100.309330 0.554980 48.589271
100.309330 0.754980 45.733272
100.309330 0.954980 43.270826
100.309330 1.154980 41.130165
100.309330 1.354980 39.306326
100.309330 1.554980 37.919970
100.309330 1.754980 36.827108
100.309330 1.954980 35.999414
100.309330 2.154980 35.482211
100.309330 2.354980 35.133669
100.309330 2.554980 34.823612
100.309330 5.354980 4.475705
100.309330 6.154980 0.893904
100.309330 6.354980 0.550303
100.309330 6.554980 0.302560
100.509330 -1.245020 71.247529
100.509330 -1.045020 67.651701
100.509330 -0.845020 63.382690
100.509330 -0.645020 63.680649
100.509330 -0.445020 60.788116
100.509330 -0.245020 56.349695
100.509330 -0.045020 52.044898
100.509330 0.154980 47.786395
100.509330 0.354980 44.968386
100.509330 0.554980 43.646150
100.509330 0.754980 42.074260
100.509330 0.954980 40.422114
100.509330 1.154980 39.104117
100.509330 1.354980 37.962475
100.509330 1.554980 37.045154
100.509330 1.754980 36.320060
100.509330 1.954980 35.743465
100.509330 2.154980 35.303364
100.509330 4.954980 9.043709
100.509330 5.154980 5.900953
100.509330 5.354980 3.784057
100.509330 5.554980 2.432625
100.509330 5.754980 1.580581
100.509330 5.954980 1.078574
100.509330 6.154980 0.745539
100.509330 6.354980 0.433209
100.709330 -1.645020 78.001260
100.709330 -1.445020 70.867203
100.709330 -1.245020 66.854488
100.709330 -1.045020 65.191058
100.709330 -0.845020 61.340053
100.709330 -0.645020 56.564958
100.709330 -0.445020 52.184985
100.709330 -0.245020 48.705332
100.709330 -0.045020 46.384493
100.709330 0.154980 43.977430
100.709330 0.354980 42.140654
100.709330 0.554980 40.790336
100.709330 0.754980 39.720638
100.709330 0.954980 38.683756
100.709330 1.154980 37.878707
100.709330 1.354980 37.166354
100.709330 1.554980 36.551569
100.709330 1.754980 36.045969
100.709330 1.954980 35.628489
100.709330 3.954980 31.405654
100.709330 4.154980 25.328858
100.709330 4.354980 18.835581
100.709330 4.554980 13.162173
100.709330 4.754980 9.123075
100.709330 4.954980 6.277629
100.709330 5.154980 4.387500
100.709330 5.354980 2.978146
100.709330 5.554980 1.996034
100.709330 5.754980 1.340710
100.709330 5.954980 0.902287
100.709330 6.154980 0.558716
100.709330 6.354980 0.320961
100.909330 -2.245020 85.985480
100.909330 -2.045020 79.845656
100.909330 -1.845020 76.290405
100.909330 -1.645020 71.272337
100.909330 -1.445020 67.422840
100.909330 -1.245020 64.681364
100.909330 -1.045020 58.567550
100.909330 -0.845020 53.204448
100.909330 -0.645020 49.272288
100.909330 -0.445020 46.942458
100.909330 -0.245020 44.909396
100.909330 -0.045020 43.424092
100.909330 0.154980 41.499457
100.909330 0.354980 40.145468
100.909330 0.554980 39.121982
100.909330 0.754980 38.421504
100.909330 0.954980 37.773305
100.909330 1.154980 37.204794
100.909330 1.354980 36.735303
100.909330 1.554980 36.310567
100.909330 1.754980 35.936953
100.909330 1.954980 35.613163
100.909330 2.154980 35.328282
100.909330 3.754980 31.717543
100.909330 3.954980 25.577418
100.909330 4.154980 19.017664
100.909330 4.354980 13.284315
100.909330 4.554980 9.203771
100.909330 4.754980 6.326275
100.909330 4.954980 4.422792
100.909330 5.154980 3.113120
100.909330 5.354980 2.229424
100.909330 5.554980 1.563929
100.909330 5.754980 1.088466
100.909330 5.954980 0.753935
100.909330 6.154980 0.438188
101.109330 -2.445020 85.816243
101.109330 -2.245020 77.326643
101.109330 -2.045020 70.245212
101.109330 -1.845020 68.984368
101.109330 -1.645020 67.617340
101.109330 -1.445020 63.472452
101.109330 -1.245020 57.000321
101.109330 -1.045020 51.637491
101.109330 -0.845020 48.039721
101.109330 -0.645020 45.766216
101.109330 -0.445020 44.014555
101.109330 -0.245020 42.671168
101.109330 -0.045020 41.273186
101.109330 0.154980 40.010927
101.109330 0.354980 38.949000
101.109330 0.554980 38.270996
101.109330 0.754980 37.743907
101.109330 0.954980 37.306172
101.109330 1.154980 36.892791
101.109330 1.354980 36.547239
101.109330 1.554980 36.227758
101.109330 1.754980 35.935745
101.109330 1.954980 35.664167
101.109330 2.154980 35.416525
101.109330 3.554980 27.349378
101.109330 3.754980 25.831424
101.109330 3.954980 19.203379
101.109330 4.154980 13.407947
101.109330 4.354980 9.282997
101.109330 4.554980 6.378135
101.109330 4.754980 4.456599
101.109330 4.954980 3.134353
101.109330 5.154980 2.244089
101.109330 5.354980 1.621828
101.109330 5.554980 1.183133
101.309330 -2.645020 85.690763
101.309330 -2.445020 77.346833
101.309330 -2.245020 70.879869
101.309330 -2.045020 66.943111
101.309330 -1.845020 63.936537
101.309330 -1.645020 59.334933
101.309330 -1.445020 54.561466
101.309330 -1.245020 50.551823
101.309330 -1.045020 47.324690
101.309330 -0.845020 45.018844
101.309330 -0.645020 43.437416
101.309330 -0.445020 41.979207
101.309330 -0.245020 40.813662
101.309330 -0.045020 39.907990
101.309330 0.154980 39.106129
101.309330 0.354980 38.396713
101.309330 0.554980 37.853737
101.309330 0.754980 37.445166
101.309330 0.954980 37.112311
101.309330 1.154980 36.798834
101.309330 1.354980 36.510654
101.309330 1.554980 36.249112
101.309330 1.754980 35.998308
101.309330 1.954980 35.758376
101.309330 3.154980 27.787541
101.309330 3.354980 26.247834
101.309330 3.554980 19.503596
101.309330 3.754980 17.193270
101.309330 3.954980 13.529743
101.309330 4.154980 9.363551
101.309330 4.354980 6.429966
101.309330 4.554980 4.488561
101.309330 4.754980 3.157074
101.309330 4.954980 2.260626
101.309330 5.154980 1.630150
101.309330 5.354980 1.193014
101.309330 5.554980 0.875608
101.309330 5.754980 0.613768
101.509330 -3.045020 85.017080
101.509330 -2.845020 78.910529
101.509330 -2.645020 75.767205
101.509330 -2.445020 71.503400
101.509330 -2.245020 67.341593
101.509330 -2.045020 61.328759
101.509330 -1.845020 55.363466
101.509330 -1.645020 51.282648
101.509330 -1.445020 48.602932
101.509330 -1.245020 46.407671
101.509330 -1.045020 44.483002
101.509330 -0.845020 42.927437
101.509330 -0.645020 41.450907
101.509330 -0.445020 40.414021
101.509330 -0.245020 39.743268
101.509330 -0.045020 39.135669
101.509330 0.154980 38.601561
101.509330 0.354980 38.116812
101.509330 0.554980 37.694161
101.509330 0.754980 37.360464
101.509330 0.954980 37.077021
101.509330 1.154980 36.817812
101.509330 1.354980 36.566073
101.509330 1.554980 36.329492
101.509330 1.754980 34.095006
101.509330 1.954980 28.934170
101.509330 2.754980 26.826431
101.509330 2.954980 19.927512
101.509330 3.154980 18.284043
101.509330 3.354980 17.459385
101.509330 3.554980 13.734012
101.509330 3.754980 10.476927
101.509330 3.954980 8.709045
101.509330 4.154980 6.483209
101.509330 4.354980 4.523816
101.509330 4.554980 3.179790
101.509330 4.754980 2.275286
101.509330 4.954980 1.639986
101.509330 5.154980 1.201372
101.509330 5.354980 0.880564
101.509330 5.554980 0.622175
101.509330 5.754980 0.396444
101.709330 -3.245020 84.752653
101.709330 -3.045020 76.042886
101.709330 -2.845020 69.096573
101.709330 -2.645020 68.734117
101.709330 -2.445020 65.496392
101.709330 -2.245020 59.455993
101.709330 -2.045020 53.482070
101.709330 -1.845020 49.263530
101.709330 -1.645020 46.283017
101.709330 -1.445020 44.804641
101.709330 -1.245020 43.497824
101.709330 -1.045020 42.354810
101.709330 -0.845020 41.018356
101.709330 -0.645020 39.973583
101.709330 -0.445020 39.321213
101.709330 -0.245020 38.954722
101.709330 -0.045020 38.752054
101.709330 0.154980 38.364082
101.709330 0.354980 38.007993
101.709330 0.554980 37.683404
101.709330 0.754980 37.389866
101.709330 0.954980 37.137264
101.709330 1.154980 36.899657
101.709330 1.354980 36.669677
101.709330 1.554980 34.418635
101.709330 1.754980 27.762263
101.709330 1.954980 20.611884
101.709330 2.754980 17.833420
101.709330 2.954980 14.019842
101.709330 3.154980 11.015815
101.709330 3.354980 10.625530
101.709330 3.554980 8.831488
101.709330 3.754980 6.569481
101.709330 3.954980 5.451522
101.709330 4.154980 4.312093
101.709330 4.354980 3.202501
101.709330 4.554980 2.291818
101.709330 4.754980 1.653224
101.709330 4.954980 1.206311
101.709330 5.154980 0.888949
101.709330 5.354980 0.627144
101.709330 5.554980 0.401424
101.709330 5.754980 0.253859
101.909330 -3.445020 77.730608
101.909330 -3.245020 73.959377
101.909330 -3.045020 68.917057
101.909330 -2.845020 65.196992
101.909330 -2.645020 62.159301
101.909330 -2.445020 57.062639
101.909330 -2.245020 51.852226
101.909330 -2.045020 48.380475
101.909330 -1.845020 45.505268
101.909330 -1.645020 43.471716
101.909330 -1.445020 42.170050
101.909330 -1.245020 41.269788
101.909330 -1.045020 40.288271
101.909330 -0.845020 39.494528
101.909330 -0.645020 38.920158
101.909330 -0.445020 38.552191
101.909330 -0.245020 38.377106
101.909330 -0.045020 38.329243
101.909330 0.154980 38.300553
101.909330 0.354980 38.013022
101.909330 0.554980 37.739953
101.909330 0.754980 37.483475
101.909330 0.954980 37.244039
101.909330 1.154980 37.017493
101.909330 1.354980 34.752720
101.909330 2.554980 11.234899
101.909330 2.754980 10.838033
101.909330 2.954980 9.001023
101.909330 3.154980 6.690128
101.909330 3.354980 6.368772
101.909330 3.554980 5.521308
101.909330 3.754980 4.365068
101.909330 3.954980 3.424848
101.909330 4.154980 2.836262
101.909330 4.354980 2.216264
101.909330 4.554980 1.663058
101.909330 4.754980 1.214668
101.909330 4.954980 0.893904
101.909330 5.154980 0.632112
101.909330 5.354980 0.404869
101.909330 5.554980 0.257310
101.909330 5.754980 0.159840
102.109330 -3.445020 67.265684
102.109330 -3.245020 65.478442
102.109330 -3.045020 64.415916
102.109330 -2.845020 60.663489
102.109330 -2.645020 53.918375
102.109330 -2.445020 50.304306
102.109330 -2.245020 47.172092
102.109330 -2.045020 44.724115
102.109330 -1.845020 42.930237
102.109330 -1.645020 41.477855
102.109330 -1.445020 40.039726
102.109330 -1.245020 39.292660
102.109330 -1.045020 38.793853
102.109330 -0.845020 38.405701
102.109330 -0.645020 38.139867
102.109330 -0.445020 37.988651
102.109330 -0.245020 37.942633
102.109330 -0.045020 37.980110
102.109330 0.154980 38.072836
102.109330 0.354980 38.085941
102.109330 0.554980 37.842597
102.109330 0.754980 37.605499
102.109330 0.954980 37.376161
102.109330 1.154980 37.153234
102.109330 1.354980 34.883576
102.109330 1.554980 25.065638
102.109330 2.354980 6.705913
102.109330 2.554980 6.671464
102.109330 2.754980 6.486444
102.109330 2.954980 5.621171
102.109330 3.154980 4.440433
102.109330 3.354980 3.877626
102.109330 3.554980 3.465322
102.109330 3.754980 2.870630
102.109330 3.954980 2.239201
102.109330 4.154980 1.869318
102.109330 4.354980 1.517734
102.109330 4.554980 1.184655
102.109330 4.754980 0.898859
102.109330 4.954980 0.637081
102.109330 5.154980 0.406404
102.109330 5.354980 0.257310
102.109330 5.554980 0.163294
102.109330 5.754980 0.101081
102.109330 5.954980 0.060736
102.109330 6.154980 0.035371
102.309330 -5.445020 99.841342
102.309330 -3.845020 75.039838
102.309330 -3.645020 68.162604
102.309330 -3.445020 62.337103
102.309330 -3.245020 61.088668
102.309330 -3.045020 58.071098
102.309330 -2.845020 52.578328
102.309330 -2.645020 48.191279
102.309330 -2.445020 45.063554
102.309330 -2.245020 43.595232
102.309330 -2.045020 42.152662
102.309330 -1.845020 40.936355
102.309330 -1.645020 39.602561
102.309330 -1.445020 38.605229
102.309330 -1.245020 37.981883
102.309330 -1.045020 37.779097
102.309330 -0.845020 37.638747
102.309330 -0.645020 37.564143
102.309330 -0.445020 37.554561
102.309330 -0.245020 37.600672
102.309330 -0.045020 37.693005
102.309330 0.154980 37.818687
102.309330 0.354980 37.965110
102.309330 0.554980 37.970123
102.309330 0.754980 37.742126
102.309330 1.154980 35.226252
102.309330 1.354980 28.416306
102.309330 2.354980 4.051576
102.309330 2.554980 4.032385
102.309330 2.754980 3.943770
102.309330 2.954980 3.522103
102.309330 3.154980 2.916191
102.309330 3.354980 2.417989
102.309330 3.554980 2.206486
102.309330 3.754980 1.887430
102.309330 3.954980 1.535911
102.309330 4.154980 1.241256
102.309330 4.354980 1.038624
102.309330 4.554980 0.835577
102.309330 4.754980 0.618738
102.309330 4.954980 0.411384
102.309330 5.154980 0.262297
102.309330 5.354980 0.163294
102.309330 5.554980 0.101081
102.309330 5.754980 0.060736
102.309330 5.954980 0.038829
102.309330 6.154980 0.021916
102.509330 -4.045020 74.766792
102.509330 -3.845020 67.916651
102.509330 -3.645020 64.311495
102.509330 -3.445020 59.370952
102.509330 -3.245020 55.374454
102.509330 -3.045020 50.075917
102.509330 -2.845020 46.764568
102.509330 -2.645020 44.234910
102.509330 -2.445020 42.231992
102.509330 -2.245020 40.944489
102.509330 -2.045020 39.973695
102.509330 -1.845020 38.943528
102.509330 -1.645020 38.140003
102.509330 -1.445020 37.582301
102.509330 -1.245020 37.229690
102.509330 -1.045020 37.092215
102.509330 -0.845020 37.096350
102.509330 -0.645020 37.135543
102.509330 -0.445020 37.209494
102.509330 -0.245020 37.313013
102.509330 -0.045020 37.441626
102.509330 0.154980 37.586777
102.509330 0.354980 37.745239
102.509330 0.554980 37.912846
102.509330 0.954980 37.664745
102.509330 2.154980 4.191685
102.509330 2.354980 2.674708
102.509330 2.554980 2.499764
102.509330 2.754980 2.454007
102.509330 2.954980 2.239201
102.509330 3.154980 1.918741
102.509330 3.354980 1.557490
102.509330 3.554980 1.428316
102.509330 3.754980 1.256069
102.509330 3.954980 1.048520
102.509330 4.154980 0.843965
102.509330 4.354980 0.700490
102.509330 4.554980 0.528503
102.509330 4.754980 0.374611
102.509330 4.954980 0.257310
102.509330 5.154980 0.163294
102.509330 5.354980 0.101081
102.509330 5.554980 0.060736
102.509330 5.754980 0.038829
102.709330 -4.245020 72.680421
102.709330 -4.045020 67.928342
102.709330 -3.845020 63.971847
102.709330 -3.645020 58.499444
102.709330 -3.445020 53.309854
102.709330 -3.245020 49.294950
102.709330 -3.045020 44.838667
102.709330 -2.845020 42.874162
102.709330 -2.645020 41.397378
102.709330 -2.445020 40.168407
102.709330 -2.245020 38.746178
102.709330 -2.045020 38.010175
102.709330 -1.845020 37.497469
102.709330 -1.645020 37.095775
102.709330 -1.445020 36.827447
102.709330 -1.245020 36.682760
102.709330 -1.045020 36.638940
102.709330 -0.845020 36.700817
102.709330 -0.645020 36.805174
102.709330 -0.445020 36.926340
102.709330 -0.245020 37.064217
102.709330 -0.045020 37.212417
102.709330 0.154980 37.370864
102.709330 0.354980 37.534195
102.709330 0.554980 37.702370
102.709330 0.954980 37.812723
102.709330 1.954980 5.437339
102.709330 2.154980 3.295144
102.709330 2.354980 2.189939
102.709330 2.554980 1.588906
102.709330 2.754980 1.562412
102.709330 2.954980 1.449919
102.709330 3.154980 1.272773
102.709330 3.354980 1.065259
102.709330 3.554980 0.938866
102.709330 3.754980 0.839007
102.709330 3.954980 0.712324
102.709330 4.154980 0.536918
102.709330 4.354980 0.396444
102.709330 4.554980 0.302560
102.709330 4.754980 0.222017
102.709330 4.954980 0.153310
102.709330 5.154980 0.101081
102.709330 5.354980 0.060736
102.709330 5.554980 0.038829
102.909330 -4.445020 65.594297
102.909330 -4.245020 64.061580
102.909330 -4.045020 62.923535
102.909330 -3.845020 57.596362
102.909330 -3.645020 51.317947
102.909330 -3.445020 46.822860
102.909330 -3.245020 44.352663
102.909330 -3.045020 41.870470
102.909330 -2.845020 40.250910
102.909330 -2.645020 39.109000
102.909330 -2.445020 38.074470
102.909330 -2.245020 37.266985
102.909330 -2.045020 36.703364
102.909330 -1.845020 36.500790
102.909330 -1.645020 36.352172
102.909330 -1.445020 36.273825
102.909330 -1.245020 36.262081
102.909330 -1.045020 36.308164
102.909330 -0.845020 36.399231
102.909330 -0.645020 36.535087
102.909330 -0.445020 36.681366
102.909330 -0.245020 36.835810
102.909330 -0.045020 36.997387
102.909330 0.154980 37.161692
102.909330 0.354980 37.328703
102.909330 0.554980 37.494306
102.909330 0.954980 35.731947
102.909330 1.954980 5.039759
102.909330 2.154980 3.103430
102.909330 2.354980 1.954944
102.909330 2.554980 1.256069
102.909330 2.754980 1.015406
102.909330 2.954980 0.952198
102.909330 3.154980 0.848922
102.909330 3.354980 0.727216
102.909330 3.554980 0.577070
102.909330 3.754980 0.496749
102.909330 3.954980 0.401424
102.909330 4.154980 0.307545
102.909330 4.354980 0.225468
102.909330 4.554980 0.171739
102.909330 4.754980 0.122974
102.909330 4.954980 0.087634
102.909330 5.154980 0.057279
102.909330 5.354980 0.038829
103.109330 -4.445020 59.008426
103.109330 -4.245020 58.210378
103.109330 -4.045020 55.726805
103.109330 -3.845020 50.116625
103.109330 -3.645020 46.127147
103.109330 -3.445020 43.105876
103.109330 -3.245020 41.181940
103.109330 -3.045020 39.661865
103.109330 -2.845020 38.008186
103.109330 -2.645020 37.167954
103.109330 -2.445020 36.611975
103.109330 -2.245020 36.208763
103.109330 -2.045020 35.935663
103.109330 -1.845020 35.823493
103.109330 -1.645020 35.824502
103.109330 -1.445020 35.859063
103.109330 -1.245020 35.930325
103.109330 -1.045020 34.035913
103.109330 -0.845020 36.158594
103.109330 -0.645020 36.302556
103.109330 -0.445020 36.461101
103.109330 -0.245020 36.625829
103.109330 -0.045020 36.791103
103.109330 0.154980 36.955946
103.109330 0.354980 37.122535
103.109330 0.754980 35.376788
103.109330 1.754980 6.685462
103.109330 1.954980 4.246202
103.109330 2.154980 2.705768
103.109330 2.354980 1.747350
103.109330 2.554980 1.143225
103.109330 2.754980 0.753935
103.109330 2.954980 0.587012
103.109330 3.154980 0.508607
103.109330 3.354980 0.411384
103.109330 3.554980 0.315977
103.109330 3.754980 0.270733
103.109330 3.954980 0.222017
103.109330 4.154980 0.171739
103.109330 4.354980 0.127968
103.109330 4.554980 0.092630
103.109330 4.754980 0.069190
103.109330 4.954980 0.047284
103.109330 5.154980 0.033831
103.109330 5.354980 0.021916
103.309330 -4.645020 59.171692
103.309330 -4.445020 55.130611
103.309330 -4.245020 50.229659
103.309330 -4.045020 48.050128
103.309330 -3.845020 44.978699
103.309330 -3.645020 42.433736
103.309330 -3.445020 40.521178
103.309330 -3.245020 39.067032
103.309330 -3.045020 37.576137
103.309330 -2.845020 36.530215
103.309330 -2.645020 35.860656
103.309330 -2.445020 35.624946
103.309330 -2.245020 35.464355
103.309330 -2.045020 35.383920
103.309330 -1.845020 35.369776
103.309330 -1.645020 35.437115
103.309330 -1.445020 35.539340
103.309330 -1.245020 33.679036
103.309330 -1.045020 27.444857
103.309330 -0.845020 28.987718
103.309330 -0.645020 29.108871
103.309330 -0.445020 29.236894
103.309330 -0.245020 29.370661
103.309330 -0.045020 36.586337
103.309330 0.154980 36.753902
103.309330 0.354980 34.866045
103.309330 1.754980 4.941105
103.309330 1.954980 3.326006
103.309330 2.154980 2.216264
103.309330 2.354980 1.477961
103.309330 2.554980 0.993708
103.309330 2.754980 0.640518
