station_id,station_name,station_sequence_no,station_id_no_nga,station_latitude,station_longitude,vs30_selected_for_analysis,new_z1_cvmsi,new_z25_cvmsi
1147,TTN028,1120,-999,22.779,121.054,616.17,-999,-999
1148,TTN031,1121,-999,23.3563,121.46,510.62,-999,-999
1149,TTN032,1122,-999,23.2462,121.406,734.26,-999,-999
1150,TTN033,1123,-999,23.193,121.388,670.8,-999,-999
1151,TTN036,1124,-999,22.7988,121.186,538.69,-999,-999
1152,TTN040,1125,-999,23.1512,121.198,728.01,-999,-999
1153,TTN041,1126,-999,23.1342,121.118,418.24,-999,-999
1154,TTN042,1127,-999,23.0007,121.277,845.34,-999,-999
1155,TTN044,1128,-999,23.0068,121.165,419.63,-999,-999
1156,TTN045,1129,-999,22.9757,121.148,539.98,-999,-999
1157,TTN046,1130,-999,22.9658,121.232,528.12,-999,-999
1158,TTN047,1131,-999,22.8402,121.131,573.04,-999,-999
1159,TTN048,1132,-999,22.773,121.083,373.54,-999,-999
1160,TTN050,1133,-999,22.674,121.029,573.04,-999,-999
1161,TTN051,1134,-999,23.1887,121.017,665.2,-999,-999
290,Turangi Telephone Exchange,1135,081A,-38.991,175.806,356.39,-999,-999
742,Usak,1136,-999,38.671,29.404,356.39,-999,-999
315,Veroia (bsmt),1137,-999,40.526,22.203,490.65,-999,-999
560,WBS,1138,-999,50.808,7.286,525.95,-999,-999
1162,WGK,1139,-999,23.6862,120.562,258.89,-999,-999
1163,WNT,1140,-999,23.8783,120.684,511.18,-999,-999
1164,WTC,1142,-999,23.8635,120.281,207.69,-999,-999
694,Yae,1143,-999,34.68,135.612,256,-999,-999
743,Yarimca,1144,-999,40.7644,29.762,297,-999,-999
744,Zeytinburnu,1145,-999,40.986,28.908,341.56,-999,-999
1182,Maku,1146,37,39.3,44.53,432.58,-999,-999
1275,Loma Linda Univ Medical Center,1147,129,34.05,-117.264,348.87,300,1440
621,LA - Griffith Park Observatory,1148,141,34.118,-118.299,1015.88,320,320
1304,El Centro - Meadows Union School,1149,464,32.8,-115.473,276.25,380,2900
1209,Alhambra - LA Co PW HQ FF,1150,482,34.0842,-118.152,338.99,320,2140
626,LA - Wadsworth VA Hospital North,1151,5082,34.052,-118.451,392.24,320,1420
627,LA - Wadsworth VA Hospital South,1152,5082,34.052,-118.451,413.81,320,1420
619,Jensen Filter Plant Generator Building,1153,655,34.313,-118.498,525.79,320,4220
1307,Hinds Plumbing Plant,1155,817,33.708,-115.628,667.13,20,1780
1292,Martis Creek Dam (Dwn Stream),1156,1133,39.3281,-120.117,422.25,0,0
1293,Martis Creek Dam (Left Abtmnt),1157,1133,39.3276,-120.12,418.98,0,0
1294,Martis Creek Dam (Right Abtmnt),1158,1133,39.3282,-120.114,553.32,0,0
1207,Hollister - City Hall Annex,1159,1575,36.851,-121.402,272.8,0,0
520,Larkspur Ferry Terminal (FF),1160,1590,37.946,-122.508,169.72,0,0
1351,Sunol - Ohlone Wilderness Reg Pk,1162,1684,37.515,-121.83,497.42,0,0
545,Sunol - Forest Fire Station,1163,1688,37.597,-121.88,400.62,0,0
507,Dublin - Fire Station,1164,1689,37.709,-121.932,318.31,0,0
1249,Danville Fire Station,1165,1690,37.81,-121.992,365.26,0,0
1257,Pleasant Hill Fire Station #2,1166,1691,37.927,-122.078,382.77,0,0
1340,Los Gatos - Los Altos Rod & Gun,1167,1697,37.239,-122.106,570.88,0,0
1336,Cupertino - Sunnyvale Rod & Gun,1169,1720,37.299,-122.085,437.07,0,0
1260,Richmond Rod & Gun Club,1170,1722,37.978,-122.366,204.69,0,0
1261,San Francisco - 9th Circuit Crt,1171,1735,37.779,-122.411,303.06,0,0
1250,El Cerrito - Mira Vista Country,1172,1737,37.934,-122.3,533.89,0,0
1352,Union City - Masonic Home,1173,1739,37.6,-122.006,557.38,0,0
1263,San Francisco - Marina School,1174,1741,37.804,-122.443,240.92,0,0
1348,San Jose - Weather Station,1175,1742,37.35,-121.904,277.09,0,0
1255,Petaluma Fire Station,1176,1743,38.267,-122.658,371.02,0,0
1342,Menlo Park - USGS Bldg #15 FF,1177,1745,37.457,-122.169,305.25,0,0
1259,Richmond - Point Molate,1178,1749,37.95,-122.417,597.34,0,0
1337,Fremont - Coyote Hills Park,1179,1750,37.553,-122.091,550.92,0,0
1254,Novato Fire Station #4,1180,1751,38.067,-122.537,246.61,0,0
1353,Woodside - Filoli Visitor Center,1181,1752,37.468,-122.308,632.35,0,0
1251,Foster City - Bowditch School,1182,1753,37.56,-122.249,200.28,0,0
1338,Hayward Fire - Station #1,1183,1754,37.672,-122.081,350.9,0,0
1247,Alameda Fire Station #1,1184,1755,37.763,-122.244,288.29,0,0
1246,Alameda - Oakland Airport FS #4,1185,1756,37.738,-122.253,220.2,0,0
1343,Morgan Hill - El Toro Fire Sta,1186,1758,37.141,-121.663,327.8,0,0
1266,Vallejo Fire Station #1,1187,1759,38.108,-122.248,352.79,0,0
1248,Benicia Fire Station #1,1188,1760,38.054,-122.157,246.61,0,0
1265,Sonoma Fire Station #1,1189,1761,38.29,-122.457,299.37,0,0
1253,Novato Fire Station #1,1190,1762,38.097,-122.565,285.33,0,0
1252,Napa Fire Station #3,1191,1765,38.33,-122.318,328.57,0,0
1264,Santa Rosa Fire Station #1,1192,1767,38.441,-122.701,388.65,0,0
1256,Petaluma Fire Station #1,1193,1768,38.233,-122.636,395.54,0,0
1262,San Francisco - Fire Station #2,1194,1774,37.762,-122.505,344.76,0,0
1341,Menlo Park - USGS Bldg #11 Shop,1195,1784,37.456,-122.173,305.25,0,0
1258,Pleasanton Fire Station #1,1196,1785,37.66,-121.873,396.43,0,0
1344,Palo Alto - Fire Station #7 SLAC,1197,1787,37.418,-122.206,362.64,0,0
1339,Hollister - Airport Bldg #3,1200,1797,36.891,-121.404,288.67,0,0
1296,Silver Springs Fire Station,1201,2018,39.413,-119.225,306.37,0,0
1291,Carson City - Nevada Com College,1202,2019,39.185,-119.79,436.79,0,0
1295,Reno - Sierra Pacific Power Co,1203,2023,39.466,-119.773,280.26,0,0
1297,Alpine Fire Station,1204,2467,32.838,-116.775,567.81,0,0
1181,Sitka Observatory,1205,2714,57.06,-135.32,649.67,-999,-999
1406,Valdez - Valdez Dock Company,1206,2723,61.13,-146.36,708.02,-999,-999
1184,Yakutat,1207,2728,59.543,-139.726,336.98,-999,-999
1183,Icy Bay,1208,2734,59.968,-141.643,306.37,-999,-999
1399,Valdez - Valdez City Hall,1209,2784,61.1302,-146.355,379.35,-999,-999
1395,Fairbanks - Geophysic. Obs CIGO,1210,2797,64.873,-147.862,338.67,-999,-999
1323,Poway - City Hall Grounds,1211,3449,32.954,-117.04,377.65,0,0
1227,Leona Valley - Fire Station #1,1212,5029,34.6172,-118.285,427.41,0,0
1228,Little Rock Post Office,1213,5030,34.5214,-117.991,442.02,0,0
1242,Valyermo Forest Fire Station,1214,5031,34.4435,-117.853,386.88,0,0
1407,Paradise Springs - Camp Office,1215,5032,34.393,-117.805,488,0,0
1408,San Bernardino - Sycamore FS,1216,5036,34.193,-117.427,630.66,320,1120
1279,Reche Canyon - Olive Dell Ranch,1217,5037,34.0047,-117.224,488,160,340
1219,Forest Falls Post Office,1218,5075,34.088,-116.919,436.14,0,1540
1232,Mill Creek Ranger Station,1219,5076,34.079,-117.045,387.12,320,1500
1270,Highland Fire Station,1220,5161,34.136,-117.213,362.39,160,1240
1231,Mentone Fire Station #9,1221,5162,34.067,-117.117,351.31,320,1940
1299,Borrego Springs - Scripps Clinic,1222,5220,33.1937,-116.329,357.64,120,1500
1210,Anza - Tripp Flats Training,1223,5222,33.6022,-116.756,480.22,0,1200
1318,Mountain Center - Pine Mtn Rnch,1224,5223,33.5778,-116.59,380.64,20,20
1309,Idyllwild - Keenwild Fire Sta.,1225,5232,33.7077,-116.717,845.41,0,0
1208,12440 Imperial Hwy North Grn,1229,5239,33.915,-118.066,276.39,700,3760
657,San Bernardino - Co Service Bldg - Freefield,1230,5245,34.106,-117.287,322,200,600
1217,Devore - Devore Water Company,1232,5265,34.235,-117.407,526.24,320,1260
1314,Mecca Fire Station,1233,5270,33.572,-116.076,298.71,700,3880
1214,Bombay Beach Fire Station,1234,5271,33.3527,-115.733,257.03,260,2140
1333,Imperial Valley - Midway Well,1235,5272,32.708,-115.092,271.37,340,3260
1334,Seeley School,1236,5273,32.7948,-115.691,200.03,540,2540
1245,Wrightwood Post Office,1237,5282,34.36,-117.629,399.84,0,1040
589,LA - 1955 1/2 Purdue Ave. Bsmt,1238,5284,34.04,-118.445,379,320,3580
1330,San Jacinto - MWD West Portal,1239,5289,33.8218,-116.968,456.83,0,1600
1272,Indio - Jackson Road,1240,5294,33.7462,-116.216,292.12,760,1580
1233,North Palm Springs Fire Sta #36,1241,5295,33.9247,-116.548,367.84,820,1620
1195,Pasadena - USGS/NSMP Office,1242,5296,34.1367,-118.129,340,160,1440
1241,Seven Oaks Dam Project Office,1243,5300,34.1105,-117.099,564.93,20,1460
1288,Seven Oaks Dam Right Abt.,1244,5300,34.1105,-117.099,564.93,20,1460
1287,Seven Oaks Dam Downstream Surf.,1245,5300,34.1105,-117.099,626.44,20,1460
1282,San Bernardino - Fire Sta. #7,1246,5327,34.165,-117.288,441.33,320,1440
1239,San Bernardino - Mont. Mem Pk,1247,5328,34.047,-117.277,358.92,220,920
1281,San Bernardino - Fire Sta. #11,1248,5329,34.069,-117.275,316.83,340,1960
1238,San Bernardino - Fire Sta. #9,1249,5330,34.103,-117.349,325.97,180,360
1235,San Bernardino - Del Rosa Wk Sta,1250,5331,34.1663,-117.251,642.83,20,1520
1286,San Bernardino - Serrano School,1251,5336,34.1449,-117.219,396.01,160,1240
1237,San Bernardino - Fire Sta. #4,1252,5337,34.14,-117.294,322.53,200,320
1236,San Bernardino - Fire Sta. #10,1253,5339,34.091,-117.289,279.46,280,1340
1268,Colton - Kaiser Medical Clinic,1254,5341,34.058,-117.305,432.47,240,940
1240,San Bernardino - N Verdemont Sch,1255,5371,34.205,-117.365,495.59,320,1340
1310,Idyllwild - Kenworthy Fire Sta.,1256,5372,33.6159,-116.621,382.44,20,20
1283,San Bernardino - Lincoln School,1257,5373,34.1229,-117.288,426.21,200,320
1320,Ocotillo Wells - Veh. Rec. Area,1258,5375,33.1557,-116.168,361.22,140,140
1229,Los Angeles - Acosta Residence,1259,5396,34.073,-118.117,330.03,320,2240
1215,Burbank Airport,1260,5398,34.1949,-118.354,422.33,340,1200
1225,Los Angeles; LAX Fire Station,1261,5399,33.943,-118.411,424.54,720,2440
1218,Fillmore Pac Bell,1262,5401,34.397,-118.918,420.48,980,6580
1212,Beverly Hills Pac Bell Bsmt,1263,5402,34.0762,-118.396,460.09,320,1980
1216,Calabasas Pac Bell,1264,5404,34.155,-118.641,373.3,100,2360
1226,La Canada - Wald Residence,1265,5408,34.2096,-118.186,399.8,100,320
1230,Lytle Creek Fire Station,1266,5409,34.233,-117.482,414.03,0,1340
1410,Sylmar - Fire Station #91,1268,5423,34.3088,-118.448,398.94,100,4420
1409,Sky Valley - Fire Station #56,1269,5435,33.9168,-116.39,388.63,180,1740
1393,Anchorage International Airport,1270,8007,61.1824,-149.997,341.56,-999,-999
1364,Anchorage - Aho Res (Basement),1271,8017,61.1959,-149.947,341.56,-999,-999
1401,Eagle River - AK Geologic Mat,1272,8019,61.3493,-149.541,456.75,-999,-999
1366,Anchorage - Dowl Eng Warehouse,1273,8024,61.1832,-149.885,212.48,-999,-999
1392,Anchorage - State Fish & Game,1274,8027,61.1609,-149.889,212.48,-999,-999
1391,Anchorage - Police Headquarters,1275,8030,61.1795,-149.806,272.24,-999,-999
1365,Anchorage - DOI Off. of Aircraft,1276,8036,61.1779,-149.966,212.48,-999,-999
1388,Anchorage - NOAA Weather Fac.,1277,8037,61.1562,-149.984,390.32,-999,-999
1389,Anchorage - New Fire Station #1,1278,8038,61.2184,-149.883,272.24,-999,-999
1390,Anchorage - New Fire Station #7,1279,8039,61.1416,-149.951,456.75,-999,-999
597,North Shore - Durmid,1280,11591,33.421,-115.831,382.07,200,1980
598,North Shore - Salton Sea Pk HQ,1281,11613,33.504,-115.913,265.16,140,1380
594,Mecca - CVWD Yard,1282,11625,33.564,-115.987,318,700,2140
603,Salton City,1283,11628,33.28,-115.984,324.5,120,1260
1220,Frink,1284,11684,33.398,-115.657,384.66,500,500
1301,Coachella - 6th & Palm,1285,12076,33.678,-116.178,263,700,2880
1324,Radec - Sage & Cottonwood School,1286,12092,33.482,-116.911,407.49,0,0
1331,San Jacinto CDF Fire Station 25,1287,12102,33.787,-116.959,306.76,0,1280
1308,Idyllwild - Hwy 243 & Pine Crest,1288,12116,33.747,-116.715,632.54,0,0
588,Indio - Riverside Co Fair Grnds,1289,12543,33.715,-116.221,282.14,700,2280
593,Lake Cachulla,1290,12624,33.628,-116.28,473.8,80,80
585,Desert Shores,1291,12626,33.426,-116.078,370.6,260,260
606,Snow Creek,1292,12630,33.888,-116.684,523.59,0,1280
602,Sage - Fire Station,1293,12636,33.58,-116.931,564.11,0,0
1223,Joshua Tree N.M. - Keys View,1294,12647,33.925,-116.172,686.12,20,20
1211,Banning - Twin Pines Road,1295,12674,33.869,-116.824,667.42,0,1320
1273,Indio - Monroe & Carreon,1297,12904,33.706,-116.235,281.74,700,2020
1298,Beaumont - 6th & Maple,1298,12919,33.93,-116.972,315.21,0,2720
1305,Hemet - Acacia & Stanford,1299,12923,33.744,-116.931,351.68,0,0
1312,La Quinta - Bermudas & Durango,1300,12951,33.671,-116.3,360.32,80,80
1321,Palm Desert - Country Club & Por,1301,12952,33.758,-116.374,323.54,700,800
1325,Rancho Mirage - G Ford & B Hope,1302,12953,33.787,-116.41,292.32,700,1000
1311,Indian Wells - Hwy111 & El Dorad,1303,12966,33.723,-116.338,311.18,520,1100
1354,Anaheim - Brookhurst & Crescent,1304,13066,33.84,-117.957,275.12,620,2680
1355,Anaheim - Hwy 91 & Weir Cyn Rd,1305,13068,33.863,-117.742,484.66,320,2240
1327,Riverside - Hwy 91 & Van Buren,1306,13079,33.917,-117.443,333.31,160,320
1317,Moreno Valley - Sunny Mead & Vil,1307,13080,33.968,-117.252,414.83,0,0
1306,Hemet - Cawston & Devonshire,1308,13093,33.751,-117.015,333.7,0,0
1319,Nuevo - 11th & McKinley,1309,13095,33.818,-117.312,648.81,0,0
1300,Canyon Lake Vacation Dr&San Joaq,1310,13096,33.699,-117.267,646,0,0
1303,Corona - Hwy 91 & McKinley,1311,13098,33.884,-117.514,354.82,160,320
1302,Corona - 6th & Smith,1312,13099,33.876,-117.593,420,180,320
1359,Corona - Green River & Cyn Crest,1313,13100,33.875,-117.636,390.08,320,540
1356,Anaheim - Lakeview & Riverdale,1318,13849,33.854,-117.817,359.47,320,2280
1357,Brea - Central Ave Caltrans Yard,1319,13873,33.933,-117.896,396.21,440,2900
1360,Fullerton - CSU Fullerton Grnds,1323,13878,33.889,-117.886,376.96,520,3960
1362,Fullerton - Valencia&Brookhurst,1324,13879,33.866,-117.958,283.34,660,3300
1361,Fullerton - Hermosa & Harbor,1325,13880,33.91,-117.93,306.6,560,3000
1363,La Habra - La Habra&Monte Vista,1326,13881,33.932,-117.955,331.73,580,3280
1326,Riverside - Hole & La Sierra,1340,13913,33.919,-117.488,334.99,160,320
1280,Riverside - I215 & 3rd,1341,13915,33.979,-117.344,340.65,160,320
1329,Riverside - Van Buren&Trautwein,1342,13916,33.895,-117.32,581.8,0,0
1328,Riverside - Limonite & Downey,1344,13921,33.975,-117.486,329.84,160,320
1313,Lake Elsinore - Graham & Poe,1345,13922,33.669,-117.332,581,0,0
1271,Homeland - Hwy 74 & Sultanas,1346,13924,33.748,-117.127,381.71,0,0
1277,Moreno Valley - Indian & Kennedy,1347,13925,33.902,-117.234,308.33,0,0
1276,Moreno Valley - Alessandro&More,1349,13927,33.921,-117.173,338.19,0,860
1322,Perris - San Jacinto & C Street,1350,13928,33.787,-117.23,518,0,0
1315,Menifee Valley - Murrieta&Scott,1351,13929,33.649,-117.205,503,0,0
1289,Sun City - I215 & McCall Blvd,1352,13930,33.715,-117.191,353.54,0,0
1224,LA - MLK Hospital Grounds,1361,14787,33.92,-118.24,273.57,780,4760
1243,Whittier - Scott & Whittier,1375,14840,33.946,-118,399.45,580,3620
1520,Pomona - Orange Grove & Fairplex,1379,23837,34.063,-117.784,368.88,200,320
1513,La Puente - Amar & Hacienda,1380,23843,34.036,-117.95,336.6,280,2780
1205,Jiashi,1386,19001,39.496,76.739,240.09,-999,-999
1206,Xiker,1387,19002,39.817,77.369,341.56,-999,-999
584,Big Bear Lake - Civic Center,1388,22561,34.238,-116.935,430.36,0,1460
1213,Big Bear Lake - Fire Station,1389,22791,34.241,-116.872,406.7,0,1340
1332,Twentynine Palms - Two Miles&Alp,1390,22954,34.149,-116.084,378.43,0,1400
1274,Landers - Hwy 247 & Jesse,1391,22959,34.282,-116.453,370.36,0,980
1494,Tarzana - Club House,1395,24103,34.16,-118.532,476.32,220,900
1316,Mira Loma - Mission&San Sevaine,1396,23091,34.014,-117.511,342.5,160,320
1194,Cogswell Dam - Right Abutment,1398,23210,34.425,-117.964,680.37,0,0
604,San Bernardino - 2nd & Arrowhead,1399,23522,34.103,-117.288,325.83,220,720
587,Hesperia - 4th & Palm,1400,23583,34.405,-117.313,358.36,0,1220
599,Pear Blossom - Pallet Creek,1401,23584,34.458,-117.909,624.01,0,0
1662,Tarzana - Cedar Hill B,1402,24764,34.16,-118.534,411.4,220,1020
1285,San Bernardino - Mtn Vw & Clstr,1406,23780,34.096,-117.287,314.48,260,1040
1267,Colton - Hospital Complex FF,1407,23788,34.074,-117.35,328.92,180,320
1524,West Hills -Roscoe & Fallbrook,1408,24804,34.219,-118.627,326.47,100,2480
1645,Northridge - Parthenia & Lindley,1409,24805,34.229,-118.527,348.59,340,3120
1502,Hollywood - Sunset & Fairfax,1413,24809,34.097,-118.352,412.25,20,1220
1284,San Bernardino - Medical Center,1414,23898,34.135,-117.322,328.6,320,320
1290,Yucaipa Valley - Calimesa & Cnty,1417,23920,34.004,-117.058,346.82,320,2460
1507,Los Angeles - Colorado & Eagle Rock,1418,24814,34.14,-118.21,418.83,320,320
1517,North Hollywood - Laurel Canyon & Sherman,1419,24815,34.199,-118.396,303.1,340,1740
1510,Los Angeles - Vermont & Pico,1420,24816,34.049,-118.29,312.69,320,2040
1269,Helendale - Helendale & Vista,1421,23957,34.744,-117.334,336.33,0,1660
1278,Pinon Hills - Hwy 138 & Mtn Road,1422,23958,34.439,-117.647,423,0,1240
1511,Los Angeles - Veteran & Wilshire,1423,24819,34.06,-118.448,381.89,320,1180
1508,Los Angeles - Olive & Pico,1425,24838,34.037,-118.263,305.01,320,2240
1234,Pasadena - Fair Oaks & Walnut,1426,24691,34.149,-118.15,430.69,100,1060
1519,Pico Rivera - Durfee & Whittier,1427,24841,34.002,-118.077,261.45,520,2880
1196,Sylmar - County Hospital Grounds,1429,24763,34.327,-118.444,420.81,100,5040
1506,Los Angeles - Beverly Blvd & Virgil,1431,24853,34.077,-118.286,439.6,320,1940
1651,Piru - Church St & Camulos,1432,24855,34.413,-118.796,371.58,1080,6060
1496,Camarillo - Woodcreek & Santa Rosa,1435,24863,34.224,-118.994,383.99,160,320
1522,Universal City - Hwy 101 & Lankershim,1436,24865,34.139,-118.364,365.47,220,900
1523,Van Nuys - Civic Center Grounds,1438,24867,34.184,-118.447,304.04,320,2260
1646,Ojai - Ojai Av & Fairway Ln,1443,25854,34.448,-119.23,376.16,320,320
1632,Bakersfield - Stockdata & California,1444,35365,35.355,-119.054,241.21,0,5560
1712,Parkfield - Stone Corral 1E,1445,36419,35.788,-120.294,260.63,0,5460
1527,Half Moon Bay - Hwy 101/Tunitas GeoArray,1462,58964,37.36,-122.395,353.43,0,0
1528,Napa - Napa College,1464,68150,38.27,-122.276,331.66,0,0
1526,Rohnert Park - Hwy 101 Geo Array,1465,68797,38.35,-122.71,339.51,0,0
1358,City of Commerce - Whittier &,1468,24941,34.018,-118.147,336.07,520,2820
1335,Big Sur - Hwy 1 & Pfeiffer Cyn,1475,47729,36.239,-121.774,664.49,0,0
1345,Salinas - County Hospital Gnds,1477,47762,36.697,-121.634,315.31,0,0
1350,Santa Cruz - Co Office Bldg Gnds,1478,48906,36.978,-122.021,321.91,0,0
1448,Los Gatos - Lexington Dam,1479,57180,37.202,-121.991,1070.34,0,0
539,San Jose - Santa Teresa Hills,1480,57563,37.21,-121.803,671.77,0,0
1346,San Jose - Emory & Bellrose,1481,57600,37.329,-121.937,286.6,0,0
1347,San Jose - S Clara Co Bldg Grnd,1482,57604,37.354,-121.904,268.86,0,0
1349,Santa Clara - Hwy 237/Alviso OVP,1483,57748,37.42,-121.973,188.87,0,0
521,Lower Crystal Springs Dam dwnst,1486,58233,37.529,-122.361,586.08,0,0
523,Oakland - Outer Harbor Wharf,1487,58472,37.813,-122.314,248.62,0,0
508,Dumbarton Bridge West End FF,1488,58664,37.492,-122.136,238.06,0,0
525,Olema - Point Reyes Station,1490,68003,38.043,-122.797,418.07,0,0
1188,Gachesar,1493,-999,36.11,51.31,476.62,-999,-999
1180,Juneau Fisheries Lab,1494,2708,58.382,-134.642,521.76,-999,-999
1186,Abbar,1495,-999,36.92,48.95,723.95,-999,-999
1187,Abhar,1496,-999,36.15,49.22,302.64,-999,-999
1426,CHY030,1497,-999,23.6443,120.476,204.71,-999,-999
1437,CHY037,1498,-999,23.5562,120.42,212.14,-999,-999
1411,CHY056,1499,-999,23.2627,120.132,193,-999,-999
1412,CHY075,1500,-999,23.5672,119.555,465.86,-999,-999
1413,CHY111,1501,-999,23.7912,120.227,276.34,-999,-999
1414,CHY112,1502,-999,23.7035,120.183,239.77,-999,-999
1415,CHY114,1503,-999,23.0372,120.119,221.31,-999,-999
1416,CHY115,1504,-999,23.149,120.079,259.43,-999,-999
1438,ILA019,1505,-999,24.6437,121.691,671.52,-999,-999
1439,ILA028,1506,-999,24.7555,121.747,221.1,-999,-999
1427,KAU017,1507,-999,22.509,120.386,284.78,-999,-999
1431,KAU035,1508,-999,22.5488,120.533,309.72,-999,-999
1432,KAU036,1509,-999,22.473,120.543,232.76,-999,-999
1428,KAU045,1510,-999,22.5678,120.308,150.18,-999,-999
1429,KAU055,1511,-999,22.5747,120.335,277.57,-999,-999
1433,KAU056,1512,-999,22.5538,120.344,283.02,-999,-999
1430,KAU089,1513,-999,22.4805,120.403,189.91,-999,-999
1185,Ocean Floor SEMS III,1514,-999,33.57,-118.13,659.6,1140,3260
1189,Qazvin,1515,-999,36.26,50,302.64,-999,-999
1190,Rudsar,1516,-999,37.13,50.3,242.05,-999,-999
1197,Station #1-Lathrop Wells,1517,-999,36.64,-116.4,302.64,0,0
1198,Station #2-NTS Control Pt. 1,1528,-999,36.93,-116.06,593.35,0,0
1199,Station #3-Beaty,1530,-999,36.91,-116.76,404.23,0,0
1200,Station #4-Pahrump 2,1531,-999,36.23,-116,352.05,0,0
1201,Station #5-Pahrump 1,1532,-999,36.21,-115.98,352.05,0,0
1202,Station #6-Las Vegas Calico Basin,1533,-999,36.15,-115.41,515.4,0,0
1203,Station #7-Las Vegas Ann Road,1534,-999,36.26,-115.31,352.05,0,0
1204,Station #8-Death Valley Scotties Castle,1535,-999,37.03,-117.34,579.23,0,0
1417,TAP033,1537,-999,24.9803,121.529,480.58,-999,-999
1440,TAP040,1538,-999,25.1758,121.434,425.87,-999,-999
1441,TAP050,1539,-999,25.1523,121.396,462.31,-999,-999
1418,TAP088,1540,-999,25.0385,121.576,229.21,-999,-999
1419,TAP089,1541,-999,25.027,121.56,440.21,-999,-999
1434,TAP091,1542,-999,25.0608,121.582,188.02,-999,-999
1420,TAP104,1543,-999,25.158,121.72,631.27,-999,-999
1435,TCU005,1544,-999,25.1053,121.237,497.22,-999,-999
1425,TCU032,1545,-999,24.523,120.815,356.77,-999,-999
1421,TCU035,1546,-999,24.6157,120.788,383.62,-999,-999
1436,TCU044,1547,-999,24.4032,120.758,512.88,-999,-999
1422,TCU073,1548,-999,24.014,120.949,473.65,-999,-999
1442,TCU080,1549,-999,23.9,120.93,489.32,-999,-999
1443,TCU086,1550,-999,23.8635,120.281,222.22,-999,-999
1087,TCU088,1551,-999,24.2533,121.176,665.2,-999,-999
1444,TCU091,1552,-999,24.9823,121.262,479.54,-999,-999
1445,TCU108,1553,-999,24.0865,120.523,260.62,-999,-999
1446,TCU125,1554,-999,23.9552,120.682,397.57,-999,-999
1423,TCU131,1555,-999,24.5673,120.816,490.88,-999,-999
1424,TCU137,1556,-999,24.185,120.922,635.31,-999,-999
1447,TCU139,1557,-999,23.9217,120.54,303.96,-999,-999
1191,Tehran - Building & Housing,1558,-999,35.73,51.37,376.92,-999,-999
1192,Tehran - Sarif University,1559,-999,35.7,51.3,302.64,-999,-999
1193,Tonekabun,1560,-999,36.81,50.87,289.69,-999,-999
1221,Heart Bar State Park,1561,22T04,34.161,-116.799,624.94,0,1360
1400,Carlo (temp),1562,Carl,63.5514,-148.809,399.35,-999,-999
1394,Fairbanks - Ester Fire Station,1563,FA02,64.8455,-148.009,341.56,-999,-999
1367,Anchorage - K2-02,1564,K202,61.224,-149.807,227.18,-999,-999
1368,Anchorage - K2-03,1565,K203,61.2204,-149.743,428.08,-999,-999
1369,Anchorage - K2-04,1566,K204,61.177,-150.01,240.09,-999,-999
1370,Anchorage - K2-05,1567,K205,61.2,-149.911,341.56,-999,-999
1371,Anchorage - K2-06,1568,K206,61.191,-149.822,240.09,-999,-999
1372,Anchorage - K2-07,1569,K207,61.16,-150.001,300.97,-999,-999
1373,Anchorage - K2-08,1570,K208,61.177,-149.919,212.48,-999,-999
1374,Anchorage - K2-09,1571,K209,61.185,-149.744,300.97,-999,-999
1375,Anchorage - K2-10,1572,K210,61.13,-149.928,337.18,-999,-999
1376,Anchorage - K2-11,1573,K211,61.147,-149.855,300.97,-999,-999
1377,Anchorage - K2-12,1574,K212,61.156,-149.792,341.56,-999,-999
1378,Anchorage - K2-13,1575,K213,61.113,-149.856,300.97,-999,-999
1379,Anchorage - K2-14,1576,K214,61.124,-149.766,354.96,-999,-999
1380,Anchorage - K2-15,1577,K215,61.087,-149.75,253.59,-999,-999
1381,Anchorage - K2-16,1578,K216,61.099,-149.685,568.2,-999,-999
1382,Anchorage - K2-17,1579,K217,61.396,-149.513,341.56,-999,-999
1383,Anchorage - K2-18,1580,K218,61.598,-149.133,435.21,-999,-999
1384,Anchorage - K2-19,1581,K219,61.19,-149.985,271.94,-999,-999
1385,Anchorage - K2-20,1582,K220,61.155,-150.053,341.56,-999,-999
1386,Anchorage - K2-21,1583,K221,61.153,-149.949,300.97,-999,-999
1387,Anchorage - K2-22,1584,K222,61.088,-149.834,341.56,-999,-999
1396,TAPS Pump Station #07,1585,ps07,65.3111,-148.279,424.9,-999,-999
1397,TAPS Pump Station #08,1586,ps08,64.5431,-146.819,424.9,-999,-999
1398,TAPS Pump Station #09,1587,ps09,63.9311,-145.768,382.5,-999,-999
1403,TAPS Pump Station #10,1588,ps10,63.4239,-145.766,329.4,-999,-999
1404,TAPS Pump Station #11,1589,ps11,62.0881,-145.481,376.1,-999,-999
1405,TAPS Pump Station #12,1590,ps12,61.4758,-145.144,338.6,-999,-999
1402,R109 (temp),1591,R109,63.3953,-148.647,341.56,-999,-999
1222,Hector,1592,-999,34.8294,-116.335,726,0,560
496,Bear Valley #1 Fire Station,1593,1210,36.573,-121.184,439.58,0,0
1178,Melendy Ranch,1594,1211,36.59,-121.19,425.11,0,0
1179,Stone Canyon Geophys Obs,1595,1343,36.636,-121.234,393.27,0,0
497,Bear Valley #10 Webb Residence,1596,1479,36.532,-121.143,304.08,0,0
498,Bear Valley #12 Williams Ranch,1597,1481,36.658,-121.249,331.21,0,0
