station_id,station_name,station_sequence_no,station_id_no_nga,station_latitude,station_longitude,vs30_selected_for_analysis,new_z1_cvmsi,new_z25_cvmsi
299,Hollister Diff Array #1,-999,-999,-999,-999,-999,-999,-999
629,LA Dam,1,0,34.294,-118.483,628.99,320,3820
32,Buena Vista - Taft,2,1,35.16,-119.35,385.69,0,5740
28,2516 Via Tejon PV,3,411,33.801,-118.387,280.56,520,1580
163,Green Church,4,3,37.62,-118.82,353.2,0,3180
249,ALP (temp),5,4,36.0109,-120.253,467.03,0,6480
256,LLN (temp),6,5,36.2108,-120.263,486.67,0,7740
257,MIT (temp),7,6,36.2467,-120.263,344.17,0,7640
262,SGT (temp),8,7,36.2367,-120.381,481.07,0,6380
263,SUB (temp),9,8,36.3075,-120.251,270.41,0,7520
266,TRA (temp),10,9,36.1657,-120.309,246.51,0,7700
267,VEW (temp),11,10,36.2108,-120.313,456.13,0,7720
268,YUB (temp),12,11,36.1447,-120.171,287.34,0,7360
487,Gukasian,13,12,41.038,43.854,343.53,-999,-999
495,BRAN,14,13,37.047,-121.984,476.54,0,0
548,WAHO,15,14,36.972,-121.995,388.33,0,0
547,UCSC,16,15,37.001,-122.062,713.59,0,0
519,LGPC,17,16,37.172,-122.01,594.83,0,0
543,Stanford Park. Garage,18,17,37.432,-122.172,336.59,0,0
552,Ambralauri,19,18,42.5215,43.1549,399.61,-999,-999
554,Iri,20,19,42.517,43.551,437.72,-999,-999
555,Oni,21,20,42.583,43.44,392.67,-999,-999
553,Baz,22,21,42.5729,43.4363,476.62,-999,-999
556,Zem,23,22,42.522,43.305,432.58,-999,-999
573,Coolwater,24,23,34.851,-116.858,352.98,0,0
578,Lucerne,25,24,34.568,-116.612,1369,0,520
192,SMART1 C00,27,25,24.6738,121.765,309.41,-999,-999
193,SMART1 I06,28,26,24.6721,121.765,309.41,-999,-999
194,SMART1 I12,29,27,24.6755,121.764,275.82,-999,-999
195,SMART1 M01,30,28,24.6822,121.767,268.37,-999,-999
196,SMART1 M07,31,29,24.6649,121.762,327.61,-999,-999
197,SMART1 O01,32,30,24.6922,121.769,267.67,-999,-999
198,SMART1 O07,33,31,24.6561,121.762,314.33,-999,-999
274,SMART1 E01,34,32,24.6487,121.764,308.39,-999,-999
275,SMART1 E02,35,33,24.6296,121.761,671.52,-999,-999
166,USC Cash Baugh Ranch,36,34,37.679,-118.813,323.54,0,3340
164,Long Valley Fire Sta,37,35,37.568,-118.752,377.41,0,2760
165,Mammoth Elem School,38,36,37.639,-118.863,350.54,0,3420
167,USC McGee Creek Inn,39,37,37.586,-118.781,364.84,0,2900
171,USC Convict Lakes,40,40,37.595,-118.85,454.12,0,2940
168,Cashbaugh (CBR),41,41,37.679,-118.825,337.6,0,3420
169,Convict Lakes (CON),42,42,37.59,-118.853,472.2,0,2900
162,Fish & Game (FIS),43,43,37.614,-118.83,373.18,0,3120
170,Hot Creek (HCF),44,44,37.642,-118.85,295.93,0,3420
173,McGee Creek (MGE),45,45,37.561,-118.787,425.81,0,2640
174,USC McGee Creek,46,52,37.554,-118.798,653.56,0,2520
278,SMART1 M06,47,60,24.6651,121.768,308.39,-999,-999
277,SMART1 I07,48,61,24.672,121.764,309.41,-999,-999
276,SMART1 I01,49,62,24.6755,121.765,275.82,-999,-999
365,SMART1 O02,50,63,24.6871,121.778,285.09,-999,-999
366,SMART1 O04,51,64,24.6703,121.784,288.24,-999,-999
367,SMART1 O06,52,65,24.6565,121.771,293.46,-999,-999
368,SMART1 O08,53,66,24.6594,121.752,357.43,-999,-999
369,SMART1 O10,54,67,24.6779,121.745,320.11,-999,-999
370,SMART1 O12,55,68,24.691,121.759,303.36,-999,-999
87,Bajestan,56,69,34.51,58.18,377.56,-999,-999
88,Boshrooyeh,57,70,33.88,57.43,324.57,-999,-999
90,Ferdows,58,71,34.01,58.16,302.64,-999,-999
91,Kashmar,59,72,35.23,58.45,280.26,-999,-999
92,Sedeh,60,73,33.33,59.23,354.37,-999,-999
666,Sylmar - Converter Sta,61,74,34.311,-118.49,251.24,100,4280
667,Sylmar - Converter Sta East,62,75,34.312,-118.481,370.52,120,4380
653,Rinaldi Receiving Sta,63,77,34.281,-118.478,282.25,160,3820
665,Stone Canyon,64,78,34.1062,-118.454,621.93,320,320
557,Erzincan,65,95,39.75,39.5,352.05,-999,-999
579,Mission Creek Fault,66,100,33.905,-116.419,355.42,480,1720
29,Anza Post Office,67,103,33.5556,-116.674,360.45,0,1220
26,Santa Anita Dam,68,104,34.185,-118.018,667.13,20,1420
31,Borrego Springs Fire Sta,69,105,33.26,-116.37,338.54,140,1400
86,Cachuma Dam Toe,70,106,34.58,-119.98,465.51,0,0
33,Carbon Canyon Dam,71,108,33.9121,-117.838,235,360,2440
21,Cedar Springs Allen Ranch,72,111,34.2778,-117.335,813.48,0,1420
20,Cedar Springs Pumphouse,73,112,34.31,-117.3,477.22,0,1460
22,Colton - So Cal Edison,74,113,34.059,-117.312,301.95,200,580
4,El Centro Array #9,75,117,32.794,-115.549,213.44,380,2900
34,Fairmont Dam,76,121,34.704,-118.426,634.33,0,0
40,Lake Hughes #4,77,126,34.65,-118.478,600.06,0,0
632,Lake Hughes #4 - Camp Mend,78,24469,34.65,-118.478,600.06,0,0
41,Lake Hughes #9,79,127,34.608,-118.558,670.84,20,320
39,Lake Hughes #12,80,128,34.571,-118.56,602.1,20,320
17,LB - Terminal Island,81,130,33.77,-118.23,217.92,760,3040
46,Palmdale Fire Station,82,262,34.5781,-118.114,452.86,0,0
47,Pasadena - Old Seismo Lab,83,266,34.1486,-118.171,969.07,20,680
48,Pearblossom Pump,84,269,34.5083,-117.922,529.09,0,560
49,Port Hueneme,85,272,34.145,-119.206,248.98,680,3540
651,Port Hueneme - Naval Lab.,86,25281,34.145,-119.206,248.98,680,3540
25,Puddingstone Dam (Abutment),87,278,34.091,-117.808,421.44,160,320
45,Pacoima Dam (upper left abut),88,279,34.334,-118.396,2016.13,20,320
646,Pacoima Dam (upper left),89,24207,34.334,-118.396,2016.13,20,320
18,San Onofre - So Cal Edison,90,280,33.37,-117.56,442.88,0,1400
54,UCSB - Fluid Mech Lab,91,282,34.41,-119.85,322.42,0,3820
7,Santa Barbara Courthouse,92,283,34.423,-119.7,514.99,0,0
52,Santa Felita Dam (Outlet),93,285,34.46,-118.753,389,320,2160
138,Superstition Mtn Camera,94,286,32.955,-115.825,362.38,700,1200
55,Upland - San Antonio Dam,95,287,34.155,-117.675,487.23,160,1100
57,Whittier Narrows Dam,96,289,34.02,-118.053,298.68,40,2400
482,Whittier Narrows Dam upstream,97,289,34.02,-118.053,298.68,40,2400
1244,Whittier Narrows Dam downstream,98,289,34.02,-118.053,298.68,40,2400
27,Wrightwood - 6074 Park Dr,99,290,34.36,-117.63,486,0,1040
50,San Diego Gas & Electric,100,314,32.719,-117.163,354.06,0,0
1174,Lamont 362,101,362,40.67,30.666,517,-999,-999
1175,Lamont 375,102,375,40.743,30.876,454.2,-999,-999
121,El Centro Array #10,103,412,32.7806,-115.568,202.85,380,2920
51,San Juan Capistrano,104,465,33.4894,-117.671,459.37,0,2000
1176,Lamont 531,105,531,40.703,30.855,638.39,-999,-999
23,Devil's Canyon,106,620,34.21,-117.33,667.13,0,0
447,Norwalk - Imp Hwy S Grnd,107,634,33.915,-118.07,279.46,700,3820
624,LA - Sepulveda VA Hospital,108,637,34.2489,-118.479,380.06,360,3580
620,LA - Brentwood VA Hospital,109,638,34.063,-118.463,416.58,320,580
618,Jensen Filter Plant Administrative Building,110,655,34.312,-118.496,373.07,120,4220
448,Orange Co. Reservoir,111,697,33.9354,-117.884,415.69,360,2500
336,Lake Mathews Dike Toe,112,707,33.852,-117.451,592.42,0,0
401,Garvey Res. - Control Bldg,113,709,34.049,-118.112,468.18,440,2340
327,Colton Interchange - Vault,114,754,34.06,-117.3,274.98,320,1660
123,El Centro Array #12,115,931,32.718,-115.637,196.88,320,2620
384,Brea Dam (Downstream),116,951,33.89,-117.927,437.5,580,4080
385,Brea Dam (L Abut),117,951,33.8904,-117.926,437.5,580,4080
128,El Centro Array #5,118,952,32.855,-115.466,205.63,420,3380
127,El Centro Array #4,119,955,32.864,-115.432,208.91,580,3540
131,El Centro Array #8,120,958,32.811,-115.532,206.08,380,2960
36,Gormon - Oso Pump Plant,121,994,34.808,-118.72,308.35,0,1440
35,Fort Tejon,122,998,34.87,-118.9,394.18,0,0
489,APEEL 2 - Redwood City,123,1002,37.528,-122.256,133.11,0,0
30,Bakersfield - Harvey Aud,124,1004,35.37,-119.021,241.41,0,5280
13,Cholame - Shandon Array #2,125,1013,35.733,-120.29,184.75,0,4760
205,Parkfield - Cholame 2WA,126,36228,35.733,-120.29,173.02,0,4760
14,Cholame - Shandon Array #5,127,1014,35.697,-120.328,289.56,0,3820
210,Parkfield - Cholame 5W,128,36227,35.697,-120.328,236.59,0,3820
15,Cholame - Shandon Array #8,129,1015,35.671,-120.359,256.82,0,2060
212,Parkfield - Cholame 8W,130,36226,35.671,-120.359,256.82,0,2060
12,Cholame - Shandon Array #12,131,1016,35.639,-120.404,408.93,0,1060
202,Parkfield - Cholame 12W,132,36229,35.639,-120.404,359.03,0,1060
3,Ferndale City Hall,133,1023,40.576,-124.263,219.31,0,0
53,Tehachapi Pump,134,1027,34.9417,-118.827,669.48,0,740
10,Hollister City Hall,135,1028,36.85,-121.4,198.77,0,0
516,Hollister - SAGO Vault,136,1032,36.765,-121.446,621.2,0,0
38,Isabella Dam (Aux Abut),137,1035,35.644,-118.474,591,0,0
42,Maricopa Array #1,138,1041,35.997,-119.486,303.79,0,7780
43,Maricopa Array #2,139,1042,35.04,-119.429,443.85,0,4740
44,Maricopa Array #3,140,1043,35.078,-119.401,441.25,0,5080
65,Oroville Seismograph Station,141,1051,39.55,-121.5,680.37,0,0
1169,Lamont 1058,142,1058,40.755,31.015,529.18,-999,-999
1170,Lamont 1059,143,1059,40.745,30.872,551.3,-999,-999
1171,Lamont 1060,144,1060,40.777,30.613,782,-999,-999
1172,Lamont 1061,145,1061,40.72,30.792,481,-999,-999
1173,Lamont 1062,146,1062,40.723,30.82,338,-999,-999
9,San Luis Obispo,147,1083,35.285,-120.661,493.5,0,0
8,Taft Lincoln School,148,1095,35.15,-119.46,385.43,0,0
56,Wheeler Ridge - Ground,149,1102,35.027,-118.791,347.67,0,920
11,Golden Gate Park,150,1117,37.77,-122.48,874.72,0,0
118,EC County Center FF,151,1136,32.793,-115.562,192.05,380,2920
484,El Centro Imp. Co. Cent,152,1335,32.793,-115.562,192.05,380,2920
492,APEEL 9 - Crystal Springs Res,153,1161,37.47,-122.32,449.64,0,0
246,Pleasant Valley P.P. - bldg,154,1162,36.308,-120.249,257.38,0,7520
272,Pleasant Valley P.P. - FF,155,1162,36.308,-120.249,257.38,0,7520
247,Pleasant Valley P.P. - yard,156,1162,36.308,-120.249,257.38,0,7520
143,Del Valle Dam (Toe),157,1265,37.62,-121.75,403.37,0,0
63,Shelter Cove Sta A,158,1277,40.039,-124.064,594.83,0,0
64,Shelter Cove Sta B,159,1278,40.03,-124.07,518.98,0,0
119,El Centro - Meloland Geot. Array,160,1336,32.773,-115.447,264.57,360,2700
62,Petrolia General Store,161,1398,40.324,-124.286,368.72,0,0
16,Temblor pre-1969,162,1438,35.71,-120.17,527.92,0,5400
72,Johnson Ranch,163,1493,39.425,-121.521,589.8,0,0
73,Nelson Ranch (OR7),164,1496,39.4842,-121.51,514.91,0,0
69,Broadbeck Residence,165,1542,39.446,-121.55,427.38,0,0
70,DWR Garage,166,1543,39.51,-121.505,634.85,0,0
68,Medical Center,167,1544,39.507,-121.54,519.15,0,0
66,Oroville Airport,168,1545,39.496,-121.614,391.76,0,0
67,Up & Down Cafe (OR1),169,1546,39.4325,-121.604,377.25,0,0
74,Pacific Heights Rd (OR4),170,1549,39.4558,-121.603,352.22,0,0
71,Duffy Residence (OR5),171,1550,39.445,-121.574,418.97,0,0
75,Summit Ave (OR6),172,1551,39.4488,-121.49,548.76,0,0
527,Palo Alto - SLAC Lab,173,1601,37.42,-122.21,425.3,0,0
258,Oil City,174,1604,36.229,-120.36,398.49,0,6660
264,Skunk Hollow,175,1605,36.275,-120.306,480.32,0,7280
253,Burnett Construction,176,1606,36.138,-120.357,352.2,0,7160
251,Anticline Ridge Free-Field,177,1607,36.233,-120.333,478.63,0,6980
252,Anticline Ridge Pad,178,1607,36.233,-120.333,478.63,0,6980
260,Oil Fields Fire Station,179,1608,36.247,-120.314,474.15,0,7200
269,Oil Fields Fire Station - FF,180,1608,36.247,-120.314,474.15,0,7200
270,Oil Fields Fire Station - Pad,181,1608,36.247,-120.314,474.15,0,7200
261,Palmer Ave,182,1609,36.209,-120.292,458.09,0,7760
271,Transmitter Hill,183,1651,36.249,-120.343,477.25,0,6960
293,Anderson Dam (Downstream),184,1652,37.166,-121.628,488.77,0,0
494,Anderson Dam (L Abut),185,1652,37.166,-121.628,488.77,0,0
303,San Justo Dam (L Abut),186,1655,36.827,-121.445,543.63,0,0
304,San Justo Dam (R Abut),187,1655,36.827,-121.445,543.63,0,0
518,Hollister Differential Array,188,1656,36.888,-121.413,215.54,0,0
300,Hollister Differential Array #3,189,1656,36.888,-121.413,215.54,0,0
317,McGee Creek - Surface,193,1661,37.55,-118.811,359.23,0,2400
513,Golden Gate Bridge,194,1678,37.808,-122.476,584.17,0,0
511,Fremont - Emerson Court,195,1686,37.535,-121.929,284.79,0,0
544,Sunnyvale - Colton Ave.,196,1695,37.402,-122.025,267.71,0,0
1,Carroll College,197,2022,46.58,-112.03,593.35,-999,-999
2,Helena Fed Bldg,198,2229,46.59,-112.04,551.82,-999,-999
58,Managua ESSO,199,3501,12.145,-86.322,288.77,-999,-999
130,El Centro Array #7,200,5028,32.829,-115.504,210.51,400,3120
349,Sunnymead,201,5038,33.946,-117.151,340.32,0,1300
332,Hurkey Creek Park,202,5043,33.6758,-116.68,407.61,0,0
150,Anza - Pinyon Flat,203,5044,33.607,-116.453,724.89,20,20
151,Anza - Terwilliger Valley,204,5045,33.48,-116.59,617.78,20,20
154,Rancho De Anza,205,5047,33.348,-116.4,329,60,60
153,Borrego Air Ranch,206,5049,33.19,-116.28,336.07,100,1860
135,Parachute Test Site,207,5051,32.929,-115.701,348.69,380,3060
136,Plaster City,208,5052,32.79,-115.86,316.64,660,660
110,Calexico Fire Station,209,5053,32.6695,-115.493,231.23,340,2720
108,Bonds Corner,210,5054,32.6931,-115.338,223.03,380,3040
133,Holtville Post Office,211,5055,32.8114,-115.379,202.89,400,3320
120,El Centro Array #1,212,5056,32.96,-115.319,237.33,800,3360
126,El Centro Array #3,213,5057,32.894,-115.38,162.94,780,3800
122,El Centro Array #11,214,5058,32.7517,-115.595,196.25,380,2980
124,El Centro Array #13,215,5059,32.709,-115.683,249.92,700,2720
109,Brawley Airport,216,5060,32.991,-115.513,208.71,620,3040
111,Calipatria Fire Station,217,5061,33.1266,-115.516,205.78,380,3580
200,Salton Sea Wildlife Refuge,218,5062,33.1774,-115.616,191.14,180,1720
114,Coachella Canal #4,219,5066,33.36,-115.59,336.49,420,420
333,Indio,220,5067,33.747,-116.214,307.54,800,1560
330,Fun Valley,221,5069,33.925,-116.389,388.63,140,1740
340,North Palm Springs,222,5070,33.924,-116.543,344.67,840,1620
338,Morongo Valley Fire Station,223,5071,34.0486,-116.578,396.41,20,1840
351,Whitewater Trout Farm,224,5072,33.99,-116.656,425.02,100,1720
326,Cabazon,225,5073,33.9176,-116.783,376.91,0,1240
668,Topanga - Fire Sta,226,5081,34.084,-118.6,505.97,320,320
663,Santa Susana Ground,227,5108,34.232,-118.71,715.12,20,320
125,El Centro Array #2,228,5115,32.916,-115.366,188.78,840,3700
328,Cranston Forest Station,229,5157,33.738,-116.838,425.17,0,1160
129,El Centro Array #6,230,5158,32.839,-115.487,203.22,420,3220
152,Anza Fire Station,231,5160,33.5558,-116.674,360.45,0,1220
132,El Centro Differential Array,232,5165,32.796,-115.535,202.26,380,2900
483,Imperial Valley Wildlife Liquefaction Array,233,5210,33.0976,-115.531,179,480,3560
324,Anza - Red Mountain,234,5224,33.64,-116.86,680.37,0,0
347,Santa Rosa Mountain,235,5230,33.568,-116.51,678.69,20,20
325,Anza - Tule Canyon,236,5231,33.4593,-116.644,530.89,0,0
320,Site 1,237,6097,62.202,-124.37,605.04,-999,-999
321,Site 2,238,6098,62.234,-124.168,605.04,-999,-999
322,Site 3,239,6099,62.126,-123.833,605.04,-999,-999
112,Cerro Prieto,240,6604,32.421,-115.301,471.53,460,500
117,Delta,241,6605,32.356,-115.195,242.05,700,2260
139,Victoria,242,6610,32.289,-115.103,242.05,240,2180
106,Aeropuerto Mexicali,243,6616,32.651,-115.332,259.86,360,3040
116,Cucapah,244,6617,32.545,-115.235,242.05,320,2640
107,Agrarias,245,6618,32.621,-115.301,242.05,360,2960
137,SAHOP Casa Flores,246,6619,32.618,-115.436,259.59,320,2700
113,Chihuahua,247,6621,32.484,-115.24,242.05,260,2180
115,Compuertas,248,6622,32.573,-115.083,259.86,300,2640
172,Victoria Hospital Sotano,249,6624,32.289,-115.1,242.05,240,2200
76,Barcis,250,8002,46.187,12.554,496.46,-999,-999
77,Codroipo,251,8004,45.959,12.984,249.28,-999,-999
78,Conegliano,252,8005,45.883,12.288,352.05,-999,-999
79,Feltre,253,8007,46.019,11.912,356.39,-999,-999
80,Tolmezzo,254,8012,46.382,12.982,505.23,-999,-999
83,Forgaria Cornino,255,8014,46.221,12.997,412.37,-999,-999
84,San Rocco,256,8022,46.226,12.993,649.67,-999,-999
82,Buia,257,8023,46.222,13.09,310.68,-999,-999
93,Tabas,258,9101,33.58,56.92,766.77,-999,-999
89,Dayhook,259,9102,33.3,57.52,471.53,-999,-999
81,Karakyr,260,9201,40.35,63.47,259.59,-999,-999
486,Poe Road (temp),261,9400,33.097,-115.751,316.64,340,2740
485,Kornbloom Road (temp),262,9401,33.125,-115.665,266.01,280,2420
134,Niland Fire Station,263,11023,33.239,-115.512,212,200,1580
140,Westmorland Fire Sta,264,11369,33.037,-115.623,193.67,400,3080
341,Palm Springs Airport,265,12025,33.829,-116.512,312.47,380,380
334,Indio - Coachella Canal,266,12026,33.717,-116.155,339.02,1020,1160
329,Desert Hot Springs,267,12149,33.962,-116.509,359,340,1760
342,Puerta La Cruz,268,12168,33.324,-116.683,442.7,0,1200
346,San Jacinto - Valley Cemetary,269,12202,33.76,-116.96,330.74,0,0
345,San Jacinto - Soboba,270,12204,33.797,-116.88,447.22,0,1440
348,Silent Valley - Poppet Flat,271,12206,33.851,-116.852,659.09,0,1440
37,Hemet Fire Station,272,12331,33.729,-116.979,328.09,0,0
658,San Jacinto - CDF Fire Station,273,12673,33.787,-116.958,306.76,0,1300
399,Featherly Park - Maint,274,13122,33.869,-117.709,367.54,0,1380
344,Riverside Airport,275,13123,33.951,-117.446,389.95,160,320
596,Newport Bch - Irvine Ave. F.S,276,13160,33.634,-117.902,339.6,320,3460
350,Temecula - 6th & Mercedes,277,13172,33.496,-117.149,416.15,0,0
405,Huntington Beach - Lake St,278,13197,33.662,-117.997,315.52,600,3680
339,Murrieta Hot Springs,279,13198,33.599,-117.132,532.85,0,0
352,Winchester Bergman Ran,280,13199,33.64,-117.094,537.95,0,0
353,Winchester Page Bros R,281,13201,33.718,-117.022,287.87,0,0
644,Newport Bch - Newp & Coast,282,13610,33.623,-117.931,340.65,320,3440
616,Hemet - Ryan Airfield,283,13660,33.731,-117.023,290.93,0,0
659,San Pedro - Palos Verdes,284,14159,33.722,-118.309,477.92,0,1540
406,Inglewood - Union Oil,285,14196,33.905,-118.279,316.02,580,3280
427,LB - Recreation Park,286,14241,33.778,-118.133,282,660,2980
426,LB - Rancho Los Cerritos,287,14242,33.84,-118.194,302.73,600,3220
397,Downey - Co Maint Bldg,288,14368,33.924,-118.167,271.9,880,5520
424,LB - Harbor Admin FF,289,14395,33.754,-118.2,230,720,2500
407,LA - 116th St School,290,14403,33.929,-118.26,301,740,4540
652,Rancho Palos Verdes - Hawth,291,14404,33.746,-118.396,580.03,0,1540
654,Rolling Hills Est-Rancho Vista,292,14405,33.787,-118.356,473.25,400,1860
630,LB - City Hall,293,14560,33.768,-118.196,322,680,2640
605,Seal Beach - Office Bldg,294,14578,33.757,-118.084,296.62,600,3040
566,Amboy,295,21081,34.56,-115.743,382.93,0,1300
583,Yermo Fire Station,296,22074,34.904,-116.823,353.63,0,0
582,Twentynine Palms,297,22161,34.021,-116.009,635.01,20,20
335,Joshua Tree,298,22170,34.13,-116.314,379.32,0,2220
337,Landers Fire Station,299,22T13,34.274,-116.392,331.02,0,1180
331,Hesperia,300,23321,34.448,-117.327,337.56,0,1180
343,Rancho Cucamonga - Law and Justince Center FF Foothill and Haven,301,23497,34.104,-117.574,390.18,200,400
463,Pomona - 4th & Locust FF,302,23525,34.056,-117.748,384.44,200,320
580,San Bernardino - E & Hospitality,303,23542,34.065,-117.292,296.97,340,1820
569,Barstow,304,23559,34.887,-117.047,370.08,0,840
595,Mt Baldy - Elementary Sch,305,23572,34.233,-117.661,444.74,0,1100
608,Wrightwood - Nielson Ranch,306,23573,34.314,-117.545,506,0,1480
609,Wrightwood - Swarthout,307,23574,34.369,-117.658,476.64,0,860
671,Wrightwood - Jackson Flat,308,23590,34.381,-117.737,662.7,0,0
639,Littlerock - Brainard Can,309,23595,34.486,-117.98,485.67,0,0
600,Phelan - Wilson Ranch,310,23597,34.467,-117.52,333.41,0,1800
601,Rancho Cucamonga - Deer Can,311,23598,34.169,-117.579,509.1,20,1160
656,San Bernardino - CSUSB Gr,312,23672,34.183,-117.321,336.92,320,1400
479,Vasquez Rocks Park,313,24047,34.492,-118.327,996.43,0,1200
434,Leona Valley #5 - Ritter,314,24055,34.6,-118.241,375.22,0,0
377,Arleta - Nordhoff Fire Sta,315,24087,34.236,-118.439,297.71,360,2140
450,Pacoima Kagel Canyon,316,24088,34.296,-118.375,508.08,160,2040
655,Rosamond - Airport,317,24092,34.87,-118.206,320.75,0,1200
408,LA - Baldwin Hills,318,24157,34.009,-118.361,297.07,320,3320
645,Pacoima Dam (downstr),319,24207,34.334,-118.396,2016.13,20,320
24,Lake Hughes #1,320,24271,34.674,-118.43,425.34,0,0
465,Rosamond - Goode Ranch,321,24274,34.827,-118.265,275.12,0,1080
392,Castaic - Hasley Canyon,322,24277,34.459,-118.65,421.05,320,3060
19,Castaic - Old Ridge Route,323,24278,34.564,-118.642,450.28,320,1520
444,Newhall - Fire Sta,324,24279,34.387,-118.533,269.14,420,1440
441,Moorpark - Fire Sta,325,24283,34.288,-118.881,341.58,320,3300
5,LA - Hollywood Stor FF,326,24303,34.09,-118.339,316.46,320,2020
635,Leona Valley #1,327,24305,34.594,-118.242,499.31,0,0
636,Leona Valley #2,328,24306,34.595,-118.243,435.64,0,0
637,Leona Valley #3,329,24307,34.596,-118.243,499.31,0,0
638,Leona Valley #4,330,24308,34.598,-118.242,421.46,0,0
435,Leona Valley #6,331,24309,34.604,-118.244,327.44,0,0
612,Antelope Buttes,332,24310,34.758,-118.361,572.57,0,1340
410,LA - Century City CC North,333,24389,34.063,-118.418,277.98,320,2460
411,LA - Century City CC South,334,24390,34.062,-118.416,277.98,340,2480
437,Malibu - Point Dume Sch,335,24396,34.013,-118.8,349.54,0,780
442,Mt Wilson - CIT Seis Sta,336,24399,34.224,-118.057,680.37,0,0
419,LA - Obregon Park,337,24400,34.037,-118.178,349.43,380,2380
467,San Marino - SW Academy,338,24401,34.115,-118.13,379.43,160,1700
374,Altadena - Eaton Canyon,339,24402,34.177,-118.096,375.16,160,1280
476,Tarzana - Cedar Hill,340,24436,34.16,-118.534,257.21,220,1020
607,Tarzana - Cedar Hill A,341,24436,34.16,-118.534,257.21,220,1020
373,Alhambra - Fremont School,342,24461,34.07,-118.15,549.75,320,1800
634,Lancaster - Fox Airfield Grnd,343,24475,34.739,-118.214,268.65,0,1320
474,Sylmar - Olive View Med FF,344,24514,34.326,-118.444,440.54,100,4980
647,Palmdale - Hwy 14 & Palmdale,345,24521,34.581,-118.135,551.56,0,0
633,Lake Hughes #4B - Camp Mend,346,24523,34.65,-118.477,523.54,0,0
432,Lancaster - Med Off FF,347,24526,34.688,-118.156,339.14,0,1500
662,Santa Monica City Hall,348,24538,34.011,-118.49,336.2,600,2500
586,Elizabeth Lake,349,24575,34.662,-118.387,326.19,0,0
611,Anaverde Valley - City R,350,24576,34.58,-118.199,349.6,0,0
575,Fort Irwin,351,24577,35.268,-116.684,367.43,0,0
643,Neenach - Sacatara Ck,352,24586,34.848,-118.536,337.63,0,1880
590,LA - City Terrace,353,24592,34.053,-118.171,365.22,320,2180
592,Los Angeles - 7-story Univ Hospital (FF),354,24605,34.062,-118.198,332.28,320,2120
631,Lake Hughes #12A,356,24607,34.571,-118.56,602.1,20,320
591,LA - Temple & Hope,357,24611,34.059,-118.246,452.15,320,2120
622,LA - Pico & Sentous,358,24612,34.043,-118.271,304.68,320,2140
660,Sandberg - Bald Mtn,359,24644,34.743,-118.724,421,0,700
625,LA - UCLA Grounds,360,24688,34.068,-118.439,398.42,320,1140
661,Santa Barbara - UCSB Goleta,361,25091,34.422,-119.851,312.98,0,3540
650,Point Mugu - Laguna Peak,362,25148,34.109,-119.065,527.7,320,320
610,Anacapa Island,363,25169,34.016,-119.362,501.75,0,0
614,Camarillo,364,25282,34.208,-119.079,351.4,320,320
669,Ventura - Harbor & California,365,25340,34.276,-119.293,358.95,1160,5940
568,Baker Fire Station,366,32075,35.271,-116.066,324.62,0,0
570,Boron Fire Station,367,33083,35.002,-117.65,291.03,0,0
640,Mojave - Hwys 14 & 58,368,34093,35.07,-118.175,331.74,0,1060
641,Mojave - Oak Creek Canyon,369,34237,35.042,-118.377,422.73,0,860
216,Parkfield - Fault Zone 12,370,36138,35.899,-120.433,265.21,0,5280
242,Parkfield - Vineyard Cany 3W,371,36176,35.922,-120.534,308.87,0,4360
240,Parkfield - Vineyard Cany 2E,372,36177,35.973,-120.467,467.76,0,4600
204,Parkfield - Cholame 2E,373,36230,35.751,-120.259,522.74,0,5000
213,Parkfield - Fault Zone 1,374,36407,35.758,-120.307,178.27,0,5120
221,Parkfield - Fault Zone 3,375,36408,35.803,-120.334,211.74,0,5400
207,Parkfield - Cholame 3W,376,36410,35.724,-120.294,230.57,0,4640
209,Parkfield - Cholame 4W,377,36411,35.718,-120.304,410.4,0,4540
208,Parkfield - Cholame 4AW,378,36412,35.707,-120.316,283.38,0,4220
220,Parkfield - Fault Zone 2,379,36413,35.787,-120.334,294.26,0,5320
222,Parkfield - Fault Zone 4,380,36414,35.836,-120.395,220.75,0,5440
227,Parkfield - Gold Hill 1W,381,36415,35.818,-120.378,214.43,0,5380
229,Parkfield - Gold Hill 2W,382,36416,35.812,-120.391,290.5,0,5240
231,Parkfield - Gold Hill 3W,383,36420,35.796,-120.411,510.92,0,0
228,Parkfield - Gold Hill 2E,384,36421,35.843,-120.348,360.92,0,5560
235,Parkfield - Stone Corral 2E,385,36422,35.81,-120.282,566.33,0,5820
224,Parkfield - Fault Zone 7,386,36431,35.871,-120.404,297.46,0,5560
234,Parkfield - Gold Hill 6W,387,36432,35.738,-120.507,232.44,0,0
232,Parkfield - Gold Hill 4W,388,36433,35.785,-120.444,421.2,0,0
233,Parkfield - Gold Hill 5W,389,36434,35.77,-120.477,441.37,0,0
236,Parkfield - Stone Corral 3E,390,36437,35.833,-120.27,565.08,0,6320
237,Parkfield - Stone Corral 4E,391,36438,35.855,-120.281,492.43,0,6300
230,Parkfield - Gold Hill 3E,392,36439,35.87,-120.334,450.61,0,5580
244,Parkfield - Vineyard Cany 5W,393,36440,35.885,-120.565,320.39,0,4120
