Num	Simulation name	Network	Code	Lat	Lon
224	station.224	CE	14824	33.8677	-118.2903
225	station.225	CE	14825	33.9762	-118.2086
226	station.226	CE	14826	33.9964	-118.2544
227	station.227	CE	14827	33.92	-118.1273
228	station.228	CE	14828	33.939	-118.0989
229	station.229	CE	14829	33.8829	-118.1179
230	station.230	CE	14830	33.8465	-118.1069
231	station.231	CE	14831	33.7918	-118.3203
232	station.232	CE	14834	33.9219	-118.3268
233	station.233	CE	14835	33.7809	-118.2618
234	station.234	CE	14840	33.9463	-118.0011
235	station.235	CE	14844	33.9689	-118.1492
236	station.236	CE	14845	33.7899	-118.2969
237	station.237	CE	14846	33.8108	-118.2769
238	station.238	CE	14847	33.8268	-118.2167
239	station.239	CE	14868	33.806	-118.1642
240	station.240	CE	14869	33.8182	-118.1082
241	station.241	CE	14870	33.7983	-118.1367
242	station.242	CE	14871	33.7631	-118.1682
243	station.243	CE	14872	33.873	-118.1755
244	station.244	CE	14901	33.562	-118.117
245	station.245	CE	14934	33.9386	-118.3005
246	station.246	CE	14935	33.8675	-118.2618
247	station.247	CE	14936	33.8337	-118.1608
248	station.248	CE	14937	33.9051	-118.0113
249	station.249	CE	14985	33.9914	-118.4594
250	station.250	CE	14988	33.909	-118.3148
251	station.251	CE	23024	34.147	-117.999
252	station.252	CE	23049	34.1252	-117.7773
253	station.253	CE	23056	34.0649	-117.893
254	station.254	CE	23057	34.043	-117.9116
255	station.255	CE	23063	34.5025	-117.897
256	station.256	CE	23073	34.422	-117.572
257	station.257	CE	23075	34.0464	-117.0352
258	station.258	CE	23077	34.057	-117.698
259	station.259	CE	23084	34.0328	-117.312
260	station.260	CE	23089	34.1125	-117.6806
261	station.261	CE	23090	34.1338	-117.5978
262	station.262	CE	23091	34.0135	-117.5106
263	station.263	CE	23107	34.104	-117.574
264	station.264	CE	23111	34.2468	-117.3014
265	station.265	CE	23112	34.262	-117.21
267	station.267	CE	23138	34.1247	-117.454
268	station.268	CE	23163	34.1229	-117.5398
269	station.269	CE	23164	34.0262	-117.1553
270	station.270	CE	23169	34.074	-117.183
271	station.271	CE	23173	34.0018	-117.8143
272	station.272	CE	23177	34.1406	-117.9671
273	station.273	CE	23178	34.1321	-117.9108
274	station.274	CE	23179	34.0959	-117.906
275	station.275	CE	23285	34.182	-117.324
276	station.276	CE	23287	34.066	-117.28
277	station.277	CE	23292	34.4257	-117.5444
278	station.278	CE	23327	34.0922	-117.8101
279	station.279	CE	23328	34.091	-117.809
280	station.280	CE	23416	34.032	-117.608
281	station.281	CE	23417	34.0332	-117.6073
282	station.282	CE	23481	34.056	-117.179
283	station.283	CE	23495	34.066	-117.215
284	station.284	CE	23497	34.104	-117.574
285	station.285	CE	23511	34.056	-117.75
286	station.286	CE	23516	34.065	-117.29
287	station.287	CE	23525	34.0563	-117.7487
288	station.288	CE	23542	34.065	-117.292
289	station.289	CE	23544	34.058	-117.753
290	station.290	CE	23547	34.0374	-117.2065
291	station.291	CE	23631	34.065	-117.296
292	station.292	CE	23634	34.132	-117.322
293	station.293	CE	23701	34.163	-117.333
294	station.294	CE	23732	34.2239	-117.331
295	station.295	CE	23773	34.0667	-117.9846
296	station.296	CE	23774	34.073	-117.939
297	station.297	CE	23780	34.0964	-117.2872
298	station.298	CE	23788	34.074	-117.351
299	station.299	CE	23792	34.064	-117.298
300	station.300	CE	23836	34.1136	-117.8512
301	station.301	CE	23837	34.0625	-117.785
302	station.302	CE	23842	33.9998	-117.9354
303	station.303	CE	23843	34.036	-117.95
304	station.304	CE	23895	34.0763	-117.6705
305	station.305	CE	23896	34.0773	-117.6215
306	station.306	CE	23897	34.1332	-117.2528
307	station.307	CE	23898	34.135	-117.3223
308	station.308	CE	23899	34.0692	-117.3981
309	station.309	CE	23912	34.0996	-117.4341
310	station.310	CE	23920	34.0035	-117.0588
311	station.311	CE	23938	34.0209	-117.8657
312	station.312	CE	23939	34.1211	-117.7382
313	station.313	CE	23940	34.0957	-117.7452
314	station.314	CE	23958	34.4393	-117.6466
315	station.315	CE	24008	34.058	-118.246
316	station.316	CE	24009	34.2585	-118.3014
317	station.317	CE	24010	34.2076	-118.2331
318	station.318	CE	24011	34.1266	-118.3455
319	station.319	CE	24012	34.1485	-118.3706
320	station.320	CE	24013	34.1941	-118.5888
321	station.321	CE	24014	34.0449	-118.5223
322	station.322	CE	24015	34.1963	-118.3413
323	station.323	CE	24016	34.1441	-118.2621
324	station.324	CE	24018	34.0409	-118.7108
325	station.325	CE	24020	34.0752	-118.2176
326	station.326	CE	24021	34.1741	-118.2001
327	station.327	CE	24022	34.155	-118.1327
328	station.328	CE	24023	34.1655	-118.1502
329	station.329	CE	24025	34.0408	-118.1296
330	station.330	CE	24029	34.1034	-118.1001
331	station.331	CE	24030	34.0971	-118.1306
332	station.332	CE	24033	34.0841	-118.1006
333	station.333	CE	24034	34.0255	-118.2301
334	station.334	CE	24039	34.004	-118.287
335	station.335	CE	24040	34.0312	-118.2078
336	station.336	CE	24048	34.0289	-118.4824
337	station.337	CE	24051	34.25	-118.5365
338	station.338	CE	24053	34.052	-118.242
339	station.339	CE	24054	34.221	-118.628
340	station.340	CE	24061	34.0055	-118.2308
341	station.341	CE	24062	34.6986	-118.0774
342	station.342	CE	24064	34.4341	-118.5319
343	station.343	CE	24087	34.2358	-118.4398
344	station.344	CE	24088	34.2959	-118.3756
345	station.345	CE	24104	34.289	-118.745
346	station.346	CE	24109	34.1079	-118.153
347	station.347	CE	24110	34.1086	-118.0578
348	station.348	CE	24114	34.0753	-118.0419
349	station.349	CE	24115	34.0955	-118.0119
350	station.350	CE	24117	34.5192	-118.2863
351	station.351	CE	24126	34.2887	-118.7467
352	station.352	CE	24157	34.0083	-118.3621
353	station.353	CE	24171	34.122	-118.283
354	station.354	CE	24185	34.288	-118.865
355	station.355	CE	24198	34.24	-118.565
356	station.356	CE	24202	34.031	-118.479
357	station.357	CE	24207	34.335	-118.397
358	station.358	CE	24209	34.486	-118.022
359	station.359	CE	24216	34.059	-118.246
360	station.360	CE	24222	34.054	-118.243
361	station.361	CE	24232	34.581	-118.135
362	station.362	CE	24236	34.09	-118.339
363	station.363	CE	24248	34.057	-118.206
364	station.364	CE	24249	34.058	-118.209
365	station.365	CE	24250	34.058	-118.208
366	station.366	CE	24260	34.062	-118.201
367	station.367	CE	24271	34.6736	-118.4309
368	station.368	CE	24277	34.4592	-118.6517
369	station.369	CE	24279	34.387	-118.533
370	station.370	CE	24280	34.461	-118.752
371	station.371	CE	24283	34.288	-118.881
372	station.372	CE	24288	34.056	-118.252
373	station.373	CE	24289	34.055	-118.251
374	station.374	CE	24293	34.7381	-118.2176
375	station.375	CE	24319	34.149	-118.143
376	station.376	CE	24322	34.154	-118.465
377	station.377	CE	24344	34.398	-118.554
378	station.378	CE	24354	34.398	-118.553
379	station.379	CE	24363	34.0578	-118.2096
380	station.380	CE	24370	34.185	-118.309
381	station.381	CE	24385	34.187	-118.312
382	station.382	CE	24386	34.22	-118.471
383	station.383	CE	24396	34.0123	-118.8023
384	station.384	CE	24399	34.2236	-118.0582
385	station.385	CE	24400	34.037	-118.178
386	station.386	CE	24401	34.1152	-118.1314
387	station.387	CE	24402	34.1769	-118.0972
388	station.388	CE	24407	34.334	-118.397
389	station.389	CE	24454	34.136	-118.126
390	station.390	CE	24461	34.07	-118.15
391	station.391	CE	24463	34.027	-118.225
392	station.392	CE	24464	34.137	-118.36
393	station.393	CE	24468	34.066	-118.169
394	station.394	CE	24514	34.326	-118.446
395	station.395	CE	24528	34.2712	-118.6772
396	station.396	CE	24546	34.146	-118.147
397	station.397	CE	24566	34.148	-118.153
398	station.398	CE	24567	34.05	-118.247
399	station.399	CE	24571	34.146	-118.144
400	station.400	CE	24575	34.663	-118.386
401	station.401	CE	24579	34.044	-118.262
402	station.402	CE	24581	34.049	-118.26
403	station.403	CE	24592	34.053	-118.171
404	station.404	CE	24602	34.051	-118.26
405	station.405	CE	24605	34.062	-118.201
406	station.406	CE	24611	34.0591	-118.2466
407	station.407	CE	24612	34.0428	-118.2723
408	station.408	CE	24629	34.048	-118.262
409	station.409	CE	24652	34.021	-118.288
410	station.410	CE	24655	34.021	-118.29
411	station.411	CE	24680	34.151	-118.454
412	station.412	CE	24689	34.149	-118.156
413	station.413	CE	24691	34.149	-118.15
414	station.414	CE	24694	34.335	-118.508
415	station.415	CE	24703	34.0362	-118.3784
416	station.416	CE	24704	34.037	-118.376
417	station.417	CE	24706	34.546	-118.13
418	station.418	CE	24713	34.055	-118.265
419	station.419	CE	24714	34.288	-118.408
420	station.420	CE	24722	34.1543	-118.464
421	station.421	CE	24723	34.05	-118.176
422	station.422	CE	24738	34.288	-118.865
423	station.423	CE	24752	34.1423	-118.3051
424	station.424	CE	24763	34.327	-118.444
425	station.425	CE	24764	34.16	-118.535
426	station.426	CE	24765	34.219	-118.429
427	station.427	CE	24800	34.2725	-118.4668
428	station.428	CE	24801	34.146	-118.4135
429	station.429	CE	24802	34.1619	-118.5014
430	station.430	CE	24803	34.1856	-118.6238
431	station.431	CE	24804	34.2191	-118.628
432	station.432	CE	24805	34.2289	-118.5289
433	station.433	CE	24806	34.2218	-118.5714
434	station.434	CE	24807	34.167	-118.597
435	station.435	CE	24808	34.1718	-118.4207
436	station.436	CE	24809	34.0972	-118.3533
437	station.437	CE	24810	34.1034	-118.3175
438	station.438	CE	24811	34.0837	-118.3081
439	station.439	CE	24812	34.1076	-118.2639
440	station.440	CE	24813	34.0969	-118.2312
441	station.441	CE	24814	34.1396	-118.2109
442	station.442	CE	24815	34.1994	-118.397
443	station.443	CE	24816	34.0488	-118.2913
444	station.444	CE	24817	34.0585	-118.4796
445	station.445	CE	24818	34.0411	-118.3493
446	station.446	CE	24819	34.0598	-118.4491
447	station.447	CE	24833	34.0627	-118.3156
448	station.448	CE	24838	34.0373	-118.2642
449	station.449	CE	24839	34.0582	-118.2522
450	station.450	CE	24841	34.0013	-118.0783
451	station.451	CE	24850	34.0317	-118.0192
452	station.452	CE	24851	34.0695	-118.3464
453	station.453	CE	24852	34.0245	-118.2853
454	station.454	CE	24853	34.0774	-118.2865
455	station.455	CE	24855	34.4135	-118.7966
456	station.456	CE	24856	34.1849	-118.8851
457	station.457	CE	24857	34.1862	-118.9296
458	station.458	CE	24858	34.1407	-118.8761
459	station.459	CE	24859	34.1811	-118.761
460	station.460	CE	24860	34.271	-118.7361
461	station.461	CE	24861	34.2623	-118.6702
462	station.462	CE	24863	34.2239	-118.9949
463	station.463	CE	24864	34.2565	-118.9958
464	station.464	CE	24865	34.1385	-118.3651
465	station.465	CE	24866	34.1933	-118.5484
466	station.466	CE	24909	34.0294	-118.4353
467	station.467	CE	24941	34.0174	-118.1468
468	station.468	CE	24943	34.1721	-118.2891
469	station.469	CE	24944	34.2302	-118.2528
470	station.470	CE	24945	34.1632	-118.2554
471	station.471	CE	24946	34.1733	-118.2285
472	station.472	CE	24947	34.1799	-118.3366
473	station.473	CE	24965	34.5702	-118.0301
474	station.474	CE	24967	34.6019	-118.182
475	station.475	CE	24970	34.0073	-118.4366
476	station.476	CE	24977	34.0411	-118.2478
477	station.477	CE	24978	34.0437	-118.4428
478	station.478	CE	24979	34.0289	-118.4087
479	station.479	CE	24980	34.0557	-118.2739
480	station.480	CE	24981	34.1676	-118.3788
481	station.481	CE	24982	34.1	-118.288
482	station.482	CE	24983	34.0507	-118.384
483	station.483	CE	24984	34.0212	-118.3251
484	station.484	CE	24986	34.257	-118.503
485	station.485	CE	24987	34.0125	-118.257
486	station.486	CE	25130	34.1754	-119.2257
487	station.487	CE	25131	34.1507	-119.198
488	station.488	CE	25134	34.221	-119.041
489	station.489	CE	25135	34.1864	-119.1787
490	station.490	CE	25147	34.1125	-119.1193
491	station.491	CE	25148	34.1089	-119.0658
492	station.492	CE	25245	34.228	-119.174
493	station.493	CE	25246	34.229	-119.175
494	station.494	CE	25282	34.2082	-119.0797
495	station.495	CE	25949	34.216	-119.155
496	station.496	CE	25969	34.215	-119.1573
497	station.497	CI	AGO	34.14647	-118.76699
498	station.498	CI	ALP	34.68708	-118.29946
499	station.499	CI	ARB	34.00431	-117.6054
500	station.500	CI	AZU	34.2198	-117.90121
501	station.501	ZY	BAHA	34.2337	-118.5455
502	station.502	CI	BAL	34.30764	-118.96713
503	station.503	CI	BBA	34.19551	-118.3534
504	station.504	CI	BBS	33.92139	-116.98058
505	station.505	ZY	BCPP	34.2024	-118.6986
506	station.506	ZY	BEAR	34.358	-118.3959
507	station.507	CI	BFS	34.23883	-117.65853
508	station.508	CI	BHP	33.99053	-118.36171
509	station.509	CI	BLC	34.24356	-118.67312
510	station.510	CI	BLU	34.40686	-117.72778
511	station.511	ZY	BRCY	34.3074	-118.6037
512	station.512	CI	BRE	33.80776	-117.98116
513	station.513	CI	BRS	33.97145	-116.91265
514	station.514	CI	BRT	34.61206	-117.96354
515	station.515	CI	BTP	34.68224	-118.57398
516	station.516	CI	BVH	34.07618	-118.3959
517	station.517	CI	CAB	34.15573	-118.64093
518	station.518	CI	CAC	34.13678	-118.12199
519	station.519	CI	CALB	34.1401	-118.62839
520	station.520	CI	CAM	34.25451	-119.03419
521	station.521	CI	CBC	34.14011	-118.1275
522	station.522	CI	CFL	34.33296	-118.02387
523	station.523	CI	CFS	34.10539	-117.28287
524	station.524	CI	CFT	34.03547	-117.11241
525	station.525	CI	CHF	34.33341	-118.02585
526	station.526	CI	CHI	34.18156	-119.22244
527	station.527	ZY	CHIM	34.2347	-118.528
528	station.528	CI	CHN	33.99879	-117.68044
529	station.529	CI	CJM	34.27117	-117.42448
530	station.530	CI	CJV	34.52978	-118.1445
531	station.531	CI	CJV2	34.52978	-118.1445
532	station.532	CI	CKC	34.13636	-117.17548
533	station.533	CI	CLM	34.09613	-117.72297
534	station.534	CI	CLO	34.22038	-119.00891
535	station.535	CI	CLT	34.09284	-117.31687
536	station.536	CI	COO	33.89604	-118.21639
537	station.537	CI	COQ	33.86054	-117.51049
538	station.538	ZY	CPCP	34.2114	-118.6081
539	station.539	CI	CPP	34.0602	-117.809
540	station.540	CI	CRN	33.87574	-117.56106
541	station.541	CI	CRP	34.13624	-118.12705
542	station.542	CI	CRS	34.24336	-117.26248
543	station.543	CI	CSD	34.307	-117.313
544	station.544	AZ	CSLB	33.7793	-118.1126
545	station.545	ZY	CSNR	34.2431	-118.5314
546	station.546	WR	CSP	34.29796	-117.35833
547	station.547	ZY	CWHP	34.2589	-118.573
548	station.548	CI	DBM	34.97877	-118.36107
549	station.549	CI	DEC	34.25353	-118.33383
550	station.550	ZY	DILL	34.3482	-118.357
551	station.551	CI	DJJ	34.10618	-118.45505
552	station.552	CI	DJJB	34.10618	-118.45505
553	station.553	CI	DLA	33.84822	-118.09624
554	station.554	CI	DLT	34.17003	-117.81083
555	station.555	ZY	DOSK	34.2409	-118.5198
556	station.556	CI	DSN	34.13614	-118.12745
557	station.557	CI	DSN5	34.17141	-118.18523
558	station.558	CI	DSN6	34.17141	-118.18523
559	station.559	CI	DVL	34.19986	-117.32899
560	station.560	ZY	EFRN	34.2314	-118.559
561	station.561	CI	EL2	34.5295	-117.6435
562	station.562	CI	ELM	34.52638	-117.64064
563	station.563	CI	ELS	33.64698	-117.42812
564	station.564	CI	ELS2	33.64907	-117.42604
565	station.565	CI	ESI	33.67388	-117.32643
566	station.566	ZY	ETHY	34.1657	-118.4175
567	station.567	FA	FABS	34.0668	-118.442
568	station.568	CI	FAL	34.30985	-117.81
569	station.569	CI	FIL	34.42335	-118.83531
570	station.570	ZY	FIRN	34.3089	-118.4468
571	station.571	CI	FLL	34.39727	-118.91807
572	station.572	ZY	FLMR	34.4123	-118.9323
573	station.573	CI	FMA	33.71828	-118.28485
574	station.574	CI	FMO	34.4092	-118.92121
575	station.575	CI	FMP	33.71264	-118.29381
576	station.576	CI	FON	34.09957	-117.43876
577	station.577	CI	FOX	34.74431	-118.23255
578	station.578	CI	FOX2	34.7339	-118.24046
579	station.579	CI	FUL	33.8717	-117.92251
580	station.580	CI	GAV	34.02248	-117.50492
581	station.581	CI	GFP	34.13165	-118.31978
582	station.582	CI	GOU	34.22119	-118.18834
583	station.583	CI	GR2	34.11816	-118.30024
584	station.584	CI	GRF	34.1192	-118.3004
585	station.585	CI	GRH	34.30803	-118.55954
586	station.586	CI	GSA	34.13677	-118.1283
587	station.587	CI	GVR	34.04972	-118.11995
588	station.588	ZY	HERK	34.3259	-118.4283
589	station.589	CI	HLL	34.17643	-118.35967
590	station.590	CI	HLN	34.12128	-117.21897
591	station.591	ZY	HLT	34.0365	-118.3818
592	station.592	CI	HOL	34.45831	-117.84539
593	station.593	CI	IPT	34.19701	-117.28498
594	station.594	CI	IR2	34.38807	-118.39972
595	station.595	CI	IRC	34.38851	-118.40304
596	station.596	CI	IVY	33.76025	-117.47678
597	station.597	NP	JAB	34.31092	-118.4967
598	station.598	ZY	JFPP	34.312	-118.496
599	station.599	NP	JGB	34.31313	-118.49918
600	station.600	CI	JNH	34.44795	-117.95705
601	station.601	CI	JNH2	34.44894	-117.95541
602	station.602	CI	JUN	34.46969	-117.87867
603	station.603	CI	KIK	34.15037	-118.10156
604	station.604	ZY	KLVC	33.8354	-118.159
605	station.605	ZY	KMAR	34.2462	-118.46
606	station.606	ZY	KMCH	34.2517	-118.5844
607	station.607	CI	KML	33.59738	-117.87909
608	station.608	ZY	KMNH	34.2395	-118.528
609	station.609	ZY	KMNL	34.2395	-118.528
610	station.610	ZY	KMNP	34.2395	-118.5317
611	station.611	ZY	KMSF	34.2835	-118.4385
612	station.612	ZY	KMVN	34.2063	-118.4487
613	station.613	ZY	KSRG	34.0596	-118.4736
