BEA	11x10	33.9558	-118.256	
BEA	11x11	33.9558	-118.245	
BEA	11x12	33.9559	-118.234	
BEA	11x13	33.9559	-118.223	
BEA	11x14	33.956	-118.213	
BEA	11x15	33.956	-118.202	
BEA	11x16	33.956	-118.191	
BEA	11x17	33.9561	-118.18	
BEA	11x18	33.9561	-118.169	
BEA	11x19	33.9561	-118.159	
BEA	12x00	33.9643	-118.364	
BEA	12x01	33.9644	-118.354	
BEA	12x02	33.9644	-118.343	
BEA	12x03	33.9645	-118.332	
BEA	12x04	33.9645	-118.321	
BEA	12x05	33.9646	-118.31	
BEA	12x06	33.9646	-118.299	
BEA	12x07	33.9647	-118.289	
BEA	12x08	33.9647	-118.278	
BEA	12x09	33.9647	-118.267	
BEA	12x10	33.9648	-118.256	
BEA	12x11	33.9648	-118.245	
BEA	12x12	33.9649	-118.234	
BEA	12x13	33.9649	-118.224	
BEA	12x14	33.9649	-118.213	
BEA	12x15	33.965	-118.202	
BEA	12x16	33.965	-118.191	
BEA	12x17	33.9651	-118.18	
BEA	12x18	33.9651	-118.169	
BEA	12x19	33.9651	-118.159	
BEA	13x00	33.9733	-118.364	
BEA	13x01	33.9734	-118.354	
BEA	13x02	33.9734	-118.343	
BEA	13x03	33.9734	-118.332	
BEA	13x04	33.9735	-118.321	
BEA	13x05	33.9735	-118.31	
BEA	13x06	33.9736	-118.299	
BEA	13x07	33.9736	-118.289	
BEA	13x08	33.9737	-118.278	
BEA	13x09	33.9737	-118.267	
BEA	13x10	33.9738	-118.256	
BEA	13x11	33.9738	-118.245	
BEA	13x12	33.9738	-118.234	
BEA	13x13	33.9739	-118.224	
BEA	13x14	33.9739	-118.213	
BEA	13x15	33.974	-118.202	
BEA	13x16	33.974	-118.191	
BEA	13x17	33.974	-118.18	
BEA	13x18	33.9741	-118.169	
BEA	13x19	33.9741	-118.159	
BEA	14x00	33.9823	-118.364	
BEA	14x01	33.9823	-118.354	
BEA	14x02	33.9824	-118.343	
BEA	14x03	33.9824	-118.332	
BEA	14x04	33.9825	-118.321	
BEA	14x05	33.9825	-118.31	
BEA	14x06	33.9826	-118.299	
BEA	14x07	33.9826	-118.289	
BEA	14x08	33.9827	-118.278	
BEA	14x09	33.9827	-118.267	
BEA	14x10	33.9827	-118.256	
BEA	14x11	33.9828	-118.245	
BEA	14x12	33.9828	-118.234	
BEA	14x13	33.9829	-118.224	
BEA	14x14	33.9829	-118.213	
BEA	14x15	33.9829	-118.202	
BEA	14x16	33.983	-118.191	
BEA	14x17	33.983	-118.18	
BEA	14x18	33.9831	-118.169	
BEA	14x19	33.9831	-118.159	
BEA	15x00	33.9913	-118.365	
BEA	15x01	33.9913	-118.354	
BEA	15x02	33.9914	-118.343	
BEA	15x03	33.9914	-118.332	
BEA	15x04	33.9915	-118.321	
BEA	15x05	33.9915	-118.31	
BEA	15x06	33.9916	-118.3	
BEA	15x07	33.9916	-118.289	
BEA	15x08	33.9916	-118.278	
BEA	15x09	33.9917	-118.267	
BEA	15x10	33.9917	-118.256	
BEA	15x11	33.9918	-118.245	
BEA	15x12	33.9918	-118.235	
BEA	15x13	33.9919	-118.224	
BEA	15x14	33.9919	-118.213	
BEA	15x15	33.9919	-118.202	
BEA	15x16	33.992	-118.191	
BEA	15x17	33.992	-118.18	
BEA	15x18	33.992	-118.169	
BEA	15x19	33.9921	-118.159	
BEA	16x00	34.0003	-118.365	
BEA	16x01	34.0003	-118.354	
BEA	16x02	34.0004	-118.343	
BEA	16x03	34.0004	-118.332	
BEA	16x04	34.0004	-118.321	
BEA	16x05	34.0005	-118.31	
BEA	16x06	34.0005	-118.3	
BEA	16x07	34.0006	-118.289	
BEA	16x08	34.0006	-118.278	
BEA	16x09	34.0007	-118.267	
BEA	16x10	34.0007	-118.256	
BEA	16x11	34.0008	-118.245	
BEA	16x12	34.0008	-118.235	
BEA	16x13	34.0008	-118.224	
BEA	16x14	34.0009	-118.213	
BEA	16x15	34.0009	-118.202	
BEA	16x16	34.0009	-118.191	
BEA	16x17	34.001	-118.18	
BEA	16x18	34.001	-118.17	
BEA	16x19	34.0011	-118.159	
BEA	17x00	34.0092	-118.365	
BEA	17x01	34.0093	-118.354	
BEA	17x02	34.0093	-118.343	
BEA	17x03	34.0094	-118.332	
BEA	17x04	34.0094	-118.321	
BEA	17x05	34.0095	-118.31	
BEA	17x06	34.0095	-118.3	
BEA	17x07	34.0096	-118.289	
BEA	17x08	34.0096	-118.278	
BEA	17x09	34.0097	-118.267	
BEA	17x10	34.0097	-118.256	
BEA	17x11	34.0097	-118.245	
BEA	17x12	34.0098	-118.235	
BEA	17x13	34.0098	-118.224	
BEA	17x14	34.0099	-118.213	
BEA	17x15	34.0099	-118.202	
BEA	17x16	34.0099	-118.191	
BEA	17x17	34.01	-118.18	
BEA	17x18	34.01	-118.17	
BEA	17x19	34.01	-118.159	
BEA	18x00	34.0182	-118.365	
BEA	18x01	34.0183	-118.354	
BEA	18x02	34.0183	-118.343	
BEA	18x03	34.0184	-118.332	
BEA	18x04	34.0184	-118.321	
BEA	18x05	34.0185	-118.311	
BEA	18x06	34.0185	-118.3	
BEA	18x07	34.0186	-118.289	
BEA	18x08	34.0186	-118.278	
BEA	18x09	34.0186	-118.267	
BEA	18x10	34.0187	-118.256	
BEA	18x11	34.0187	-118.245	
BEA	18x12	34.0188	-118.235	
BEA	18x13	34.0188	-118.224	
BEA	18x14	34.0188	-118.213	
BEA	18x15	34.0189	-118.202	
BEA	18x16	34.0189	-118.191	
BEA	18x17	34.019	-118.18	
BEA	18x18	34.019	-118.17	
BEA	18x19	34.019	-118.159	
BEA	19x00	34.0272	-118.365	
BEA	19x01	34.0272	-118.354	
BEA	19x02	34.0273	-118.343	
BEA	19x03	34.0273	-118.332	
BEA	19x04	34.0274	-118.321	
BEA	19x05	34.0274	-118.311	
BEA	19x06	34.0275	-118.3	
BEA	19x07	34.0275	-118.289	
BEA	19x08	34.0276	-118.278	
BEA	19x09	34.0276	-118.267	
BEA	19x10	34.0277	-118.256	
BEA	19x11	34.0277	-118.246	
BEA	19x12	34.0277	-118.235	
BEA	19x13	34.0278	-118.224	
BEA	19x14	34.0278	-118.213	
BEA	19x15	34.0279	-118.202	
BEA	19x16	34.0279	-118.191	
BEA	19x17	34.0279	-118.181	
BEA	19x18	34.028	-118.17	
BEA	19x19	34.028	-118.159	
