NET	STA	CHA	LOC	STANAME	LAT	LON	ELEV	ONDATE	OFFDATE	EDEPTH	REALTIME
CE	14035	HNN	--	Culver City - Sepulveda & Sawt	33.9927	-118.3963	2	4/17/03	2/24/14	0	
CE	14035	HNZ	--	Culver City - Sepulveda & Sawt	33.9927	-118.3963	2	4/17/03	2/24/14	0	
CE	14036	HNE	--	Redondo Beach - Grant & Mackay	33.8688	-118.3683	23	5/29/02	1/1/00	0	
CE	14036	HNN	--	Redondo Beach - Grant & Mackay	33.8688	-118.3683	23	5/29/02	1/1/00	0	
CE	14036	HNZ	--	Redondo Beach - Grant & Mackay	33.8688	-118.3683	23	5/29/02	1/1/00	0	
CE	14037	HNE	--	Torrance - Pac. Coast Hwy & Ro	33.7967	-118.338	36	3/20/03	1/1/00	0	
CE	14037	HNN	--	Torrance - Pac. Coast Hwy & Ro	33.7967	-118.338	36	3/20/03	1/1/00	0	
CE	14037	HNZ	--	Torrance - Pac. Coast Hwy & Ro	33.7967	-118.338	36	3/20/03	1/1/00	0	
CE	14038	HNE	--	Torrance - Pac. Coast Hwy & Ca	33.8132	-118.3702	27	3/20/03	1/1/00	0	
CE	14038	HNN	--	Torrance - Pac. Coast Hwy & Ca	33.8132	-118.3702	27	3/20/03	1/1/00	0	
CE	14038	HNZ	--	Torrance - Pac. Coast Hwy & Ca	33.8132	-118.3702	27	3/20/03	1/1/00	0	
CE	14041	HNE	--	Montebello - Date & Greenwood	33.991	-118.1212	55	2/19/03	1/1/00	0	
CE	14041	HNN	--	Montebello - Date & Greenwood	33.991	-118.1212	55	2/19/03	1/1/00	0	
CE	14041	HNZ	--	Montebello - Date & Greenwood	33.991	-118.1212	55	2/19/03	1/1/00	0	
CE	14043	HNE	--	Inglewood - 108th & Crenshaw	33.9385	-118.3269	31	4/16/03	1/1/00	0	
CE	14043	HNN	--	Inglewood - 108th & Crenshaw	33.9385	-118.3269	31	4/16/03	1/1/00	0	
CE	14043	HNZ	--	Inglewood - 108th & Crenshaw	33.9385	-118.3269	31	4/16/03	1/1/00	0	
CE	14044	HNE	--	Inglewood - Centinela & La Bre	33.9763	-118.3534	53	4/17/03	1/1/00	0	
CE	14044	HNN	--	Inglewood - Centinela & La Bre	33.9763	-118.3534	53	4/17/03	1/1/00	0	
CE	14044	HNZ	--	Inglewood - Centinela & La Bre	33.9763	-118.3534	53	4/17/03	1/1/00	0	
CE	14050	HNE	--	Torrance - Carson & Hawthorne	33.8337	-118.3559	22	3/20/03	1/1/00	0	
CE	14050	HNN	--	Torrance - Carson & Hawthorne	33.8337	-118.3559	22	3/20/03	1/1/00	0	
CE	14050	HNZ	--	Torrance - Carson & Hawthorne	33.8337	-118.3559	22	3/20/03	1/1/00	0	
CE	14058	HNE	--	Compton - Long Beach & Palmer	33.898	-118.2088	21	3/18/03	1/1/00	0	
CE	14058	HNN	--	Compton - Long Beach & Palmer	33.898	-118.2088	21	3/18/03	1/1/00	0	
CE	14058	HNZ	--	Compton - Long Beach & Palmer	33.898	-118.2088	21	3/18/03	1/1/00	0	
CE	14059	HNE	--	Compton - Hwy 91 & Wilmington	33.8758	-118.2397	32	3/18/03	1/1/00	0	
CE	14059	HNN	--	Compton - Hwy 91 & Wilmington	33.8758	-118.2397	32	3/18/03	1/1/00	0	
CE	14059	HNZ	--	Compton - Hwy 91 & Wilmington	33.8758	-118.2397	32	3/18/03	1/1/00	0	
CE	14060	HNE	--	Vernon - I710 & Bandini	33.999	-118.1782	46	2/20/03	1/1/00	0	
CE	14060	HNN	--	Vernon - I710 & Bandini	33.999	-118.1782	46	2/20/03	1/1/00	0	
CE	14060	HNZ	--	Vernon - I710 & Bandini	33.999	-118.1782	46	2/20/03	1/1/00	0	
CE	14125	HNE	--	Long Beach - Municipal Airport	33.8179	-118.1581	16	12/13/01	1/1/00	0	
CE	14125	HNN	--	Long Beach - Municipal Airport	33.8179	-118.1581	16	12/13/01	1/1/00	0	
CE	14125	HNZ	--	Long Beach - Municipal Airport	33.8179	-118.1581	16	12/13/01	1/1/00	0	
CE	14159	HNE	--	San Pedro - Palos Verdes Fire	33.722	-118.3103	122	5/28/02	1/1/00	0	
CE	14159	HNN	--	San Pedro - Palos Verdes Fire	33.722	-118.3103	122	5/28/02	1/1/00	0	
CE	14159	HNZ	--	San Pedro - Palos Verdes Fire	33.722	-118.3103	122	5/28/02	1/1/00	0	
CE	14175	HN2	--	Lynwood - Imperial Hwy & Long	33.931	-118.214	23	2/20/02	2/7/05	0	
CE	14175	HN3	--	Lynwood - Imperial Hwy & Long	33.931	-118.214	23	2/20/02	2/7/05	0	
CE	14175	HNE	--	Lynwood - Imperial Hwy & Long	33.9307	-118.2143	23	2/7/05	1/1/00	0	
CE	14175	HNN	--	Lynwood - Imperial Hwy & Long	33.9307	-118.2143	23	2/7/05	1/1/00	0	
CE	14175	HNZ	--	Lynwood - Imperial Hwy & Long	33.931	-118.214	23	2/20/02	2/7/05	0	
CE	14175	HNZ	--	Lynwood - Imperial Hwy & Long	33.9307	-118.2143	23	2/7/05	1/1/00	0	
CE	14176	HN2	--	Southgate - Atlantic & Souther	33.948	-118.1837	25	2/19/02	10/18/05	0	
CE	14176	HN3	--	Southgate - Atlantic & Souther	33.948	-118.1837	25	2/19/02	10/18/05	0	
CE	14176	HNZ	--	Southgate - Atlantic & Souther	33.948	-118.1837	25	2/19/02	1/1/00	0	
CE	14221	HN2	--	Manhattan Beach - Civic Center	33.8883	-118.4098	33	3/5/04	2/13/14	0	
CE	14221	HN3	--	Manhattan Beach - Civic Center	33.8883	-118.4098	33	3/5/04	2/13/14	0	
CE	14221	HNZ	--	Manhattan Beach - Civic Center	33.8883	-118.4098	33	3/5/04	1/1/00	0	
CE	14241	HNE	--	Long Beach - Recreation Park	33.7772	-118.1334	5	11/1/01	1/1/00	0	
CE	14241	HNN	--	Long Beach - Recreation Park	33.7772	-118.1334	5	11/1/01	1/1/00	0	
CE	14241	HNZ	--	Long Beach - Recreation Park	33.7772	-118.1334	5	11/1/01	1/1/00	0	
CE	14242	HNE	--	Long Beach - Rancho Los Cerrit	33.84	-118.1952	15	11/5/01	1/1/00	0	
CE	14242	HNN	--	Long Beach - Rancho Los Cerrit	33.84	-118.1952	15	11/5/01	1/1/00	0	
CE	14242	HNZ	--	Long Beach - Rancho Los Cerrit	33.84	-118.1952	15	11/5/01	1/1/00	0	
CE	14368	HNE	--	Downey - County Maint. Bldg.	33.9239	-118.1679	23	9/9/97	1/1/00	0	
CE	14368	HNN	--	Downey - County Maint. Bldg.	33.9239	-118.1679	23	9/9/97	1/1/00	0	
CE	14368	HNZ	--	Downey - County Maint. Bldg.	33.9239	-118.1679	23	9/9/97	1/1/00	0	
CE	14400	HNE	--	Hawaiian Gardens - 212th & Nor	33.837	-118.0724	16	12/12/01	1/1/00	0	
CE	14400	HNN	--	Hawaiian Gardens - 212th & Nor	33.837	-118.0724	16	12/12/01	1/1/00	0	
CE	14400	HNZ	--	Hawaiian Gardens - 212th & Nor	33.837	-118.0724	16	12/12/01	1/1/00	0	
CE	14403	HNE	--	Los Angeles - 116th St. School	33.929	-118.26	26	7/30/97	12/12/08	0	
CE	14403	HNE	--	Los Angeles - 116th St. School	33.929	-118.2611	26	12/12/08	1/1/00	0	
CE	14403	HNN	--	Los Angeles - 116th St. School	33.929	-118.26	26	7/30/97	12/12/08	0	
CE	14403	HNN	--	Los Angeles - 116th St. School	33.929	-118.2611	26	12/12/08	1/1/00	0	
CE	14403	HNZ	--	Los Angeles - 116th St. School	33.929	-118.26	26	7/30/97	12/12/08	0	
CE	14403	HNZ	--	Los Angeles - 116th St. School	33.929	-118.2611	26	12/12/08	1/1/00	0	
CE	14404	HNE	--	Rancho Palos Verdes - Hawthorn	33.7455	-118.3969	122	9/16/97	1/1/00	0	
CE	14404	HNN	--	Rancho Palos Verdes - Hawthorn	33.7455	-118.3969	122	9/16/97	1/1/00	0	
CE	14404	HNZ	--	Rancho Palos Verdes - Hawthorn	33.7455	-118.3969	122	9/16/97	1/1/00	0	
CE	14405	HNE	--	Rolling Hills Estates - R. Vis	33.7872	-118.3569	134	3/7/02	1/1/00	0	
CE	14405	HNN	--	Rolling Hills Estates - R. Vis	33.7872	-118.3569	134	3/7/02	1/1/00	0	
CE	14405	HNZ	--	Rolling Hills Estates - R. Vis	33.7872	-118.3569	134	3/7/02	1/1/00	0	
CE	14532	HNE	--	San Pedro - W 7th & S Butte	33.738	-118.3063	82	9/25/12	1/1/00	0	
CE	14532	HNN	--	San Pedro - W 7th & S Butte	33.738	-118.3063	82	9/25/12	1/1/00	0	
CE	14532	HNZ	--	San Pedro - W 7th & S Butte	33.738	-118.3063	82	9/25/12	1/1/00	0	
CE	14537	HNE	--	Inglewood - Hollywood Park	33.9517	-118.3362	40	3/12/07	3/11/14	0	
CE	14537	HNN	--	Inglewood - Hollywood Park	33.9517	-118.3362	40	3/12/07	3/11/14	0	
CE	14537	HNZ	--	Inglewood - Hollywood Park	33.9517	-118.3362	40	3/12/07	3/11/14	0	
CE	14560	HNE	--	Long Beach - City Hall Grounds	33.7686	-118.1965	8	8/13/98	1/1/00	0	
CE	14560	HNN	--	Long Beach - City Hall Grounds	33.7686	-118.1965	8	8/13/98	1/1/00	0	
CE	14560	HNZ	--	Long Beach - City Hall Grounds	33.7686	-118.1965	8	8/13/98	1/1/00	0	
CE	14767	HNE	--	Los Angeles - Manchester & Osa	33.9628	-118.3804	27	3/5/04	1/1/00	0	
CE	14767	HNN	--	Los Angeles - Manchester & Osa	33.9628	-118.3804	27	3/5/04	1/1/00	0	
CE	14767	HNZ	--	Los Angeles - Manchester & Osa	33.9628	-118.3804	27	3/5/04	1/1/00	0	
CE	14787	HNE	--	Los Angeles - MLK Hospital Gro	33.9244	-118.2394	27	3/5/04	1/1/00	0	
CE	14787	HNN	--	Los Angeles - MLK Hospital Gro	33.9244	-118.2394	27	3/5/04	1/1/00	0	
CE	14787	HNZ	--	Los Angeles - MLK Hospital Gro	33.9244	-118.2394	27	3/5/04	1/1/00	0	
CE	14820	HNE	--	Los Angeles - 54th & Crenshaw	33.9934	-118.3425	85	4/17/03	1/1/00	0	
CE	14820	HNN	--	Los Angeles - 54th & Crenshaw	33.9934	-118.3425	85	4/17/03	1/1/00	0	
CE	14820	HNZ	--	Los Angeles - 54th & Crenshaw	33.9934	-118.3425	85	4/17/03	1/1/00	0	
CE	14821	HNE	--	Los Angeles - Vermont & 78th	33.9686	-118.2912	44	12/3/99	1/1/00	0	
CE	14821	HNN	--	Los Angeles - Vermont & 78th	33.9686	-118.2912	44	12/3/99	1/1/00	0	
CE	14821	HNZ	--	Los Angeles - Vermont & 78th	33.9686	-118.2912	44	12/3/99	1/1/00	0	
CE	14822	HNE	--	Los Angeles - Century & Aviati	33.945	-118.38	29	4/10/03	3/24/11	0	
CE	14822	HNE	--	Los Angeles - Century & Aviati	33.945	-118.3811	29	3/24/11	1/1/00	0	
CE	14822	HNN	--	Los Angeles - Century & Aviati	33.945	-118.38	29	4/10/03	3/24/11	0	
CE	14822	HNN	--	Los Angeles - Century & Aviati	33.945	-118.3811	29	3/24/11	1/1/00	0	
CE	14822	HNZ	--	Los Angeles - Century & Aviati	33.945	-118.38	29	4/10/03	3/24/11	0	
CE	14822	HNZ	--	Los Angeles - Century & Aviati	33.945	-118.3811	29	3/24/11	1/1/00	0	
CE	14823	HNE	--	Los Angeles - 103rd & Compton	33.944	-118.246	33	12/3/99	3/27/08	0	
CE	14823	HNN	--	Los Angeles - 103rd & Compton	33.944	-118.246	33	12/3/99	3/27/08	0	
CE	14823	HNZ	--	Los Angeles - 103rd & Compton	33.944	-118.246	33	12/3/99	3/27/08	0	
CE	14824	HNE	--	Los Angeles - Vermont & 182nd	33.8677	-118.2903	7	3/20/03	1/1/00	0	
CE	14824	HNN	--	Los Angeles - Vermont & 182nd	33.8677	-118.2903	7	3/20/03	1/1/00	0	
CE	14824	HNZ	--	Los Angeles - Vermont & 182nd	33.8677	-118.2903	7	3/20/03	1/1/00	0	
CE	14825	HNE	--	Huntington Park - Saturn & Hoo	33.9762	-118.2086	45	10/23/02	1/1/00	0	
CE	14825	HNN	--	Huntington Park - Saturn & Hoo	33.9762	-118.2086	45	10/23/02	1/1/00	0	
CE	14825	HNZ	--	Huntington Park - Saturn & Hoo	33.9762	-118.2086	45	10/23/02	1/1/00	0	
CE	14826	HNE	--	Los Angeles - 52nd & Central	33.9964	-118.2544	55	12/3/99	1/1/00	0	
CE	14826	HNN	--	Los Angeles - 52nd & Central	33.9964	-118.2544	55	12/3/99	1/1/00	0	
CE	14826	HNZ	--	Los Angeles - 52nd & Central	33.9964	-118.2544	55	12/3/99	1/1/00	0	
CE	14827	HNE	--	Downey - Imperial & Bellflower	33.92	-118.1273	29	3/4/03	1/1/00	0	
CE	14827	HNN	--	Downey - Imperial & Bellflower	33.92	-118.1273	29	3/4/03	1/1/00	0	
CE	14827	HNZ	--	Downey - Imperial & Bellflower	33.92	-118.1273	29	3/4/03	1/1/00	0	
CE	14828	HNE	--	Downey - Florence & I605	33.939	-118.0989	37	1/16/02	1/1/00	0	
CE	14828	HNN	--	Downey - Florence & I605	33.939	-118.0989	37	1/16/02	1/1/00	0	
CE	14828	HNZ	--	Downey - Florence & I605	33.939	-118.0989	37	1/16/02	1/1/00	0	
CE	14829	HNE	--	Bellflower - Flora Vista & Woo	33.883	-118.117	21	11/3/99	3/11/09	0	
CE	14829	HNE	--	Bellflower - Flora Vista & Woo	33.8829	-118.1179	21	3/11/09	1/1/00	0	
CE	14829	HNN	--	Bellflower - Flora Vista & Woo	33.883	-118.117	21	11/3/99	3/11/09	0	
CE	14829	HNN	--	Bellflower - Flora Vista & Woo	33.8829	-118.1179	21	3/11/09	1/1/00	0	
CE	14829	HNZ	--	Bellflower - Flora Vista & Woo	33.883	-118.117	21	11/3/99	3/11/09	0	
CE	14829	HNZ	--	Bellflower - Flora Vista & Woo	33.8829	-118.1179	21	3/11/09	1/1/00	0	
CE	14830	HNE	--	Lakewood - Del Amo & Palo Verd	33.8465	-118.1069	14	9/29/00	1/1/00	0	
CE	14830	HNN	--	Lakewood - Del Amo & Palo Verd	33.8465	-118.1069	14	9/29/00	1/1/00	0	
CE	14830	HNZ	--	Lakewood - Del Amo & Palo Verd	33.8465	-118.1069	14	9/29/00	1/1/00	0	
CE	14831	HNE	--	Lomita - Narbonne & Pacific Co	33.792	-118.319	32	2/21/02	8/31/05	0	
CE	14831	HNE	--	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	9/1/05	1/1/00	0	
CE	14831	HNE	10	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	7/27/16	1/1/00	0	*realtime
CE	14831	HNN	--	Lomita - Narbonne & Pacific Co	33.792	-118.319	32	2/21/02	8/31/05	0	
CE	14831	HNN	--	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	9/1/05	1/1/00	0	
CE	14831	HNN	10	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	7/27/16	1/1/00	0	*realtime
CE	14831	HNZ	--	Lomita - Narbonne & Pacific Co	33.792	-118.319	32	2/21/02	8/31/05	0	
CE	14831	HNZ	--	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	9/1/05	1/1/00	0	
CE	14831	HNZ	10	Lomita - Narbonne & Pacific Co	33.7918	-118.3203	32	7/27/16	1/1/00	0	*realtime
CE	14834	HNE	--	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	11/5/99	1/1/00	0	
CE	14834	HNE	10	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	8/13/15	1/1/00	0	*realtime
CE	14834	HNN	--	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	11/5/99	1/1/00	0	
CE	14834	HNN	10	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	8/13/15	1/1/00	0	*realtime
CE	14834	HNZ	--	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	11/5/99	1/1/00	0	
CE	14834	HNZ	10	Hawthorne - Crenshaw & El Segu	33.9219	-118.3268	17	8/13/15	1/1/00	0	*realtime
CE	14835	HNE	--	Wilmington - Avalon & Anaheim	33.7809	-118.2618	7	1/4/05	1/1/00	0	
CE	14835	HNN	--	Wilmington - Avalon & Anaheim	33.7809	-118.2618	7	1/4/05	1/1/00	0	
CE	14835	HNZ	--	Wilmington - Avalon & Anaheim	33.7809	-118.2618	7	1/4/05	1/1/00	0	
CE	14840	HN2	--	Whittier - Scott & Whittier	33.9463	-118.0011	77	11/3/99	1/1/00	0	
CE	14840	HN3	--	Whittier - Scott & Whittier	33.9463	-118.0011	77	11/3/99	1/1/00	0	
CE	14840	HNZ	--	Whittier - Scott & Whittier	33.9463	-118.0011	77	11/3/99	1/1/00	0	
CE	14844	HNE	--	Bell Gardens - Garfield & Flor	33.9689	-118.1492	37	1/7/03	1/1/00	0	
CE	14844	HNN	--	Bell Gardens - Garfield & Flor	33.9689	-118.1492	37	1/7/03	1/1/00	0	
CE	14844	HNZ	--	Bell Gardens - Garfield & Flor	33.9689	-118.1492	37	1/7/03	1/1/00	0	
CE	14845	HNE	--	Harbor City - Normandie & Pac.	33.7899	-118.2969	14	6/26/03	1/1/00	0	
CE	14845	HNN	--	Harbor City - Normandie & Pac.	33.7899	-118.2969	14	6/26/03	1/1/00	0	
CE	14845	HNZ	--	Harbor City - Normandie & Pac.	33.7899	-118.2969	14	6/26/03	1/1/00	0	
CE	14846	HNE	--	Carson - Main & Sepulveda	33.8108	-118.2769	12	11/16/00	1/1/00	0	
CE	14846	HNN	--	Carson - Main & Sepulveda	33.8108	-118.2769	12	11/16/00	1/1/00	0	
CE	14846	HNZ	--	Carson - Main & Sepulveda	33.8108	-118.2769	12	11/16/00	1/1/00	0	
CE	14847	HNE	--	Long Beach - Santa Fe Ave & I4	33.8268	-118.2167	8	1/30/01	1/1/00	0	
CE	14847	HNN	--	Long Beach - Santa Fe Ave & I4	33.8268	-118.2167	8	1/30/01	1/1/00	0	
CE	14847	HNZ	--	Long Beach - Santa Fe Ave & I4	33.8268	-118.2167	8	1/30/01	1/1/00	0	
CE	14868	HNE	--	Long Beach - Willow & Cherry	33.806	-118.1642	34	3/5/03	1/1/00	0	
CE	14868	HNN	--	Long Beach - Willow & Cherry	33.806	-118.1642	34	3/5/03	1/1/00	0	
CE	14868	HNZ	--	Long Beach - Willow & Cherry	33.806	-118.1642	34	3/5/03	1/1/00	0	
CE	14869	HNE	--	Long Beach - Los Coyotes & Pal	33.8182	-118.1082	4	3/5/03	1/1/00	0	
CE	14869	HNN	--	Long Beach - Los Coyotes & Pal	33.8182	-118.1082	4	3/5/03	1/1/00	0	
CE	14869	HNZ	--	Long Beach - Los Coyotes & Pal	33.8182	-118.1082	4	3/5/03	1/1/00	0	
CE	14870	HNE	--	Long Beach - Los Coyotes & Ste	33.7983	-118.1367	6	11/2/99	1/1/00	0	
CE	14870	HNN	--	Long Beach - Los Coyotes & Ste	33.7983	-118.1367	6	11/2/99	1/1/00	0	
CE	14870	HNZ	--	Long Beach - Los Coyotes & Ste	33.7983	-118.1367	6	11/2/99	1/1/00	0	
CE	14871	HNE	--	Long Beach - Ocean Blvd & Cher	33.7631	-118.1682	2	3/6/02	1/1/00	0	
CE	14871	HNN	--	Long Beach - Ocean Blvd & Cher	33.7631	-118.1682	2	3/6/02	1/1/00	0	
CE	14871	HNZ	--	Long Beach - Ocean Blvd & Cher	33.7631	-118.1682	2	3/6/02	1/1/00	0	
CE	14872	HNE	--	Long Beach - Artesia & Orange	33.873	-118.1755	16	3/6/03	1/1/00	0	
CE	14872	HNN	--	Long Beach - Artesia & Orange	33.873	-118.1755	16	3/6/03	1/1/00	0	
CE	14872	HNZ	--	Long Beach - Artesia & Orange	33.873	-118.1755	16	3/6/03	1/1/00	0	
CE	14901	HL1	--	"MMS OBS Eureka, Newport Beach"	33.562	-118.117	0	10/12/04	7/16/08	213	
CE	14901	HL2	--	"MMS OBS Eureka, Newport Beach"	33.562	-118.117	0	10/12/04	7/16/08	213	
CE	14934	HNE	--	Los Angeles - Normandie & 108t	33.9386	-118.3005	66	4/10/03	1/1/00	0	
CE	14934	HNN	--	Los Angeles - Normandie & 108t	33.9386	-118.3005	66	4/10/03	1/1/00	0	
CE	14934	HNZ	--	Los Angeles - Normandie & 108t	33.9386	-118.3005	66	4/10/03	1/1/00	0	
CE	14935	HNE	--	Carson - Victoria & Avalon	33.8675	-118.2618	23	5/29/02	1/1/00	0	
CE	14935	HNE	10	Carson - Victoria & Avalon	33.8675	-118.2618	23	3/20/18	1/1/00	0	*realtime
CE	14935	HNN	--	Carson - Victoria & Avalon	33.8675	-118.2618	23	5/29/02	1/1/00	0	
CE	14935	HNN	10	Carson - Victoria & Avalon	33.8675	-118.2618	23	3/20/18	1/1/00	0	*realtime
CE	14935	HNZ	--	Carson - Victoria & Avalon	33.8675	-118.2618	23	5/29/02	1/1/00	0	
CE	14935	HNZ	10	Carson - Victoria & Avalon	33.8675	-118.2618	23	3/20/18	1/1/00	0	*realtime
CE	14936	HNE	--	Lakewood - Carson & Paramount	33.8337	-118.1608	22	3/6/03	1/1/00	0	
CE	14936	HNN	--	Lakewood - Carson & Paramount	33.8337	-118.1608	22	3/6/03	1/1/00	0	
CE	14936	HNZ	--	Lakewood - Carson & Paramount	33.8337	-118.1608	22	3/6/03	1/1/00	0	
CE	14937	HNE	--	La Mirada - Civic Center	33.9051	-118.0113	49	1/28/03	1/1/00	0	
CE	14937	HNN	--	La Mirada - Civic Center	33.9051	-118.0113	49	1/28/03	1/1/00	0	
CE	14937	HNZ	--	La Mirada - Civic Center	33.9051	-118.0113	49	1/28/03	1/1/00	0	
CE	14985	HN2	--	Los Angeles - Venice Blvd & Sh	33.9914	-118.4594	3	5/9/02	1/1/00	0	
CE	14985	HN3	--	Los Angeles - Venice Blvd & Sh	33.9914	-118.4594	3	5/9/02	1/1/00	0	
CE	14985	HNZ	--	Los Angeles - Venice Blvd & Sh	33.9914	-118.4594	3	5/9/02	1/1/00	0	
CE	14988	HNE	--	Gardena - 135th & Van Ness	33.909	-118.3148	14	5/29/02	1/1/00	0	
CE	14988	HNN	--	Gardena - 135th & Van Ness	33.909	-118.3148	14	5/29/02	1/1/00	0	
CE	14988	HNZ	--	Gardena - 135th & Van Ness	33.909	-118.3148	14	5/29/02	1/1/00	0	
CE	20955	HNE	--	Big River - Rio Mesa & Capistr	34.1335	-114.3723	130	4/9/03	1/1/00	0	
CE	20955	HNN	--	Big River - Rio Mesa & Capistr	34.1335	-114.3723	130	4/9/03	1/1/00	0	
CE	20955	HNZ	--	Big River - Rio Mesa & Capistr	34.1335	-114.3723	130	4/9/03	1/1/00	0	
CE	21513	HNE	10	Twentynine Palms - Zelda & Amb	34.1657	-115.747	370	11/8/18	1/1/00	0	*realtime
CE	21513	HNN	10	Twentynine Palms - Zelda & Amb	34.1657	-115.747	370	11/8/18	1/1/00	0	*realtime
CE	21513	HNZ	10	Twentynine Palms - Zelda & Amb	34.1657	-115.747	370	11/8/18	1/1/00	0	*realtime
CE	22074	HNE	--	Yermo - Fire Station	34.9037	-116.8243	588	11/19/99	1/1/00	0	
CE	22074	HNN	--	Yermo - Fire Station	34.9037	-116.8243	588	11/19/99	1/1/00	0	
CE	22074	HNZ	--	Yermo - Fire Station	34.9037	-116.8243	588	11/19/99	1/1/00	0	
CE	22078	HNE	--	Pioneertown - Bronco & Wyandot	34.1554	-116.504	1248	6/4/02	1/1/00	0	
CE	22078	HNN	--	Pioneertown - Bronco & Wyandot	34.1554	-116.504	1248	6/4/02	1/1/00	0	
CE	22078	HNZ	--	Pioneertown - Bronco & Wyandot	34.1554	-116.504	1248	6/4/02	1/1/00	0	
CE	22121	HNE	--	Daggett - A & Afton Sts	34.8602	-116.892	627	8/19/03	1/1/00	0	
CE	22121	HNN	--	Daggett - A & Afton Sts	34.8602	-116.892	627	8/19/03	1/1/00	0	
CE	22121	HNZ	--	Daggett - A & Afton Sts	34.8602	-116.892	627	8/19/03	1/1/00	0	
CE	22170	HNE	--	Joshua Tree - Fire Station	34.1308	-116.3149	844	11/22/02	1/1/00	0	
CE	22170	HNN	--	Joshua Tree - Fire Station	34.1308	-116.3149	844	11/22/02	1/1/00	0	
CE	22170	HNZ	--	Joshua Tree - Fire Station	34.1308	-116.3149	844	11/22/02	1/1/00	0	
CE	22510	HNE	--	Lucerne Valley - Hwy 247 & Lad	34.4431	-116.9375	902	1/31/12	1/1/00	0	
CE	22510	HNN	--	Lucerne Valley - Hwy 247 & Lad	34.4431	-116.9375	902	1/31/12	1/1/00	0	
CE	22510	HNZ	--	Lucerne Valley - Hwy 247 & Lad	34.4431	-116.9375	902	1/31/12	1/1/00	0	
CE	22791	HNE	--	Big Bear Lake - Fire Station	34.2411	-116.8724	2087	11/20/02	1/1/00	0	
CE	22791	HNN	--	Big Bear Lake - Fire Station	34.2411	-116.8724	2087	11/20/02	1/1/00	0	
CE	22791	HNZ	--	Big Bear Lake - Fire Station	34.2411	-116.8724	2087	11/20/02	1/1/00	0	
CE	22954	HNE	--	Twentynine Palms - Two Mile &	34.149	-116.084	658	11/21/02	4/29/08	0	
CE	22954	HNE	--	Twentynine Palms - Two Mile &	34.149	-116.0843	658	4/29/08	1/1/00	0	
CE	22954	HNN	--	Twentynine Palms - Two Mile &	34.149	-116.084	658	11/21/02	4/29/08	0	
CE	22954	HNN	--	Twentynine Palms - Two Mile &	34.149	-116.0843	658	4/29/08	1/1/00	0	
CE	22954	HNZ	--	Twentynine Palms - Two Mile &	34.149	-116.084	658	11/21/02	4/29/08	0	
CE	22954	HNZ	--	Twentynine Palms - Two Mile &	34.149	-116.0843	658	4/29/08	1/1/00	0	
CE	22959	HNE	--	Landers - Hwy 247 & Jesse	34.2817	-116.4532	1030	11/21/02	1/1/00	0	
CE	22959	HNN	--	Landers - Hwy 247 & Jesse	34.2817	-116.4532	1030	11/21/02	1/1/00	0	
CE	22959	HNZ	--	Landers - Hwy 247 & Jesse	34.2817	-116.4532	1030	11/21/02	1/1/00	0	
CE	22960	HNE	--	Yucca Valley - Hwys 62 & 247	34.122	-116.4159	998	11/21/02	1/1/00	0	
CE	22960	HNN	--	Yucca Valley - Hwys 62 & 247	34.122	-116.4159	998	11/21/02	1/1/00	0	
CE	22960	HNZ	--	Yucca Valley - Hwys 62 & 247	34.122	-116.4159	998	11/21/02	1/1/00	0	
CE	23024	HNE	--	Monrovia - Colorada & Myrtle	34.147	-117.999	167	1/27/03	4/3/07	0	
CE	23024	HNE	--	Monrovia - Colorada & Myrtle	34.1474	-117.9995	167	11/8/07	1/1/00	0	
CE	23024	HNN	--	Monrovia - Colorada & Myrtle	34.147	-117.999	167	1/27/03	4/3/07	0	
CE	23024	HNN	--	Monrovia - Colorada & Myrtle	34.1474	-117.9995	167	11/8/07	1/1/00	0	
CE	23024	HNZ	--	Monrovia - Colorada & Myrtle	34.147	-117.999	167	1/27/03	4/3/07	0	
CE	23024	HNZ	--	Monrovia - Colorada & Myrtle	34.1474	-117.9995	167	11/8/07	1/1/00	0	
CE	23049	HNE	--	La Verne - Wheeler & Ruggles	34.1252	-117.7773	362	3/8/01	1/1/00	0	
CE	23049	HNN	--	La Verne - Wheeler & Ruggles	34.1252	-117.7773	362	3/8/01	1/1/00	0	
CE	23049	HNZ	--	La Verne - Wheeler & Ruggles	34.1252	-117.7773	362	3/8/01	1/1/00	0	
CE	23056	HNE	--	West Covina - Cortez & Citrus	34.0649	-117.893	144	1/31/02	1/1/00	0	
CE	23056	HNN	--	West Covina - Cortez & Citrus	34.0649	-117.893	144	1/31/02	1/1/00	0	
