NET	STA	CHA	LOC	STANAME	LAT	LON	ELEV	ONDATE	OFFDATE	EDEPTH	REALTIME
CI	PMD	VMU	--	Palm Desert	33.64785	-116.37769	296	8/16/06	1/1/00	0	*realtime
CI	PMD	VMV	--	Palm Desert	33.64785	-116.37769	296	8/16/06	1/1/00	0	*realtime
CI	PMD	VMW	--	Palm Desert	33.64785	-116.37769	296	8/16/06	1/1/00	0	*realtime
CI	PNM	EHZ	--	Pinto Mtns	33.97738	-115.80161	1101	4/30/74	12/10/08	0	
CI	POB	EHZ	--	Polly Butte	33.68699	-116.92402	974	5/31/76	3/20/14	0	
CI	POB	ELZ	--	Polly Butte	33.68699	-116.92402	974	1/1/82	6/24/94	0	
CI	POB2	BHE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	BHN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	BHZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HHE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HHN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HHZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HNE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HNN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	HNZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LCE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	LCL	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	LCQ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	LHE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LHN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LHZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LNE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LNN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LNZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	LOG	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	OCF	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VCE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VCO	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VCQ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VEA	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VEC	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VEP	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VFP	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VHE	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	VHN	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	VHZ	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	VKI	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	0	*realtime
CI	POB2	VMU	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	VMV	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POB2	VMW	--	Polly Butte 2	33.68708	-116.92382	999	5/21/14	1/1/00	1	*realtime
CI	POR	BHE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	BHN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	BHZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	HHE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	HHN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	HHZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	HNE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	HNN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	HNZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LCE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LCL	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LCQ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LHE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	LHN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	LHZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	LNE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LNN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LNZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	LOG	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VCE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VCO	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VCQ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VEA	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VEC	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VEP	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VFP	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VHE	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	VHN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	VHZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	VKI	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	0	*realtime
CI	POR	VME	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	VMN	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	POR	VMZ	--	Porterville	36.10368	-119.00343	198	6/28/19	1/1/00	1	*realtime
CI	PRR	EHZ	--	Perris	33.78	-117.23333	440	5/1/49	11/15/70	0	
CI	PSD	BHE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	BHN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	BHZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	HHE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	HHN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	HHZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	HLE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	HLN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	HLZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	HNE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	HNN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	HNZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	LCE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	LCL	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	LCQ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	LHE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	LHN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	LHZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	LLE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	LLN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	LLZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	6/13/08	0	
CI	PSD	LNE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	LNN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	LNZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	6/13/08	1/1/00	0	*realtime
CI	PSD	LOG	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	OCF	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VCE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VCO	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VCQ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VEA	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VEC	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VEP	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VFP	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VHE	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	VHN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	VHZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	4/13/05	1/1/00	0	*realtime
CI	PSD	VKI	--	Palm Springs Desert Museum	33.82393	-116.55026	144	7/29/10	1/1/00	0	*realtime
CI	PSD	VME	--	Palm Springs Desert Museum	33.82393	-116.55026	144	5/2/08	9/25/13	0	
CI	PSD	VMN	--	Palm Springs Desert Museum	33.82393	-116.55026	144	5/2/08	9/25/13	0	
CI	PSD	VMU	--	Palm Springs Desert Museum	33.82393	-116.55026	144	9/25/13	1/1/00	0	*realtime
CI	PSD	VMV	--	Palm Springs Desert Museum	33.82393	-116.55026	144	9/25/13	1/1/00	0	*realtime
CI	PSD	VMW	--	Palm Springs Desert Museum	33.82393	-116.55026	144	9/25/13	1/1/00	0	*realtime
CI	PSD	VMZ	--	Palm Springs Desert Museum	33.82393	-116.55026	144	5/2/08	9/25/13	0	
CI	PSP	EHZ	--	Palm Springs	33.79371	-116.54968	162	3/12/75	1/24/06	0	
CI	PSR	BHE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	BHN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	BHZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	HHE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	HHN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	HHZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	HLE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	HLN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	HLZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	HNE	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	HNN	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	HNZ	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	LCE	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	LCL	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	LCQ	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	LHE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	LHN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	LHZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	LLE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	LLN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	LLZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	6/13/07	1	
CI	PSR	LNE	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	LNN	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	LNZ	--	Puddingstone	34.09181	-117.80709	305	6/13/07	1/1/00	1	*realtime
CI	PSR	LOG	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	OCF	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VCE	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VCO	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VCQ	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VEA	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VEC	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VEP	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VFP	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VHE	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VHN	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VHZ	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VKI	--	Puddingstone	34.09181	-117.80709	305	11/10/10	1/1/00	0	*realtime
CI	PSR	VME	--	Puddingstone	34.09181	-117.80709	305	3/4/07	2/14/12	1	
CI	PSR	VMN	--	Puddingstone	34.09181	-117.80709	305	3/4/07	2/14/12	1	
CI	PSR	VMU	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VMU	--	Puddingstone	34.09181	-117.80709	305	2/14/12	12/18/18	0	*realtime
CI	PSR	VMV	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VMV	--	Puddingstone	34.09181	-117.80709	305	2/14/12	12/18/18	0	*realtime
CI	PSR	VMW	--	Puddingstone	34.09181	-117.80709	305	9/14/05	1/1/00	1	*realtime
CI	PSR	VMW	--	Puddingstone	34.09181	-117.80709	305	2/14/12	12/18/18	0	*realtime
CI	PSR	VMZ	--	Puddingstone	34.09181	-117.80709	305	3/4/07	2/14/12	1	
CI	PTD	EHZ	--	Point Dume	34.00443	-118.80686	7	6/30/73	3/20/14	0	*realtime
CI	PTD	EHZ	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	HNE	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	HNN	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	HNZ	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LCE	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LCQ	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LEB	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LEC	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LEP	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LII	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LKI	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LNE	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LNN	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PTD	LNZ	--	Point Dume	34.00443	-118.80686	7	3/20/14	1/1/00	0	*realtime
CI	PUT	EHZ	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	HNE	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	HNN	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	HNZ	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LCE	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LCQ	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LEB	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LEC	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LEP	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LII	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LKI	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LNE	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LNN	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PUT	LNZ	--	Piute	34.69115	-117.96919	747	6/24/14	1/1/00	0	*realtime
CI	PVR	EHZ	--	Palos Verdes	33.75237	-118.37171	153	3/1/56	5/25/97	0	
CI	Q0000	HNE	1	Altadena 1	34.18791	-118.11517	398	4/2/12	1/1/00	0	
CI	Q0000	HNN	1	Altadena 1	34.18791	-118.11517	398	4/2/12	1/1/00	0	
CI	Q0000	HNZ	1	Altadena 1	34.18791	-118.11517	398	4/2/12	1/1/00	0	
CI	Q0001	HNE	1	Arcadia	34.14941	-118.03038	161	11/11/10	1/1/00	0	
CI	Q0001	HNN	1	Arcadia	34.14941	-118.03038	161	11/11/10	1/1/00	0	
CI	Q0001	HNZ	1	Arcadia	34.14941	-118.03038	161	11/11/10	1/1/00	0	
CI	Q0002	HNE	1	Beverly Hills	34.07249	-118.39911	76	12/17/10	1/1/00	0	
CI	Q0002	HNN	1	Beverly Hills	34.07249	-118.39911	76	12/17/10	1/1/00	0	
CI	Q0002	HNZ	1	Beverly Hills	34.07249	-118.39911	76	12/17/10	1/1/00	0	
CI	Q0003	HNE	1	Thousand Oaks	34.21587	-118.82857	317	12/28/10	1/1/00	0	
CI	Q0003	HNN	1	Thousand Oaks	34.21587	-118.82857	317	12/28/10	1/1/00	0	
CI	Q0003	HNZ	1	Thousand Oaks	34.21587	-118.82857	317	12/28/10	1/1/00	0	
CI	Q0004	HNE	1	San Diego	32.73315	-117.13305	92	1/14/11	11/14/16	0	
CI	Q0004	HNN	1	San Diego	32.73315	-117.13305	92	1/14/11	11/14/16	0	
CI	Q0004	HNZ	1	San Diego	32.73315	-117.13305	92	1/14/11	11/14/16	0	
CI	Q0005	HNE	1	Laguna Beach	33.52795	-117.76808	22	1/20/11	1/1/00	0	
CI	Q0005	HNN	1	Laguna Beach	33.52795	-117.76808	22	1/20/11	1/1/00	0	
CI	Q0005	HNZ	1	Laguna Beach	33.52795	-117.76808	22	1/20/11	1/1/00	0	
CI	Q0006	HNE	1	Deodar Rd. San Marcos	33.13374	-117.11084	233	1/28/11	5/27/14	0	
CI	Q0006	HNN	1	Deodar Rd. San Marcos	33.13374	-117.11084	233	1/28/11	5/27/14	0	
CI	Q0006	HNZ	1	Deodar Rd. San Marcos	33.13374	-117.11084	233	1/28/11	5/27/14	0	
CI	Q0007	HNE	1	8th St. Ramona	33.03653	-116.85927	462	1/28/11	10/25/12	0	
CI	Q0007	HNN	1	8th St. Ramona	33.03653	-116.85927	462	1/28/11	10/25/12	0	
CI	Q0007	HNZ	1	8th St. Ramona	33.03653	-116.85927	462	1/28/11	10/25/12	0	
CI	Q0008	HNE	1	"E Mission Rd, Fallbrook"	33.38493	-117.24667	227	2/4/11	1/1/00	0	
CI	Q0008	HNN	1	"E Mission Rd, Fallbrook"	33.38493	-117.24667	227	2/4/11	1/1/00	0	
CI	Q0008	HNZ	1	"E Mission Rd, Fallbrook"	33.38493	-117.24667	227	2/4/11	1/1/00	0	
CI	Q0009	HNE	1	Avenida Majorca Laguna Hill	33.60458	-117.70477	101	2/4/11	1/1/00	0	
CI	Q0009	HNN	1	Avenida Majorca Laguna Hill	33.60458	-117.70477	101	2/4/11	1/1/00	0	
CI	Q0009	HNZ	1	Avenida Majorca Laguna Hill	33.60458	-117.70477	101	2/4/11	1/1/00	0	
CI	Q0010	HNE	1	"Via Santo Tomas, San Clemente"	33.44557	-117.63833	42	2/11/11	1/1/00	0	
CI	Q0010	HNN	1	"Via Santo Tomas, San Clemente"	33.44557	-117.63833	42	2/11/11	1/1/00	0	
CI	Q0010	HNZ	1	"Via Santo Tomas, San Clemente"	33.44557	-117.63833	42	2/11/11	1/1/00	0	
CI	Q0011	HNE	1	"San Pasqual Cir, Buena Park"	33.84025	-118.01537	17	2/11/11	1/1/00	0	
CI	Q0011	HNN	1	"San Pasqual Cir, Buena Park"	33.84025	-118.01537	17	2/11/11	1/1/00	0	
CI	Q0011	HNZ	1	"San Pasqual Cir, Buena Park"	33.84025	-118.01537	17	2/11/11	1/1/00	0	
CI	Q0012	HNE	1	"Logger Trail Drive, Temecula"	33.45971	-117.09813	331	2/16/11	6/18/18	0	
CI	Q0012	HNN	1	"Logger Trail Drive, Temecula"	33.45971	-117.09813	331	2/16/11	6/18/18	0	
CI	Q0012	HNZ	1	"Logger Trail Drive, Temecula"	33.45971	-117.09813	331	2/16/11	6/18/18	0	
CI	Q0013	HNE	1	"East Avenue T4, Palmdale"	34.53951	-118.06035	857	2/17/11	1/1/00	0	
CI	Q0013	HNN	1	"East Avenue T4, Palmdale"	34.53951	-118.06035	857	2/17/11	1/1/00	0	
CI	Q0013	HNZ	1	"East Avenue T4, Palmdale"	34.53951	-118.06035	857	2/17/11	1/1/00	0	
CI	Q0014	HNE	1	"Foothill Blvd, Lake View Terra"	34.27704	-118.39679	342	2/24/11	1/1/00	0	
CI	Q0014	HNN	1	"Foothill Blvd, Lake View Terra"	34.27704	-118.39679	342	2/24/11	1/1/00	0	
CI	Q0014	HNZ	1	"Foothill Blvd, Lake View Terra"	34.27704	-118.39679	342	2/24/11	1/1/00	0	
CI	Q0015	HNE	1	"Green Mill Ave, Newhall"	34.37468	-118.54883	376	2/24/11	1/1/00	0	
CI	Q0015	HNN	1	"Green Mill Ave, Newhall"	34.37468	-118.54883	376	2/24/11	1/1/00	0	
CI	Q0015	HNZ	1	"Green Mill Ave, Newhall"	34.37468	-118.54883	376	2/24/11	1/1/00	0	
CI	Q0016	HNE	1	2151 Beatrice Dr Corona CA 928	33.84317	-117.56499	321	2/28/11	6/6/18	0	
CI	Q0016	HNN	1	2151 Beatrice Dr Corona CA 928	33.84317	-117.56499	321	2/28/11	6/6/18	0	
CI	Q0016	HNZ	1	2151 Beatrice Dr Corona CA 928	33.84317	-117.56499	321	2/28/11	6/6/18	0	
CI	Q0017	HNE	1	"Grove Avenue, Imperial Beach"	32.57304	-117.1168	9	3/25/11	1/1/00	0	
CI	Q0017	HNN	1	"Grove Avenue, Imperial Beach"	32.57304	-117.1168	9	3/25/11	1/1/00	0	
CI	Q0017	HNZ	1	"Grove Avenue, Imperial Beach"	32.57304	-117.1168	9	3/25/11	1/1/00	0	
CI	Q0018	HNE	1	"Whippoorwill Ave, Fountain Val"	33.69615	-117.95279	4	3/30/11	1/1/00	0	
CI	Q0018	HNN	1	"Whippoorwill Ave, Fountain Val"	33.69615	-117.95279	4	3/30/11	1/1/00	0	
CI	Q0018	HNZ	1	"Whippoorwill Ave, Fountain Val"	33.69615	-117.95279	4	3/30/11	1/1/00	0	
CI	Q0019	HNE	1	"East 3rd Street, National City"	32.68373	-117.09651	22	5/13/11	1/1/00	0	
CI	Q0019	HNN	1	"East 3rd Street, National City"	32.68373	-117.09651	22	5/13/11	1/1/00	0	
CI	Q0019	HNZ	1	"East 3rd Street, National City"	32.68373	-117.09651	22	5/13/11	1/1/00	0	
CI	Q0020	HNE	1	"Maureen Dr.,  Cherry Valley"	33.96024	-116.95333	852	5/20/11	1/1/00	0	
CI	Q0020	HNN	1	"Maureen Dr.,  Cherry Valley"	33.96024	-116.95333	852	5/20/11	1/1/00	0	
CI	Q0020	HNZ	1	"Maureen Dr.,  Cherry Valley"	33.96024	-116.95333	852	5/20/11	1/1/00	0	
CI	Q0021	HNE	1	"Saybrook Lane, Huntington Beac"	33.7229	-118.05374	1	6/7/11	8/21/14	0	
CI	Q0021	HNN	1	"Saybrook Lane, Huntington Beac"	33.7229	-118.05374	1	6/7/11	8/21/14	0	
CI	Q0021	HNZ	1	"Saybrook Lane, Huntington Beac"	33.7229	-118.05374	1	6/7/11	8/21/14	0	
