   -1.28050000e+02    2.99500000e+01    7.71667175e+00
   -1.28050000e+02    3.01126263e+01    7.90408797e+00
   -1.28050000e+02    3.02752525e+01    8.08837916e+00
   -1.28050000e+02    3.04378788e+01    8.26872036e+00
   -1.28050000e+02    3.06005051e+01    8.44423634e+00
   -1.28050000e+02    3.07631313e+01    8.61397850e+00
   -1.28050000e+02    3.09257576e+01    8.77691478e+00
   -1.28050000e+02    3.10883838e+01    8.93193943e+00
   -1.28050000e+02    3.12510101e+01    9.07790274e+00
   -1.28050000e+02    3.14136364e+01    9.21365557e+00
   -1.28050000e+02    3.15762626e+01    9.33810060e+00
   -1.28050000e+02    3.17388889e+01    9.45024751e+00
   -1.28050000e+02    3.19015152e+01    9.54927811e+00
   -1.28050000e+02    3.20641414e+01    9.63463229e+00
   -1.28050000e+02    3.22267677e+01    9.70611794e+00
   -1.28050000e+02    3.23893939e+01    9.76402518e+00
   -1.28050000e+02    3.25520202e+01    9.80920396e+00
   -1.28050000e+02    3.27146465e+01    9.84306038e+00
   -1.28050000e+02    3.28772727e+01    9.86745304e+00
   -1.28050000e+02    3.30398990e+01    9.88451127e+00
   -1.28050000e+02    3.32025253e+01    9.89643004e+00
   -1.28050000e+02    3.33651515e+01    9.90529988e+00
   -1.28050000e+02    3.35277778e+01    9.91300332e+00
   -1.28050000e+02    3.36904040e+01    9.92116952e+00
   -1.28050000e+02    3.38530303e+01    9.93115370e+00
   -1.28050000e+02    3.40156566e+01    9.94401124e+00
   -1.28050000e+02    3.41782828e+01    9.96045695e+00
   -1.28050000e+02    3.43409091e+01    9.98081556e+00
   -1.28050000e+02    3.45035354e+01    1.00049701e+01
   -1.28050000e+02    3.46661616e+01    1.00323118e+01
   -1.28050000e+02    3.48287879e+01    1.00617079e+01
   -1.28050000e+02    3.49914141e+01    1.00915335e+01
   -1.28050000e+02    3.51540404e+01    1.01198328e+01
   -1.28050000e+02    3.53166667e+01    1.01446435e+01
   -1.28050000e+02    3.54792929e+01    1.01644176e+01
   -1.28050000e+02    3.56419192e+01    1.01783798e+01
   -1.28050000e+02    3.58045455e+01    1.01866408e+01
   -1.28050000e+02    3.59671717e+01    1.01899922e+01
   -1.28050000e+02    3.61297980e+01    1.01894870e+01
   -1.28050000e+02    3.62924242e+01    1.01860222e+01
   -1.28050000e+02    3.64550505e+01    1.01801257e+01
   -1.28050000e+02    3.66176768e+01    1.01719962e+01
   -1.28050000e+02    3.67803030e+01    1.01616863e+01
   -1.28050000e+02    3.69429293e+01    1.01492500e+01
   -1.28050000e+02    3.71055556e+01    1.01347491e+01
   -1.28050000e+02    3.72681818e+01    1.01181610e+01
   -1.28050000e+02    3.74308081e+01    1.00993268e+01
   -1.28050000e+02    3.75934343e+01    1.00780595e+01
   -1.28050000e+02    3.77560606e+01    1.00543933e+01
   -1.28050000e+02    3.79186869e+01    1.00288300e+01
   -1.28050000e+02    3.80813131e+01    1.00024000e+01
   -1.28050000e+02    3.82439394e+01    9.97644337e+00
   -1.28050000e+02    3.84065657e+01    9.95215515e+00
   -1.28050000e+02    3.85691919e+01    9.93003827e+00
   -1.28050000e+02    3.87318182e+01    9.90942568e+00
   -1.28050000e+02    3.88944444e+01    9.88818825e+00
   -1.28050000e+02    3.90570707e+01    9.86270295e+00
   -1.28050000e+02    3.92196970e+01    9.82814035e+00
   -1.28050000e+02    3.93823232e+01    9.77911688e+00
   -1.28050000e+02    3.95449495e+01    9.71069337e+00
   -1.28050000e+02    3.97075758e+01    9.61958117e+00
   -1.28050000e+02    3.98702020e+01    9.50530677e+00
   -1.28050000e+02    4.00328283e+01    9.37106668e+00
   -1.28050000e+02    4.01954545e+01    9.22405418e+00
   -1.28050000e+02    4.03580808e+01    9.07500968e+00
   -1.28050000e+02    4.05207071e+01    8.93652357e+00
   -1.28050000e+02    4.06833333e+01    8.81942205e+00
   -1.28050000e+02    4.08459596e+01    8.72721608e+00
   -1.28050000e+02    4.10085859e+01    8.65119336e+00
   -1.28050000e+02    4.11712121e+01    8.57228481e+00
   -1.28050000e+02    4.13338384e+01    8.47408452e+00
   -1.28050000e+02    4.14964646e+01    8.35932226e+00
   -1.28050000e+02    4.16590909e+01    8.25283330e+00
   -1.28050000e+02    4.18217172e+01    8.18661765e+00
   -1.28050000e+02    4.19843434e+01    8.18207803e+00
   -1.28050000e+02    4.21469697e+01    8.24328695e+00
   -1.28050000e+02    4.23095960e+01    8.36082539e+00
   -1.28050000e+02    4.24722222e+01    8.51902557e+00
   -1.28050000e+02    4.26348485e+01    8.70174260e+00
   -1.28050000e+02    4.27974747e+01    8.89544891e+00
   -1.28050000e+02    4.29601010e+01    9.09021700e+00
   -1.27887374e+02    2.99500000e+01    7.88791194e+00
   -1.27887374e+02    3.01126263e+01    8.08081755e+00
   -1.27887374e+02    3.02752525e+01    8.27029930e+00
   -1.27887374e+02    3.04378788e+01    8.45546975e+00
   -1.27887374e+02    3.06005051e+01    8.63536956e+00
   -1.27887374e+02    3.07631313e+01    8.80893837e+00
   -1.27887374e+02    3.09257576e+01    8.97500630e+00
   -1.27887374e+02    3.10883838e+01    9.13231512e+00
   -1.27887374e+02    3.12510101e+01    9.27956876e+00
   -1.27887374e+02    3.14136364e+01    9.41550239e+00
   -1.27887374e+02    3.15762626e+01    9.53895443e+00
   -1.27887374e+02    3.17388889e+01    9.64893192e+00
   -1.27887374e+02    3.19015152e+01    9.74467499e+00
   -1.27887374e+02    3.20641414e+01    9.82573718e+00
   -1.27887374e+02    3.22267677e+01    9.89209160e+00
   -1.27887374e+02    3.23893939e+01    9.94424457e+00
   -1.27887374e+02    3.25520202e+01    9.98330875e+00
   -1.27887374e+02    3.27146465e+01    1.00109840e+01
   -1.27887374e+02    3.28772727e+01    1.00294251e+01
   -1.27887374e+02    3.30398990e+01    1.00410241e+01
   -1.27887374e+02    3.32025253e+01    1.00481735e+01
   -1.27887374e+02    3.33651515e+01    1.00530822e+01
   -1.27887374e+02    3.35277778e+01    1.00576822e+01
   -1.27887374e+02    3.36904040e+01    1.00636067e+01
   -1.27887374e+02    3.38530303e+01    1.00721894e+01
   -1.27887374e+02    3.40156566e+01    1.00844405e+01
   -1.27887374e+02    3.41782828e+01    1.01009966e+01
   -1.27887374e+02    3.43409091e+01    1.01220636e+01
   -1.27887374e+02    3.45035354e+01    1.01473682e+01
   -1.27887374e+02    3.46661616e+01    1.01761184e+01
   -1.27887374e+02    3.48287879e+01    1.02069821e+01
   -1.27887374e+02    3.49914141e+01    1.02381351e+01
   -1.27887374e+02    3.51540404e+01    1.02674552e+01
   -1.27887374e+02    3.53166667e+01    1.02928970e+01
   -1.27887374e+02    3.54792929e+01    1.03129590e+01
   -1.27887374e+02    3.56419192e+01    1.03270388e+01
   -1.27887374e+02    3.58045455e+01    1.03354837e+01
   -1.27887374e+02    3.59671717e+01    1.03392906e+01
   -1.27887374e+02    3.61297980e+01    1.03396124e+01
   -1.27887374e+02    3.62924242e+01    1.03373277e+01
   -1.27887374e+02    3.64550505e+01    1.03328702e+01
   -1.27887374e+02    3.66176768e+01    1.03263388e+01
   -1.27887374e+02    3.67803030e+01    1.03177338e+01
   -1.27887374e+02    3.69429293e+01    1.03071110e+01
   -1.27887374e+02    3.71055556e+01    1.02945443e+01
   -1.27887374e+02    3.72681818e+01    1.02799701e+01
   -1.27887374e+02    3.74308081e+01    1.02631009e+01
   -1.27887374e+02    3.75934343e+01    1.02435580e+01
   -1.27887374e+02    3.77560606e+01    1.02211955e+01
   -1.27887374e+02    3.79186869e+01    1.01964244e+01
   -1.27887374e+02    3.80813131e+01    1.01703045e+01
   -1.27887374e+02    3.82439394e+01    1.01442928e+01
   -1.27887374e+02    3.84065657e+01    1.01197167e+01
   -1.27887374e+02    3.85691919e+01    1.00971656e+01
   -1.27887374e+02    3.87318182e+01    1.00759935e+01
   -1.27887374e+02    3.88944444e+01    1.00540489e+01
   -1.27887374e+02    3.90570707e+01    1.00276801e+01
   -1.27887374e+02    3.92196970e+01    9.99204292e+00
   -1.27887374e+02    3.93823232e+01    9.94174812e+00
   -1.27887374e+02    3.95449495e+01    9.87184892e+00
   -1.27887374e+02    3.97075758e+01    9.77907131e+00
   -1.27887374e+02    3.98702020e+01    9.66308373e+00
   -1.27887374e+02    4.00328283e+01    9.52756212e+00
   -1.27887374e+02    4.01954545e+01    9.38080014e+00
   -1.27887374e+02    4.03580808e+01    9.23549116e+00
   -1.27887374e+02    4.05207071e+01    9.10693899e+00
   -1.27887374e+02    4.06833333e+01    9.00854190e+00
   -1.27887374e+02    4.08459596e+01    8.94400205e+00
   -1.27887374e+02    4.10085859e+01    8.89935158e+00
   -1.27887374e+02    4.11712121e+01    8.84419936e+00
   -1.27887374e+02    4.13338384e+01    8.75080468e+00
   -1.27887374e+02    4.14964646e+01    8.62026512e+00
   -1.27887374e+02    4.16590909e+01    8.48762764e+00
   -1.27887374e+02    4.18217172e+01    8.39840024e+00
   -1.27887374e+02    4.19843434e+01    8.38204806e+00
   -1.27887374e+02    4.21469697e+01    8.44370124e+00
   -1.27887374e+02    4.23095960e+01    8.57097423e+00
   -1.27887374e+02    4.24722222e+01    8.74422409e+00
   -1.27887374e+02    4.26348485e+01    8.94386357e+00
   -1.27887374e+02    4.27974747e+01    9.15389809e+00
   -1.27887374e+02    4.29601010e+01    9.36286070e+00
   -1.27724747e+02    2.99500000e+01    8.05708025e+00
   -1.27724747e+02    3.01126263e+01    8.25540054e+00
   -1.27724747e+02    3.02752525e+01    8.45004130e+00
   -1.27724747e+02    3.04378788e+01    8.64004970e+00
   -1.27724747e+02    3.06005051e+01    8.82436719e+00
   -1.27724747e+02    3.07631313e+01    9.00179133e+00
   -1.27724747e+02    3.09257576e+01    9.17096854e+00
   -1.27724747e+02    3.10883838e+01    9.33043114e+00
   -1.27724747e+02    3.12510101e+01    9.47867851e+00
   -1.27724747e+02    3.14136364e+01    9.61428428e+00
   -1.27724747e+02    3.15762626e+01    9.73600233e+00
   -1.27724747e+02    3.17388889e+01    9.84285110e+00
   -1.27724747e+02    3.19015152e+01    9.93417885e+00
   -1.27724747e+02    3.20641414e+01    1.00097333e+01
   -1.27724747e+02    3.22267677e+01    1.00697541e+01
   -1.27724747e+02    3.23893939e+01    1.01150716e+01
   -1.27724747e+02    3.25520202e+01    1.01471572e+01
   -1.27724747e+02    3.27146465e+01    1.01680720e+01
   -1.27724747e+02    3.28772727e+01    1.01802984e+01
   -1.27724747e+02    3.30398990e+01    1.01864870e+01
   -1.27724747e+02    3.32025253e+01    1.01891913e+01
