longitude latitude Probability(%)	
103.309330 3.154980 0.034000
103.309330 3.354980 0.027667
103.309330 3.554980 0.021333
103.309330 3.754980 0.016334
103.309330 3.954980 0.011335
103.309330 4.154980 0.010000
103.309330 4.354980 0.006335
103.309330 4.554980 0.005000
103.309330 4.754980 0.001335
103.309330 4.954980 0.000000
103.509330 -4.845020 22.023306
103.509330 -4.645020 19.715619
103.509330 -4.445020 18.329765
103.509330 -4.245020 15.827705
103.509330 -4.045020 14.446297
103.509330 -3.845020 14.033454
103.509330 -3.645020 13.662093
103.509330 -3.445020 13.346925
103.509330 -3.245020 12.997838
103.509330 -3.045020 12.791952
103.509330 -2.845020 12.707304
103.509330 -2.645020 12.697111
103.509330 -2.445020 12.730860
103.509330 -2.245020 12.794256
103.509330 -2.045020 12.865156
103.509330 -1.845020 12.938324
103.509330 -1.645020 13.018967
103.509330 -1.445020 12.130089
103.509330 -1.245020 9.279243
103.509330 -1.045020 6.462266
103.509330 -0.845020 5.884566
103.509330 -0.445020 5.954192
103.509330 -0.245020 7.816243
103.509330 -0.045020 10.285826
103.509330 0.154980 10.347712
103.509330 0.354980 9.739870
103.509330 0.754980 5.850363
103.509330 1.354980 1.836427
103.509330 1.554980 1.205126
103.509330 1.754980 0.788947
103.509330 1.954980 0.526000
103.509330 2.154980 0.339792
103.509330 2.354980 0.217123
103.509330 2.554980 0.136924
103.509330 2.754980 0.071651
103.709330 -4.845020 19.373386
103.709330 -4.645020 18.183161
103.709330 -4.445020 16.165724
103.709330 -4.245020 14.473977
103.709330 -4.045020 13.602225
103.709330 -3.845020 13.220028
103.709330 -3.645020 12.968841
103.709330 -3.445020 12.748635
103.709330 -3.245020 12.608027
103.709330 -3.045020 12.537488
103.709330 -2.845020 12.524070
103.709330 -2.645020 12.556718
103.709330 -2.445020 12.610335
103.709330 -2.245020 12.682551
103.709330 -2.045020 12.759069
103.709330 -1.845020 12.841042
103.709330 -1.645020 11.965904
103.709330 -1.445020 9.159707
103.709330 -1.245020 6.383655
103.709330 -1.045020 4.161289
103.709330 0.154980 6.013112
103.709330 0.754980 3.164453
103.709330 1.354980 1.190305
103.709330 1.554980 0.785311
103.709330 1.754980 0.530973
103.709330 1.954980 0.356070
103.709330 2.154980 0.243397
103.709330 2.354980 0.161886
103.709330 2.554980 0.097964
103.909330 -5.045020 19.077457
103.909330 -4.845020 17.941701
103.909330 -4.645020 16.093314
103.909330 -4.445020 14.402392
103.909330 -4.245020 13.489835
103.909330 -4.045020 12.990324
103.909330 -3.845020 12.574827
103.909330 -3.645020 12.437147
103.909330 -3.445020 12.376404
103.909330 -3.245020 12.348644
103.909330 -3.045020 12.353898
103.909330 -2.845020 12.387779
103.909330 -2.645020 12.440331
103.909330 -2.445020 12.508312
103.909330 -2.245020 12.584983
103.909330 -2.045020 12.667120
103.909330 -1.845020 11.803466
103.909330 -1.645020 9.041227
103.909330 -1.445020 6.304979
103.909330 -1.245020 4.115591
103.909330 -1.045020 2.673836
103.909330 0.954980 1.450181
103.909330 1.354980 0.780351
103.909330 1.554980 0.526000
103.909330 1.754980 0.356070
103.909330 1.954980 0.243397
103.909330 2.154980 0.168211
103.909330 2.354980 0.114282
104.109330 -5.445020 21.791624
104.109330 -5.245020 19.108211
104.109330 -5.045020 17.686083
104.109330 -4.845020 15.956425
104.109330 -4.645020 14.297324
104.109330 -4.445020 13.346680
104.109330 -4.245020 12.830941
104.109330 -4.045020 12.410303
104.109330 -3.845020 12.206244
104.109330 -3.645020 12.121028
104.109330 -3.445020 12.136255
104.109330 -3.245020 12.169048
104.109330 -3.045020 12.212953
104.109330 -2.845020 12.271167
104.109330 -2.645020 12.339280
104.109330 -2.445020 12.416099
104.109330 -2.245020 12.494019
104.109330 -2.045020 12.576241
104.109330 -1.845020 11.720517
104.109330 -1.645020 7.753841
104.109330 -1.445020 4.347368
104.109330 -1.245020 2.648202
104.109330 -1.045020 1.711998
104.109330 1.154980 0.663191
104.109330 1.554980 0.351088
104.109330 1.754980 0.243397
104.109330 1.954980 0.168211
104.309330 -5.645020 25.049315
104.309330 -5.445020 20.727547
104.309330 -5.245020 18.016894
104.309330 -5.045020 15.802474
104.309330 -4.845020 14.148920
104.309330 -4.645020 13.189108
104.309330 -4.445020 12.671265
104.309330 -4.245020 12.249857
104.309330 -4.045020 12.045424
104.309330 -3.845020 11.958876
104.309330 -3.645020 11.945369
104.309330 -3.445020 11.979408
104.309330 -3.245020 12.037777
104.309330 -3.045020 12.100503
104.309330 -2.845020 12.173140
104.309330 -2.645020 12.246889
104.309330 -2.445020 12.328172
104.309330 -2.245020 12.406171
104.309330 -2.045020 11.563229
104.309330 -1.845020 8.864280
104.309330 -1.645020 6.189652
104.309330 -1.445020 3.669620
104.309330 -1.245020 2.063920
104.309330 -0.445020 0.700604
104.309330 0.154980 0.937005
104.309330 0.354980 0.922145
104.309330 0.754980 0.653256
104.509330 -5.645020 22.324817
104.509330 -5.445020 18.995160
104.509330 -5.245020 16.408801
104.509330 -5.045020 14.289046
104.509330 -4.845020 13.112967
104.509330 -4.645020 12.508091
104.509330 -4.445020 12.092338
104.509330 -4.245020 11.887539
104.509330 -4.045020 11.802013
104.509330 -3.845020 11.787304
104.509330 -3.645020 11.812586
104.509330 -3.445020 11.865482
104.509330 -3.245020 11.930683
104.509330 -3.045020 12.006685
104.509330 -2.845020 12.080574
104.509330 -2.645020 12.158792
104.509330 -2.445020 12.240157
104.509330 -2.245020 12.319405
104.509330 -2.045020 11.484480
104.509330 -0.445020 0.414849
104.509330 -0.245020 0.487191
104.509330 -0.045020 0.524671
104.509330 0.954980 0.307227
104.509330 1.154980 0.238409
104.709330 -5.445020 16.763050
104.709330 -5.245020 14.635789
104.709330 -5.045020 13.327624
104.709330 -4.845020 12.589430
104.709330 -4.645020 12.031956
104.709330 -4.445020 11.730549
104.709330 -4.245020 11.644870
104.709330 -4.045020 11.630135
104.709330 -3.845020 11.655462
104.709330 -3.645020 11.705217
104.709330 -3.445020 11.768180
104.709330 -3.245020 11.841092
104.709330 -3.045020 11.919523
104.709330 -2.845020 11.996710
104.709330 -2.645020 12.075003
104.709330 -2.445020 12.154400
104.709330 -2.245020 11.331205
104.709330 -2.045020 8.691553
104.709330 0.754980 0.237077
104.909330 -5.645020 17.642411
104.909330 -5.445020 15.196809
104.909330 -5.245020 13.691204
104.909330 -5.045020 12.756246
104.909330 -4.845020 12.134834
104.909330 -4.645020 11.717609
104.909330 -4.445020 11.536418
104.909330 -4.245020 11.482720
104.909330 -4.045020 11.499240
104.909330 -3.845020 11.547902
104.909330 -3.645020 11.610977
104.909330 -3.445020 11.684019
104.909330 -3.245020 11.758178
104.909330 -3.045020 11.835506
104.909330 -2.845020 11.913943
104.909330 -2.645020 11.992310
104.909330 -2.445020 12.070607
104.909330 -0.245020 0.168211
105.109330 -5.645020 16.805461
105.109330 -5.445020 14.460855
105.109330 -5.245020 13.106006
105.109330 -5.045020 12.327950
105.109330 -4.845020 11.794396
105.109330 -4.645020 11.494539
105.109330 -4.445020 11.378500
105.109330 -4.245020 11.366087
105.109330 -4.045020 11.399167
105.109330 -3.845020 11.457922
105.109330 -3.645020 11.526666
105.109330 -3.445020 11.600958
105.109330 -3.245020 11.675187
105.109330 -3.045020 11.752588
105.109330 -2.845020 11.831098
105.109330 -2.645020 11.909539
105.109330 -2.445020 11.104205
105.309330 -5.445020 13.923362
105.309330 -5.245020 12.793465
105.309330 -5.045020 12.125173
105.309330 -4.845020 11.575942
105.309330 -4.645020 11.332113
105.309330 -4.445020 11.256108
105.309330 -4.245020 11.265864
105.309330 -4.045020 11.311404
105.309330 -3.845020 11.374648
105.309330 -3.645020 11.447885
105.309330 -3.445020 11.521061
105.309330 -3.245020 11.595357
105.309330 -3.045020 11.670770
105.309330 -2.845020 11.748175
105.309330 -2.645020 11.826690
105.309330 -2.445020 11.025047
105.309330 -2.045020 4.125179
105.509330 -5.645020 14.693220
105.509330 -5.445020 13.296692
105.509330 -5.245020 12.419386
105.509330 -5.045020 11.819101
105.509330 -4.845020 11.390333
105.509330 -4.645020 11.209656
105.509330 -4.445020 11.161388
105.509330 -4.245020 11.181223
105.509330 -4.045020 11.231246
105.509330 -3.845020 11.295731
105.509330 -3.645020 11.369033
105.509330 -3.445020 11.442274
105.509330 -3.245020 11.516637
105.509330 -3.045020 11.590937
105.509330 -2.845020 11.665174
105.509330 -2.645020 11.743762
105.509330 -2.445020 10.950272
105.509330 -2.045020 4.099927
105.509330 -1.845020 2.219854
105.509330 -1.645020 1.216324
105.709330 -5.845020 15.539855
105.709330 -5.645020 13.681126
105.709330 -5.445020 12.656726
105.709330 -5.245020 12.026108
105.709330 -5.045020 11.493081
105.709330 -4.845020 11.201080
105.709330 -4.645020 11.085843
105.709330 -4.445020 11.066568
105.709330 -4.245020 11.097689
105.709330 -4.045020 11.152201
105.709330 -3.845020 11.219997
105.709330 -3.645020 11.290111
105.709330 -3.445020 11.363418
105.709330 -3.245020 11.437846
105.709330 -3.045020 11.512212
105.709330 -2.845020 11.586516
105.709330 -2.045020 3.466455
105.709330 -1.845020 1.957106
105.909330 -3.845020 11.142129
105.909330 -3.245020 11.358986
105.909330 -3.045020 11.430172
105.909330 -2.645020 10.730032
105.909330 -2.445020 7.131816
105.909330 -2.245020 4.028929
105.909330 -2.045020 2.467269
105.909330 -1.845020 1.503389
105.909330 -1.645020 0.896049
106.109330 -2.845020 10.586780
106.109330 -2.645020 8.140489
106.109330 -2.445020 5.710907
106.109330 -2.245020 3.405938
106.109330 -2.045020 1.929973
106.109330 -1.845020 1.089788
106.309330 -2.845020 10.514916
106.309330 -2.645020 7.000150
106.309330 -2.445020 3.957879
106.509330 -3.045020 10.374604
106.509330 -2.845020 7.981424
106.509330 -2.645020 5.603351
106.709330 -3.045020 7.879834
