longitude latitude PGA(g)	
98.309330 3.354980 0.255400
98.309330 3.554980 0.251918
98.309330 3.754980 0.249532
98.309330 3.954980 0.247224
98.509330 -0.245020 0.901587
98.509330 1.954980 0.318854
98.509330 2.154980 0.295832
98.509330 2.354980 0.282065
98.509330 2.554980 0.275997
98.509330 2.754980 0.268394
98.509330 2.954980 0.262768
98.509330 3.154980 0.256813
98.509330 3.354980 0.253368
98.509330 3.554980 0.250968
98.509330 3.754980 0.248599
98.709330 -1.245020 0.923769
98.709330 -1.045020 0.920210
98.709330 0.154980 0.898450
98.709330 1.754980 0.307762
98.709330 1.954980 0.294781
98.709330 2.154980 0.281451
98.709330 2.354980 0.272172
98.709330 2.554980 0.266020
98.709330 2.754980 0.262569
98.709330 2.954980 0.258722
98.709330 3.154980 0.254785
98.709330 3.354980 0.252321
98.709330 3.554980 0.250049
98.709330 3.754980 0.248471
98.909330 -1.645020 0.935580
98.909330 -1.445020 0.931983
98.909330 -1.245020 0.928450
98.909330 -1.045020 0.924967
98.909330 1.154980 0.323168
98.909330 1.354980 0.310282
98.909330 1.554980 0.296470
98.909330 1.754980 0.285409
98.909330 1.954980 0.279011
98.909330 2.154980 0.272727
98.909330 2.354980 0.265400
98.909330 2.554980 0.261117
98.909330 2.754980 0.259834
98.909330 2.954980 0.255812
98.909330 3.154980 0.253543
98.909330 3.354980 0.251451
98.909330 3.554980 0.249939
99.109330 -1.645020 0.940542
99.109330 -1.445020 0.936811
99.109330 0.754980 0.360227
99.109330 0.954980 0.324539
99.109330 1.154980 0.301737
99.109330 1.354980 0.288123
99.109330 1.554980 0.280968
99.109330 1.754980 0.274789
99.109330 1.954980 0.270144
99.109330 2.154980 0.265400
99.109330 2.354980 0.261918
99.109330 2.554980 0.260437
99.109330 2.754980 0.256608
99.109330 2.954980 0.254366
99.109330 3.154980 0.252684
99.109330 3.354980 0.251383
99.109330 3.554980 0.250258
99.309330 0.354980 0.375237
99.309330 0.554980 0.353089
99.309330 0.754980 0.325895
99.309330 0.954980 0.302850
99.309330 1.154980 0.287486
99.309330 1.354980 0.277985
99.309330 1.554980 0.272930
99.309330 1.754980 0.267845
99.309330 1.954980 0.264144
99.309330 2.154980 0.261591
99.309330 2.354980 0.260555
99.309330 2.554980 0.257985
99.309330 2.754980 0.255199
99.309330 2.954980 0.253748
99.309330 3.154980 0.252639
99.309330 3.354980 0.251591
99.509330 0.154980 0.355476
99.509330 0.354980 0.328126
99.509330 0.554980 0.314988
99.509330 0.754980 0.301950
99.509330 0.954980 0.289312
99.509330 1.154980 0.279328
99.509330 1.354980 0.272065
99.509330 1.554980 0.266470
99.509330 1.754980 0.263934
99.509330 1.954980 0.261591
99.509330 2.154980 0.259949
99.509330 2.354980 0.258123
99.509330 2.554980 0.256470
99.509330 2.754980 0.254989
99.509330 2.954980 0.253934
99.509330 3.154980 0.253062
99.709330 -2.245020 0.933769
99.709330 0.154980 0.316992
99.709330 0.354980 0.303457
99.709330 0.554980 0.293724
99.709330 0.754980 0.285832
99.709330 0.954980 0.280049
99.709330 1.154980 0.273338
99.709330 1.354980 0.267698
99.709330 1.554980 0.264354
99.709330 1.754980 0.262218
99.709330 1.954980 0.260468
99.709330 2.154980 0.258890
99.709330 2.354980 0.257545
99.709330 2.554980 0.256470
99.709330 2.754980 0.255419
99.709330 2.954980 0.254366
99.709330 3.154980 0.253515
99.909330 -0.245020 0.319172
99.909330 -0.045020 0.305651
99.909330 0.154980 0.294772
99.909330 0.354980 0.289101
99.909330 0.554980 0.281524
99.909330 0.754980 0.278394
99.909330 0.954980 0.273307
99.909330 1.154980 0.268980
99.909330 1.354980 0.265852
99.909330 1.554980 0.263487
99.909330 1.754980 0.261312
99.909330 1.954980 0.259949
99.909330 2.154980 0.258765
99.909330 2.354980 0.257762
99.909330 2.554980 0.256898
99.909330 2.754980 0.255852
99.909330 2.954980 0.254989
100.109330 -2.645020 0.917866
100.109330 -0.445020 0.310630
100.109330 -0.245020 0.296944
100.109330 -0.045020 0.290282
100.109330 0.154980 0.284573
100.109330 0.354980 0.280761
100.109330 0.554980 0.276854
100.109330 0.754980 0.272218
100.109330 0.954980 0.269196
100.109330 1.154980 0.266944
100.109330 1.354980 0.264989
100.109330 1.554980 0.262850
100.109330 1.754980 0.261312
100.109330 1.954980 0.260163
100.109330 2.154980 0.259196
100.109330 2.354980 0.258337
100.109330 2.554980 0.257329
100.309330 -3.045020 0.905545
100.309330 -0.645020 0.309295
100.309330 -0.445020 0.296724
100.309330 -0.245020 0.287698
100.309330 -0.045020 0.282891
100.309330 0.154980 0.277762
100.309330 0.354980 0.274127
100.309330 0.554980 0.271671
100.309330 0.754980 0.269412
100.309330 0.954980 0.267606
100.309330 1.154980 0.265873
100.309330 1.354980 0.264342
100.309330 1.554980 0.262808
100.309330 1.754980 0.261671
100.309330 1.954980 0.260720
100.309330 2.154980 0.259846
100.309330 2.354980 0.258854
100.309330 2.554980 0.257979
100.309330 5.354980 0.096041
100.309330 6.154980 0.048605
100.309330 6.354980 0.040439
100.309330 6.554980 0.033035
100.509330 -1.245020 0.336152
100.509330 -1.045020 0.313870
100.509330 -0.845020 0.300720
100.509330 -0.645020 0.294772
100.509330 -0.445020 0.287910
100.509330 -0.245020 0.281454
100.509330 -0.045020 0.276505
100.509330 0.154980 0.273913
100.509330 0.354980 0.271671
100.509330 0.554980 0.270064
100.509330 0.754980 0.268415
100.509330 0.954980 0.266724
100.509330 1.154980 0.265429
100.509330 1.354980 0.264329
100.509330 1.554980 0.263240
100.509330 1.754980 0.262325
100.509330 1.954980 0.261238
100.509330 2.154980 0.260377
100.509330 4.954980 0.131748
100.509330 5.154980 0.108633
100.509330 5.354980 0.089201
100.509330 5.554980 0.073638
100.509330 5.754980 0.061347
100.509330 5.954980 0.052372
100.509330 6.154980 0.045102
100.509330 6.354980 0.036963
100.709330 -1.645020 0.368867
100.709330 -1.445020 0.334530
100.709330 -1.245020 0.312984
100.709330 -1.045020 0.299960
100.709330 -0.845020 0.290720
100.709330 -0.645020 0.285208
100.709330 -0.445020 0.281160
100.709330 -0.245020 0.277606
100.709330 -0.045020 0.274557
100.709330 0.154980 0.272544
100.709330 0.354980 0.270940
100.709330 0.554980 0.269295
100.709330 0.754980 0.267979
100.709330 0.954980 0.266767
100.709330 1.154980 0.265651
100.709330 1.354980 0.264772
100.709330 1.554980 0.263700
100.709330 1.754980 0.262808
100.709330 1.954980 0.261950
100.709330 3.954980 0.244789
100.709330 4.154980 0.217554
100.709330 4.354980 0.186776
100.709330 4.554980 0.156942
100.709330 4.754980 0.132264
100.709330 4.954980 0.111679
100.709330 5.154980 0.095187
100.709330 5.354980 0.080379
100.709330 5.554980 0.067674
100.709330 5.754980 0.057232
100.709330 5.954980 0.048744
100.709330 6.154980 0.040562
100.709330 6.354980 0.033438
100.909330 -2.245020 0.418493
100.909330 -2.045020 0.378820
100.909330 -1.845020 0.358527
100.909330 -1.645020 0.333129
100.909330 -1.445020 0.311603
100.909330 -1.245020 0.298415
100.909330 -1.045020 0.289516
100.909330 -0.845020 0.284329
100.909330 -0.645020 0.280282
100.909330 -0.445020 0.278051
100.909330 -0.245020 0.275873
100.909330 -0.045020 0.273870
100.909330 0.154980 0.271825
100.909330 0.354980 0.270501
100.909330 0.554980 0.269295
100.909330 0.754980 0.268274
100.909330 0.954980 0.267217
100.909330 1.154980 0.266318
100.909330 1.354980 0.265429
100.909330 1.554980 0.264342
100.909330 1.754980 0.263457
100.909330 1.954980 0.262593
100.909330 2.154980 0.261671
100.909330 3.754980 0.246228
100.909330 3.954980 0.218683
100.909330 4.154980 0.187721
100.909330 4.354980 0.157657
100.909330 4.554980 0.132873
100.909330 4.754980 0.112054
100.909330 4.954980 0.095477
100.909330 5.154980 0.081931
100.909330 5.354980 0.070955
100.909330 5.554980 0.061087
100.909330 5.754980 0.052551
100.909330 5.954980 0.045209
100.909330 6.154980 0.037020
101.109330 -2.445020 0.416360
101.109330 -2.245020 0.364742
101.109330 -2.045020 0.330765
101.109330 -1.845020 0.319172
101.109330 -1.645020 0.307606
101.109330 -1.445020 0.296684
101.109330 -1.245020 0.287828
101.109330 -1.045020 0.282764
101.109330 -0.845020 0.279960
101.109330 -0.645020 0.278498
101.109330 -0.445020 0.276542
101.109330 -0.245020 0.274988
101.109330 -0.045020 0.273394
101.109330 0.154980 0.271985
101.109330 0.354980 0.270720
101.109330 0.554980 0.269738
101.109330 0.754980 0.268722
101.109330 0.954980 0.267828
101.109330 1.154980 0.266944
101.109330 1.354980 0.266095
101.109330 1.554980 0.264988
101.109330 1.754980 0.264127
101.109330 1.954980 0.263240
101.109330 2.154980 0.262378
101.109330 3.554980 0.226697
101.109330 3.754980 0.219823
101.109330 3.954980 0.188548
101.109330 4.154980 0.158328
101.109330 4.354980 0.133382
101.109330 4.554980 0.112479
101.109330 4.754980 0.095848
101.109330 4.954980 0.082178
101.109330 5.154980 0.071176
101.109330 5.354980 0.062001
101.109330 5.554980 0.054374
101.309330 -2.645020 0.414710
101.309330 -2.445020 0.363047
101.309330 -2.245020 0.329275
101.309330 -2.045020 0.307828
101.309330 -1.845020 0.296287
101.309330 -1.645020 0.290806
101.309330 -1.445020 0.285208
101.309330 -1.245020 0.281160
101.309330 -1.045020 0.278274
101.309330 -0.845020 0.276767
101.309330 -0.645020 0.276318
101.309330 -0.445020 0.275895
101.309330 -0.245020 0.274548
101.309330 -0.045020 0.273426
101.309330 0.154980 0.272325
101.309330 0.354980 0.271381
101.309330 0.554980 0.270406
101.309330 0.754980 0.269516
101.309330 0.954980 0.268498
101.309330 1.154980 0.267606
101.309330 1.354980 0.266724
101.309330 1.554980 0.265873
101.309330 1.754980 0.264772
101.309330 1.954980 0.263913
101.309330 3.154980 0.228643
101.309330 3.354980 0.221699
101.309330 3.554980 0.190049
101.309330 3.754980 0.178521
101.309330 3.954980 0.159050
101.309330 4.154980 0.133885
101.309330 4.354980 0.112926
101.309330 4.554980 0.096138
101.309330 4.754980 0.082443
101.309330 4.954980 0.071368
101.309330 5.154980 0.062145
101.309330 5.354980 0.054490
101.309330 5.554980 0.048184
101.309330 5.754980 0.041971
101.509330 -3.045020 0.411642
101.509330 -2.845020 0.372956
101.509330 -2.645020 0.352807
101.509330 -2.445020 0.327738
101.509330 -2.245020 0.306505
101.509330 -2.045020 0.292593
101.509330 -1.845020 0.283913
101.509330 -1.645020 0.280377
101.509330 -1.445020 0.278197
101.509330 -1.245020 0.276318
101.509330 -1.045020 0.275208
101.509330 -0.845020 0.274548
101.509330 -0.645020 0.274315
101.509330 -0.445020 0.274539
101.509330 -0.245020 0.274988
101.509330 -0.045020 0.273870
101.509330 0.154980 0.272943
101.509330 0.354980 0.272047
101.509330 0.554980 0.271080
101.509330 0.754980 0.270183
101.509330 0.954980 0.269295
101.509330 1.154980 0.268274
101.509330 1.354980 0.267385
101.509330 1.554980 0.266505
101.509330 1.754980 0.256684
101.509330 1.954980 0.233619
101.509330 2.754980 0.224420
101.509330 2.954980 0.192098
101.509330 3.154980 0.184030
101.509330 3.354980 0.179876
101.509330 3.554980 0.160206
101.509330 3.754980 0.141013
101.509330 3.954980 0.129496
101.509330 4.154980 0.113263
101.509330 4.354980 0.096509
101.509330 4.554980 0.082706
101.509330 4.754980 0.071589
101.509330 4.954980 0.062289
101.509330 5.154980 0.054603
101.509330 5.354980 0.048294
101.509330 5.554980 0.042127
101.509330 5.754980 0.035628
101.709330 -3.245020 0.409874
101.709330 -3.045020 0.359010
101.709330 -2.845020 0.325440
101.709330 -2.645020 0.314092
101.709330 -2.445020 0.302378
101.709330 -2.245020 0.291022
101.709330 -2.045020 0.282378
101.709330 -1.845020 0.277164
101.709330 -1.645020 0.274342
101.709330 -1.445020 0.273674
101.709330 -1.245020 0.273205
101.709330 -1.045020 0.272808
101.709330 -0.845020 0.272718
101.709330 -0.645020 0.272943
101.709330 -0.445020 0.273394
101.709330 -0.245020 0.274092
101.709330 -0.045020 0.274539
101.709330 0.154980 0.273648
101.709330 0.354980 0.272718
101.709330 0.554980 0.271825
101.709330 0.754980 0.270855
101.709330 0.954980 0.269960
101.709330 1.154980 0.269074
101.709330 1.354980 0.268051
101.709330 1.554980 0.258123
101.709330 1.754980 0.228446
101.709330 1.954980 0.195337
101.709330 2.754980 0.181745
101.709330 2.954980 0.161750
101.709330 3.154980 0.144341
101.709330 3.354980 0.141952
101.709330 3.554980 0.130404
101.709330 3.754980 0.113924
101.709330 3.954980 0.104797
101.709330 4.154980 0.094447
101.709330 4.354980 0.082968
101.709330 4.554980 0.071775
101.709330 4.754980 0.062497
101.709330 4.954980 0.054772
101.709330 5.154980 0.048435
101.709330 5.354980 0.042275
101.709330 5.554980 0.035753
101.709330 5.754980 0.030989
101.909330 -3.445020 0.368867
101.909330 -3.245020 0.349010
101.909330 -3.045020 0.324074
101.909330 -2.845020 0.302593
101.909330 -2.645020 0.291100
101.909330 -2.445020 0.285419
101.909330 -2.245020 0.279949
101.909330 -2.045020 0.275635
101.909330 -1.845020 0.272593
101.909330 -1.645020 0.271160
101.909330 -1.445020 0.270720
101.909330 -1.245020 0.270720
101.909330 -1.045020 0.270855
101.909330 -0.845020 0.271160
101.909330 -0.645020 0.271758
101.909330 -0.445020 0.272494
101.909330 -0.245020 0.273168
101.909330 -0.045020 0.274074
101.909330 0.154980 0.274315
101.909330 0.354980 0.273426
101.909330 0.554980 0.272494
101.909330 0.754980 0.271603
101.909330 0.954980 0.270630
101.909330 1.154980 0.269738
101.909330 1.354980 0.259629
101.909330 2.554980 0.145669
101.909330 2.754980 0.143275
101.909330 2.954980 0.131469
101.909330 3.154980 0.114887
101.909330 3.354980 0.112373
101.909330 3.554980 0.105411
101.909330 3.754980 0.094995
101.909330 3.954980 0.085346
101.909330 4.154980 0.078715
101.909330 4.354980 0.070783
101.909330 4.554980 0.062640
101.909330 4.754980 0.054885
101.909330 4.954980 0.048546
101.909330 5.154980 0.042384
101.909330 5.354980 0.035909
101.909330 5.554980 0.031081
101.909330 5.754980 0.026918
102.109330 -3.445020 0.321825
102.109330 -3.245020 0.310282
102.109330 -3.045020 0.298765
102.109330 -2.845020 0.287698
102.109330 -2.645020 0.278680
102.109330 -2.445020 0.274989
102.109330 -2.245020 0.272808
102.109330 -2.045020 0.270806
102.109330 -1.845020 0.269629
102.109330 -1.645020 0.268854
102.109330 -1.445020 0.268498
102.109330 -1.245020 0.268854
102.109330 -1.045020 0.269398
102.109330 -0.845020 0.269960
102.109330 -0.645020 0.270720
102.109330 -0.445020 0.271531
102.109330 -0.245020 0.272270
102.109330 -0.045020 0.273168
102.109330 0.154980 0.273870
102.109330 0.354980 0.274301
102.109330 0.554980 0.273205
102.109330 0.754980 0.272270
102.109330 0.954980 0.271381
102.109330 1.154980 0.270406
102.109330 1.354980 0.260282
102.109330 1.554980 0.216286
102.109330 2.354980 0.114994
102.109330 2.554980 0.114674
102.109330 2.754980 0.113263
102.109330 2.954980 0.106242
102.109330 3.154980 0.095664
102.109330 3.354980 0.090189
102.109330 3.554980 0.085781
102.109330 3.754980 0.079085
102.109330 3.954980 0.071102
102.109330 4.154980 0.065768
102.109330 4.354980 0.060329
102.109330 4.554980 0.054374
102.109330 4.754980 0.048660
102.109330 4.954980 0.042538
102.109330 5.154980 0.036031
102.109330 5.354980 0.031198
102.109330 5.554980 0.027011
102.109330 5.754980 0.023876
102.109330 5.954980 0.021665
102.109330 6.154980 0.019774
102.309330 -5.445020 0.826519
102.309330 -3.845020 0.353560
102.309330 -3.645020 0.320406
102.309330 -3.445020 0.298980
102.309330 -3.245020 0.287486
102.309330 -3.045020 0.282009
102.309330 -2.845020 0.276257
102.309330 -2.645020 0.271800
102.309330 -2.445020 0.268890
102.309330 -2.245020 0.268197
102.309330 -2.045020 0.267545
102.309330 -1.845020 0.267164
102.309330 -1.645020 0.266944
102.309330 -1.445020 0.267164
102.309330 -1.245020 0.267606
102.309330 -1.045020 0.268274
102.309330 -0.845020 0.269074
102.309330 -0.645020 0.269852
102.309330 -0.445020 0.270630
102.309330 -0.245020 0.271531
102.309330 -0.045020 0.272270
102.309330 0.154980 0.273168
102.309330 0.354980 0.273870
102.309330 0.554980 0.274074
102.309330 0.754980 0.272943
102.309330 1.154980 0.261889
102.309330 1.354980 0.231579
102.309330 2.354980 0.091910
102.309330 2.554980 0.091729
102.309330 2.754980 0.090835
102.309330 2.954980 0.086464
102.309330 3.154980 0.079654
102.309330 3.354980 0.073417
102.309330 3.554980 0.070636
102.309330 3.754980 0.066045
102.309330 3.954980 0.060613
102.309330 4.154980 0.055369
102.309330 4.354980 0.051614
102.309330 4.554980 0.047285
102.309330 4.754980 0.042081
102.309330 4.954980 0.036119
102.309330 5.154980 0.031274
102.309330 5.354980 0.027096
102.309330 5.554980 0.023920
102.309330 5.754980 0.021723
102.309330 5.954980 0.019841
102.309330 6.154980 0.018221
102.509330 -4.045020 0.352090
102.509330 -3.845020 0.318947
102.509330 -3.645020 0.297762
102.509330 -3.445020 0.283954
102.509330 -3.245020 0.275199
102.509330 -3.045020 0.271383
102.509330 -2.845020 0.269101
102.509330 -2.645020 0.267065
102.509330 -2.445020 0.265635
102.509330 -2.245020 0.265203
102.509330 -2.045020 0.264989
102.509330 -1.845020 0.265203
102.509330 -1.645020 0.265429
102.509330 -1.445020 0.265873
102.509330 -1.245020 0.266542
102.509330 -1.045020 0.267385
102.509330 -0.845020 0.268274
102.509330 -0.645020 0.268947
102.509330 -0.445020 0.269738
102.509330 -0.245020 0.270630
102.509330 -0.045020 0.271381
102.509330 0.154980 0.272270
102.509330 0.354980 0.272943
102.509330 0.554980 0.273846
102.509330 0.954980 0.272718
102.509330 2.154980 0.093324
102.509330 2.354980 0.076716
102.509330 2.554980 0.074474
102.509330 2.754980 0.073874
102.509330 2.954980 0.071102
102.509330 3.154980 0.066523
102.509330 3.354980 0.060982
102.509330 3.554980 0.058805
102.509330 3.754980 0.055616
102.509330 3.954980 0.051810
102.509330 4.154980 0.047467
102.509330 4.354980 0.044060
102.509330 4.554980 0.039679
102.509330 4.754980 0.034931
102.509330 4.954980 0.031031
102.509330 5.154980 0.027148
102.509330 5.354980 0.023962
102.509330 5.554980 0.021772
102.509330 5.754980 0.019900
102.709330 -4.245020 0.342153
102.709330 -4.045020 0.317606
102.709330 -3.845020 0.296470
102.709330 -3.645020 0.282477
102.709330 -3.445020 0.273724
102.709330 -3.245020 0.268261
102.709330 -3.045020 0.264989
102.709330 -2.845020 0.264354
102.709330 -2.645020 0.263700
102.709330 -2.445020 0.263274
102.709330 -2.245020 0.262850
102.709330 -2.045020 0.263240
102.709330 -1.845020 0.263674
102.709330 -1.645020 0.264329
102.709330 -1.445020 0.264988
102.709330 -1.245020 0.265667
102.709330 -1.045020 0.266542
102.709330 -0.845020 0.267385
102.709330 -0.645020 0.268051
102.709330 -0.445020 0.268947
102.709330 -0.245020 0.269738
102.709330 -0.045020 0.270630
102.709330 0.154980 0.271305
102.709330 0.354980 0.272047
102.709330 0.554980 0.272943
102.709330 0.954980 0.273394
102.709330 1.954980 0.104697
102.709330 2.154980 0.083914
102.709330 2.354980 0.070435
102.709330 2.554980 0.061495
102.709330 2.754980 0.061067
102.709330 2.954980 0.059192
102.709330 3.154980 0.055980
102.709330 3.354980 0.052115
102.709330 3.554980 0.049540
102.709330 3.754980 0.047285
102.709330 3.954980 0.044252
102.709330 4.154980 0.039916
102.709330 4.354980 0.035667
102.709330 4.554980 0.032759
102.709330 4.754980 0.029673
102.709330 4.954980 0.026481
102.709330 5.154980 0.023834
102.709330 5.354980 0.021791
102.709330 5.554980 0.019925
102.909330 -4.445020 0.315429
102.909330 -4.245020 0.303934
102.909330 -4.045020 0.292477
102.909330 -3.845020 0.281175
102.909330 -3.645020 0.272218
102.909330 -3.445020 0.266645
102.909330 -3.245020 0.263543
102.909330 -3.045020 0.261800
102.909330 -2.845020 0.261312
102.909330 -2.645020 0.261238
102.909330 -2.445020 0.261238
102.909330 -2.245020 0.261454
102.909330 -2.045020 0.261950
102.909330 -1.845020 0.262593
102.909330 -1.645020 0.263457
102.909330 -1.445020 0.264127
102.909330 -1.245020 0.264988
102.909330 -1.045020 0.265651
102.909330 -0.845020 0.266542
102.909330 -0.645020 0.267385
102.909330 -0.445020 0.268051
102.909330 -0.245020 0.268947
102.909330 -0.045020 0.269738
102.909330 0.154980 0.270406
102.909330 0.354980 0.271305
102.909330 0.554980 0.272047
102.909330 0.954980 0.264110
102.909330 1.954980 0.101276
102.909330 2.154980 0.081828
102.909330 2.354980 0.067065
102.909330 2.554980 0.055616
102.909330 2.754980 0.051121
102.909330 2.954980 0.049810
102.909330 3.154980 0.047577
102.909330 3.354980 0.044581
102.909330 3.554980 0.041017
102.909330 3.754980 0.038812
102.909330 3.954980 0.035872
102.909330 4.154980 0.032915
102.909330 4.354980 0.029842
102.909330 4.554980 0.027406
102.909330 4.754980 0.024960
102.909330 4.954980 0.023220
102.909330 5.154980 0.021484
102.909330 5.354980 0.019833
103.109330 -4.445020 0.292850
103.109330 -4.245020 0.281044
103.109330 -4.045020 0.275606
103.109330 -3.845020 0.269939
103.109330 -3.645020 0.265199
103.109330 -3.445020 0.262065
103.109330 -3.245020 0.260468
103.109330 -3.045020 0.259524
103.109330 -2.845020 0.258980
103.109330 -2.645020 0.259312
103.109330 -2.445020 0.259737
103.109330 -2.245020 0.260377
103.109330 -2.045020 0.261022
103.109330 -1.845020 0.261737
103.109330 -1.645020 0.262544
103.109330 -1.445020 0.263240
103.109330 -1.245020 0.264110
103.109330 -1.045020 0.256044
103.109330 -0.845020 0.265651
103.109330 -0.645020 0.266505
103.109330 -0.445020 0.267217
103.109330 -0.245020 0.268051
103.109330 -0.045020 0.268722
103.109330 0.154980 0.269516
103.109330 0.354980 0.270406
103.109330 0.754980 0.262544
103.109330 1.754980 0.114887
103.109330 1.954980 0.093808
103.109330 2.154980 0.077101
103.109330 2.354980 0.063936
103.109330 2.554980 0.053565
103.109330 2.754980 0.045313
103.109330 2.954980 0.041296
103.109330 3.154980 0.039104
103.109330 3.354980 0.036154
103.109330 3.554980 0.033109
103.109330 3.754980 0.031643
103.109330 3.954980 0.029763
103.109330 4.154980 0.027559
103.109330 4.354980 0.025085
103.109330 4.554980 0.023471
103.109330 4.754980 0.022159
103.109330 4.954980 0.020783
103.109330 5.154980 0.019413
103.109330 5.354980 0.018109
103.309330 -4.645020 0.291383
103.309330 -4.445020 0.277430
103.309330 -4.245020 0.268599
103.309330 -4.045020 0.264989
103.309330 -3.845020 0.262477
103.309330 -3.645020 0.260349
103.309330 -3.445020 0.258890
103.309330 -3.245020 0.258123
103.309330 -3.045020 0.257486
103.309330 -2.845020 0.257545
103.309330 -2.645020 0.258123
103.309330 -2.445020 0.258765
103.309330 -2.245020 0.259412
103.309330 -2.045020 0.260163
103.309330 -1.845020 0.261022
103.309330 -1.645020 0.261671
103.309330 -1.445020 0.262544
103.309330 -1.245020 0.254565
103.309330 -1.045020 0.226734
103.309330 -0.845020 0.233813
103.309330 -0.645020 0.234596
103.309330 -0.445020 0.235190
103.309330 -0.245020 0.235794
103.309330 -0.045020 0.267828
103.309330 0.154980 0.268722
103.309330 0.354980 0.260282
103.309330 1.754980 0.100353
103.309330 1.954980 0.084248
103.309330 2.154980 0.070783
103.309330 2.354980 0.059668
103.309330 2.554980 0.050660
103.309330 2.754980 0.042584
103.309330 2.954980 0.034282
