longitude latitude PGA(g)	
103.309330 2.554980 0.022716
103.309330 2.754980 0.019570
103.309330 2.954980 0.016227
103.309330 3.154980 0.014992
103.309330 3.354980 0.014593
103.309330 3.554980 0.014123
103.309330 3.754980 0.013763
103.309330 3.954980 0.013434
103.309330 4.154980 0.013045
103.309330 4.354980 0.012615
103.309330 4.554980 0.012164
103.309330 4.754980 0.011781
103.309330 4.954980 0.011395
103.509330 -4.845020 0.170169
103.509330 -4.645020 0.161282
103.509330 -4.445020 0.156169
103.509330 -4.245020 0.148001
103.509330 -4.045020 0.143319
103.509330 -3.845020 0.141857
103.509330 -3.645020 0.140471
103.509330 -3.445020 0.139253
103.509330 -3.245020 0.137815
103.509330 -3.045020 0.137022
103.509330 -2.845020 0.136740
103.509330 -2.645020 0.136780
103.509330 -2.445020 0.137033
103.509330 -2.245020 0.137381
103.509330 -2.045020 0.137771
103.509330 -1.845020 0.138188
103.509330 -1.645020 0.138631
103.509330 -1.445020 0.133935
103.509330 -1.245020 0.117904
103.509330 -1.045020 0.099705
103.509330 -0.845020 0.095451
103.509330 -0.445020 0.095947
103.509330 -0.245020 0.108807
103.509330 -0.045020 0.123765
103.509330 0.154980 0.124109
103.509330 0.354980 0.120642
103.509330 0.754980 0.095191
103.509330 1.354980 0.056778
103.509330 1.554980 0.047346
103.509330 1.754980 0.039681
103.509330 1.954980 0.033576
103.509330 2.154980 0.028531
103.509330 2.354980 0.024179
103.509330 2.554980 0.021226
103.509330 2.754980 0.017977
103.709330 -4.845020 0.160185
103.709330 -4.645020 0.155582
103.709330 -4.445020 0.148854
103.709330 -4.245020 0.143026
103.709330 -4.045020 0.139937
103.709330 -3.845020 0.138503
103.709330 -3.645020 0.137510
103.709330 -3.445020 0.136622
103.709330 -3.245020 0.136061
103.709330 -3.045020 0.135842
103.709330 -2.845020 0.135877
103.709330 -2.645020 0.136107
103.709330 -2.445020 0.136425
103.709330 -2.245020 0.136844
103.709330 -2.045020 0.137272
103.709330 -1.845020 0.137692
103.709330 -1.645020 0.133061
103.709330 -1.445020 0.117172
103.709330 -1.245020 0.099128
103.709330 -1.045020 0.081656
103.709330 0.154980 0.096398
103.709330 0.754980 0.072190
103.709330 1.354980 0.047144
103.709330 1.554980 0.039673
103.709330 1.754980 0.033657
103.709330 1.954980 0.028970
103.709330 2.154980 0.024873
103.709330 2.354980 0.022115
103.709330 2.554980 0.019303
103.909330 -5.045020 0.159214
103.909330 -4.845020 0.154684
103.909330 -4.645020 0.148460
103.909330 -4.445020 0.142557
103.909330 -4.245020 0.139275
103.909330 -4.045020 0.137377
103.909330 -3.845020 0.135659
103.909330 -3.645020 0.135106
103.909330 -3.445020 0.134886
103.909330 -3.245020 0.134858
103.909330 -3.045020 0.134967
103.909330 -2.845020 0.135195
103.909330 -2.645020 0.135512
103.909330 -2.445020 0.135912
103.909330 -2.245020 0.136338
103.909330 -2.045020 0.136769
103.909330 -1.845020 0.132204
103.909330 -1.645020 0.116452
103.909330 -1.445020 0.098569
103.909330 -1.245020 0.081233
103.909330 -1.045020 0.067049
103.909330 0.954980 0.051308
103.909330 1.354980 0.039520
103.909330 1.554980 0.033550
103.909330 1.754980 0.028944
103.909330 1.954980 0.024894
103.909330 2.154980 0.022285
103.909330 2.354980 0.019916
104.109330 -5.445020 0.168989
104.109330 -5.245020 0.159052
104.109330 -5.045020 0.153794
104.109330 -4.845020 0.147868
104.109330 -4.645020 0.142026
104.109330 -4.445020 0.138559
104.109330 -4.245020 0.136559
104.109330 -4.045020 0.134808
104.109330 -3.845020 0.133989
104.109330 -3.645020 0.133675
104.109330 -3.445020 0.133808
104.109330 -3.245020 0.134028
104.109330 -3.045020 0.134302
104.109330 -2.845020 0.134634
104.109330 -2.645020 0.134994
104.109330 -2.445020 0.135426
104.109330 -2.245020 0.135857
104.109330 -2.045020 0.136309
104.109330 -1.845020 0.131768
104.109330 -1.645020 0.108420
104.109330 -1.445020 0.083218
104.109330 -1.245020 0.066712
104.109330 -1.045020 0.055068
104.109330 1.154980 0.036839
104.109330 1.554980 0.028830
104.109330 1.754980 0.024813
104.109330 1.954980 0.022237
104.309330 -5.645020 0.179707
104.309330 -5.445020 0.164341
104.309330 -5.245020 0.154866
104.309330 -5.045020 0.147212
104.309330 -4.845020 0.141349
104.309330 -4.645020 0.137804
104.309330 -4.445020 0.135753
104.309330 -4.245020 0.134005
104.309330 -4.045020 0.133164
104.309330 -3.845020 0.132839
104.309330 -3.645020 0.132850
104.309330 -3.445020 0.133070
104.309330 -3.245020 0.133381
104.309330 -3.045020 0.133742
104.309330 -2.845020 0.134133
104.309330 -2.645020 0.134550
104.309330 -2.445020 0.134966
104.309330 -2.245020 0.135397
104.309330 -2.045020 0.130922
104.309330 -1.845020 0.115350
104.309330 -1.645020 0.097705
104.309330 -1.445020 0.077139
104.309330 -1.245020 0.059847
104.309330 -0.445020 0.037874
104.309330 0.154980 0.042616
104.309330 0.354980 0.042316
104.309330 0.754980 0.036641
104.509330 -5.645020 0.169544
104.509330 -5.445020 0.158251
104.509330 -5.245020 0.149428
104.509330 -5.045020 0.141885
104.509330 -4.845020 0.137385
104.509330 -4.645020 0.134943
104.509330 -4.445020 0.133198
104.509330 -4.245020 0.132337
104.509330 -4.045020 0.132000
104.509330 -3.845020 0.132005
104.509330 -3.645020 0.132190
104.509330 -3.445020 0.132499
104.509330 -3.245020 0.132863
104.509330 -3.045020 0.133263
104.509330 -2.845020 0.133681
104.509330 -2.645020 0.134101
104.509330 -2.445020 0.134522
104.509330 -2.245020 0.134939
104.509330 -2.045020 0.130487
104.509330 -0.445020 0.030917
104.509330 -0.245020 0.032688
104.509330 -0.045020 0.033562
104.509330 0.954980 0.027271
104.509330 1.154980 0.024683
104.709330 -5.445020 0.151026
104.709330 -5.245020 0.143224
104.709330 -5.045020 0.138273
104.709330 -4.845020 0.135237
104.709330 -4.645020 0.132850
104.709330 -4.445020 0.131522
104.709330 -4.245020 0.131173
104.709330 -4.045020 0.131173
104.709330 -3.845020 0.131355
104.709330 -3.645020 0.131638
104.709330 -3.445020 0.132004
104.709330 -3.245020 0.132404
104.709330 -3.045020 0.132807
104.709330 -2.845020 0.133231
104.709330 -2.645020 0.133653
104.709330 -2.445020 0.134074
104.709330 -2.245020 0.129655
104.709330 -2.045020 0.114292
104.709330 0.754980 0.024618
104.909330 -5.645020 0.154383
104.909330 -5.445020 0.145638
104.909330 -5.245020 0.139821
104.909330 -5.045020 0.135924
104.909330 -4.845020 0.133248
104.909330 -4.645020 0.131379
104.909330 -4.445020 0.130576
104.909330 -4.245020 0.130369
104.909330 -4.045020 0.130510
104.909330 -3.845020 0.130812
104.909330 -3.645020 0.131162
104.909330 -3.445020 0.131547
104.909330 -3.245020 0.131969
104.909330 -3.045020 0.132376
104.909330 -2.845020 0.132802
104.909330 -2.645020 0.133203
104.909330 -2.445020 0.133625
104.909330 -0.245020 0.022473
105.109330 -5.645020 0.151953
105.109330 -5.445020 0.143000
105.109330 -5.245020 0.137438
105.109330 -5.045020 0.134057
105.109330 -4.845020 0.131666
105.109330 -4.645020 0.130291
105.109330 -4.445020 0.129789
105.109330 -4.245020 0.129777
105.109330 -4.045020 0.129996
105.109330 -3.845020 0.130322
105.109330 -3.645020 0.130719
105.109330 -3.445020 0.131107
105.109330 -3.245020 0.131530
105.109330 -3.045020 0.131941
105.109330 -2.845020 0.132349
105.109330 -2.645020 0.132774
105.109330 -2.445020 0.128393
105.309330 -5.445020 0.140885
105.309330 -5.245020 0.136075
105.309330 -5.045020 0.133126
105.309330 -4.845020 0.130607
105.309330 -4.645020 0.129478
105.309330 -4.445020 0.129149
105.309330 -4.245020 0.129243
105.309330 -4.045020 0.129517
105.309330 -3.845020 0.129874
105.309330 -3.645020 0.130283
105.309330 -3.445020 0.130691
105.309330 -3.245020 0.131098
105.309330 -3.045020 0.131503
105.309330 -2.845020 0.131914
105.309330 -2.645020 0.132321
105.309330 -2.445020 0.127956
105.309330 -2.045020 0.081289
105.509330 -5.645020 0.143968
105.509330 -5.445020 0.138220
105.509330 -5.245020 0.134378
105.509330 -5.045020 0.131697
105.509330 -4.845020 0.129691
105.509330 -4.645020 0.128839
105.509330 -4.445020 0.128640
105.509330 -4.245020 0.128788
105.509330 -4.045020 0.129077
105.509330 -3.845020 0.129448
105.509330 -3.645020 0.129846
105.509330 -3.445020 0.130256
105.509330 -3.245020 0.130664
105.509330 -3.045020 0.131070
105.509330 -2.845020 0.131475
105.509330 -2.645020 0.131886
105.509330 -2.445020 0.127526
105.509330 -2.045020 0.081067
105.509330 -1.845020 0.061765
105.509330 -1.645020 0.047571
105.709330 -5.845020 0.147274
105.709330 -5.645020 0.139808
105.709330 -5.445020 0.135365
105.709330 -5.245020 0.132599
105.709330 -5.045020 0.130121
105.709330 -4.845020 0.128725
105.709330 -4.645020 0.128190
105.709330 -4.445020 0.128137
105.709330 -4.245020 0.128328
105.709330 -4.045020 0.128646
105.709330 -3.845020 0.129034
105.709330 -3.645020 0.129421
105.709330 -3.445020 0.129833
105.709330 -3.245020 0.130228
105.709330 -3.045020 0.130636
105.709330 -2.845020 0.131043
105.709330 -2.045020 0.075105
105.709330 -1.845020 0.058450
105.909330 -3.845020 0.128602
105.909330 -3.245020 0.129806
105.909330 -3.045020 0.130189
105.909330 -2.645020 0.126285
105.909330 -2.445020 0.104276
105.909330 -2.245020 0.080438
105.909330 -2.045020 0.064598
105.909330 -1.845020 0.052132
105.909330 -1.645020 0.041846
106.109330 -2.845020 0.125455
106.109330 -2.645020 0.110907
106.109330 -2.445020 0.094129
106.109330 -2.245020 0.074561
106.109330 -2.045020 0.058045
106.109330 -1.845020 0.045240
106.309330 -2.845020 0.125049
106.309330 -2.645020 0.103366
106.309330 -2.445020 0.079802
106.509330 -3.045020 0.124264
106.509330 -2.845020 0.109902
106.509330 -2.645020 0.093353
106.709330 -3.045020 0.109243
